ITZ_GEOID,pop_density,percent_non_hispanic_or_latino_white_alone,percent_non_hispanic_black_alone,percent_hispanic_any_race,percent_non_hispanic_asian_alone,median_age,per_capita_income,resid_unit_density,percent_multi_family_units,percent_occupied_housing_units,median_gross_rent,median_home_value,percent_households_with_people_under_18,percent_of_households_in_same_house_year_ago,percent_bachelor_degree_or_higher,percent_car_commuters,percent_public_transport_commuters,percent_public_transport_trips_under_45_min,percent_car_trips_under_45_min
BK852,696.159456613948,0.0,19.2,80.8,0.0,25.5,25315.0,133.87681857960538,0.0,100.0,,,100.0,76.9,100.0,31.25,68.75,909.0909090909091,
BK854,164363.86702331543,3.1,78.8,16.4,0.3,39.8,28550.0,67634.97885140497,52.5,90.0,1375.0,496000.0,36.1,93.5,28.4,31.677018633540374,60.14492753623188,4.767641996557659,24.967320261437912
BK856,229599.6927130003,3.1,85.0,7.4,1.4,38.4,27727.0,110728.92981903559,83.8,86.4,1403.0,381100.0,27.2,98.0,21.3,20.44468546637744,75.54229934924078,3.0078966259870783,23.89920424403183
BK858,169919.97758337308,0.3,92.6,7.1,0.0,41.4,26837.0,72419.62025148032,63.400000000000006,90.5,1488.0,431000.0,31.7,95.5,19.6,35.14760147601476,63.09963099630996,5.30701754385965,32.729658792650916
BK860,224231.3899994094,0.3,89.7,7.8,0.3,39.4,36543.0,90570.44012934512,69.9,90.0,1381.0,502000.0,34.9,95.0,20.2,33.2420591456736,54.38116100766703,2.749244712990936,16.095551894563425
BK862,216665.29633555416,4.8,87.3,6.7,0.0,36.9,24853.0,94699.86188647228,91.8,91.2,1306.0,468700.0,33.8,96.4,23.9,27.81413612565445,58.704188481675395,2.9765886287625425,39.529411764705884
BK864,165593.18520257078,0.5,96.9,2.6,0.0,42.8,28910.0,60781.109378664485,56.599999999999994,93.3,1176.0,492200.0,34.5,94.7,19.7,28.305235137533273,67.96805678793257,5.391644908616188,20.12539184952978
BK866,216278.10775766472,3.1,82.8,9.0,1.2,40.5,27770.0,100883.93770444964,71.69999999999999,80.7,1273.0,475900.0,32.7,99.7,27.0,27.055516514406182,56.00843288826423,5.4579673776662485,33.71428571428572
BK868,210432.04406135427,2.1,81.8,12.4,0.6,37.5,22033.0,85948.51140390504,87.5,91.2,1323.0,566200.0,36.9,95.0,21.3,19.09090909090909,77.20779220779221,2.1362489486963834,63.129251700680285
BK1182.01,244256.88619180993,4.9,22.4,62.9,4.3,33.7,25660.0,89680.0910599637,79.2,88.0,1333.0,426400.0,37.5,96.5,18.0,40.9288824383164,55.587808417997095,6.7885117493472595,30.886524822695037
BK1182.02,287181.90912710293,1.7,17.2,74.3,4.6,31.0,21414.0,95496.42621862964,90.69999999999999,83.6,1447.0,569000.0,51.7,97.3,8.7,27.400140154169588,62.85914505956552,5.139353400222965,32.890025575447574
BK1184,268120.8655891587,3.3,15.6,70.9,8.8,32.8,19425.0,97059.22813100203,87.5,83.5,1548.0,568200.0,48.9,98.7,20.0,22.495361781076067,70.45454545454545,2.9756418696510862,31.360824742268044
BK1186,242240.56530949238,4.1,31.1,44.9,19.2,33.5,21004.0,83802.14151247303,88.1,79.0,1376.0,486600.0,30.7,93.8,12.9,31.133540372670808,61.41304347826087,6.7383059418457645,45.8354114713217
BK1188,280002.16574831435,7.5,33.8,28.2,24.6,35.1,20100.0,90988.35809369826,88.5,92.4,1358.0,488000.0,38.5,92.9,12.8,24.344569288389515,67.6832530765115,3.675889328063241,38.505494505494504
BK1192,147265.41565628193,1.3,45.1,47.3,3.6,38.3,22227.0,67151.12319084183,93.3,79.5,1372.0,463200.0,27.3,91.7,14.1,18.71657754010695,67.7807486631016,5.552268244575937,66.64285714285714
BK1194,287996.8155510877,3.3,59.1,36.3,1.3,24.3,15586.0,92250.8196992139,80.2,85.4,1452.0,452200.0,60.2,99.5,12.4,29.110840438489646,65.22533495736906,6.2931839402427645,39.30962343096233
BK1196,175332.12205943023,4.2,54.3,26.5,12.3,35.5,19970.0,77184.05853928052,85.4,82.5,1289.0,464700.0,37.9,95.4,13.2,34.244846445098865,53.47076146403029,4.7678992918961445,16.068796068796072
BK1200,188063.9903005222,1.7,57.5,18.5,19.5,34.6,17354.0,62497.310845116495,88.5,88.9,1211.0,455800.0,35.1,89.7,6.8,23.275862068965516,64.97844827586206,6.301824212271973,47.638888888888886
BK1208,231908.44703278042,2.9,78.2,15.0,2.4,37.3,20768.0,88661.05134327273,93.7,90.0,1374.0,553700.0,32.1,96.2,16.2,27.084927314460597,64.47334863555216,2.3140822784810124,12.815442561205273
BK1210,281055.68863848044,0.0,57.2,41.7,0.3,32.9,11470.0,108644.50118484635,100.0,96.1,447.0,,40.1,98.0,8.7,15.834218916046758,83.10308182784271,4.872122762148337,126.77852348993288
BK1214,304840.64190595556,0.0,58.1,41.6,0.0,27.5,10908.0,108148.85843551536,100.0,100.0,456.0,,46.7,96.2,2.4,15.05922165820643,75.46531302876481,5.952914798206277,98.93258426966293
BK1220,58379.96517474451,0.8,86.6,10.8,1.1,31.8,23472.0,23892.086672860114,93.2,91.7,1283.0,580900.0,43.0,96.3,21.0,43.14868804664723,49.89587671803415,3.3973288814691154,14.565637065637064
BK546,284905.48696058063,73.6,3.9,7.1,7.8,37.1,25110.0,119336.19623212944,85.69999999999999,94.3,1411.0,742100.0,29.1,89.6,53.9,35.45401966454598,46.21168305378832,3.6795994993742176,25.758564437194124
BK1202,135942.23537617477,2.1,46.5,14.5,36.0,30.9,16770.0,42618.2072622669,78.60000000000001,96.5,1411.0,485000.0,39.1,97.3,14.4,28.962536023054756,68.29971181556196,7.257383966244726,53.78109452736319
BK726,91652.85846904437,2.4,78.1,16.1,3.2,45.1,27759.0,28086.53537378312,18.300000000000004,92.5,1165.0,518400.0,25.2,96.1,24.8,33.2378223495702,61.7956064947469,1.0973724884080371,24.82758620689655
BK46,46699.105131287506,76.6,0.0,14.5,8.8,46.1,62715.0,19526.758794327754,20.6,92.1,1694.0,1157700.0,27.5,97.3,56.9,33.541666666666664,43.958333333333336,10.568720379146917,96.8944099378882
BK610.02,237929.6126590048,98.1,0.0,1.6,0.0,47.7,54783.0,123919.64922276873,96.4,91.7,1392.0,657800.0,23.3,93.4,62.1,31.176961602671117,53.75626043405676,1.5372670807453417,11.78045515394913
BK616,21375.435137463908,89.9,5.5,4.6,0.0,64.5,51703.0,7689.3203532037405,19.6,89.0,1573.0,1034300.0,20.5,88.5,58.5,54.157303370786515,28.98876404494382,5.426356589147287,60.705394190871374
BK672,101314.95080496336,13.0,71.6,3.7,11.6,38.8,30456.0,30765.14969565351,48.8,93.4,1438.0,515800.0,33.3,88.6,20.8,41.813602015113354,48.11083123425693,3.350785340314136,40.24096385542169
BK674,109226.87610041382,14.0,62.1,12.7,7.4,38.6,32449.0,35726.290724510356,39.2,89.2,1665.0,533500.0,32.7,88.9,35.2,41.952232606438216,53.47871235721703,3.96116504854369,36.36138613861386
BK676,121928.2655618675,6.5,74.6,17.0,1.4,43.5,31303.0,42467.06067580953,29.199999999999996,93.3,1668.0,480100.0,32.9,99.8,37.0,37.44493392070485,51.541850220264315,4.166666666666667,45.44117647058823
BK678,184684.7740278478,8.2,87.9,2.9,0.0,44.3,32575.0,61971.71414609059,59.800000000000004,98.7,1690.0,494600.0,32.3,91.9,31.2,43.65079365079365,53.46320346320346,1.9163292847503375,17.917355371900825
BK510.02,488391.27287683694,11.3,58.3,22.4,1.8,33.6,25899.0,197447.60393785668,98.2,95.5,1361.0,,34.0,93.3,24.2,10.968260345520289,77.46082764162314,2.069502074688797,47.10622710622711
BK516.01,487164.73642150685,7.7,64.8,22.8,3.6,30.8,25110.0,197481.66866743873,98.3,89.7,1480.0,715900.0,27.6,96.4,28.7,21.580102414045356,70.1536210680322,1.7622523461939523,27.93220338983051
BK516.02,460648.153834415,8.1,67.5,18.3,2.8,37.3,25147.0,177045.00289861858,96.2,96.1,1434.0,1087200.0,31.9,93.7,26.1,22.36699239956569,64.00651465798046,2.960135708227311,35.55825242718446
BK610.03,225716.0543967156,31.9,0.0,43.1,24.9,30.2,19838.0,82226.10010377655,81.89999999999999,84.5,1570.0,673500.0,30.9,95.7,35.6,12.250712250712251,59.25925925925926,6.225961538461538,99.06976744186045
BK610.04,297955.791840103,80.5,0.0,7.4,6.1,43.2,22216.0,142871.26298971666,95.2,92.2,1287.0,580000.0,26.5,86.7,53.7,22.77665995975855,51.75050301810865,1.594090202177294,23.07420494699647
BK696.01,76513.04252386921,42.1,44.5,9.4,2.0,42.1,41079.0,36277.735679420744,92.0,88.5,1756.0,608300.0,28.5,95.1,37.7,51.324884792626726,39.6889400921659,2.917271407837446,15.274971941638608
BK696.02,90907.94435350507,67.2,8.4,17.5,5.8,44.0,37984.0,36147.32611853927,61.4,92.4,1339.0,648100.0,34.8,98.2,35.8,61.29032258064516,29.51015531660693,2.2807017543859645,8.817413905133204
BK796.01,442260.3252764659,24.0,64.2,7.5,1.7,36.1,32568.0,191197.64062326934,96.8,94.8,1435.0,621800.0,21.4,87.6,34.9,15.39081385979049,77.43755036261079,1.654526534859521,27.670157068062828
BK796.02,382494.61656783166,12.9,64.1,16.6,2.8,35.3,29823.0,164735.01726686268,96.0,92.5,1368.0,557400.0,26.3,95.6,39.0,9.780047132757266,77.06205813040063,1.2996941896024465,53.81526104417671
BK798.01,238137.40735303046,33.0,49.6,9.4,1.6,37.4,43175.0,119691.2308829104,84.0,92.6,1534.0,,21.7,90.1,57.6,8.522412838959601,73.10459324847814,4.125662376987131,51.88311688311689
BK798.02,550581.3238194177,26.7,44.0,18.5,7.1,32.4,44026.0,267347.1526430623,97.5,94.6,1641.0,870800.0,19.8,87.8,47.7,7.478632478632479,78.998778998779,2.299072642967542,66.16326530612245
BK1058.01,150280.6139578448,21.3,58.7,18.7,0.7,50.3,21052.0,91658.49806380513,99.1,97.0,639.0,550000.0,24.6,94.4,19.5,26.795005202913632,65.50468262226848,0.40508339952343125,32.54368932038835
BK9901,,,,,,,,,,,,,,,,,,,
BK163,198097.30184806226,70.6,14.4,6.4,4.4,36.0,71720.0,95189.61257634162,93.0,94.1,2020.0,1030600.0,22.3,82.9,80.9,5.890944498539436,74.00194741966894,3.6907894736842097,118.51239669421487
BK164,17049.17516693998,37.3,36.3,12.1,4.1,25.3,33424.0,5071.59008130493,84.1,89.1,3279.0,,67.8,67.3,60.3,60.876369327073554,22.378716744913927,12.727272727272727,42.90488431876606
BK165,341686.70161484106,77.4,3.3,5.7,7.7,38.6,103778.0,143625.0234191121,79.60000000000001,94.9,3128.0,1352300.0,32.7,86.7,88.3,7.130071599045346,70.49522673031026,1.6673719847651292,35.73221757322176
BK167,345510.5957398787,79.4,2.4,9.0,6.0,37.8,82391.0,143633.50844664086,81.10000000000001,95.4,2425.0,1648000.0,34.3,84.0,85.4,10.55031924597142,63.91000304043782,2.521408182683159,47.80979827089336
BK168,119557.16485238499,52.0,0.0,7.8,38.1,43.8,37434.0,49266.338272505105,60.0,95.5,1174.0,844200.0,36.0,92.4,42.8,44.46927374301676,47.039106145251395,3.776722090261283,34.221105527638194
BK169,247795.89531882128,73.5,0.4,12.3,9.0,36.1,68281.0,110588.29670802642,86.0,97.2,1966.0,1073400.0,24.9,86.2,72.1,12.330772045371386,70.43541895353091,2.722077922077922,
BK170,179392.49973363712,38.5,1.1,17.1,43.3,39.5,31371.0,63745.09605919712,73.5,91.4,1628.0,1053900.0,36.6,89.1,34.5,47.47191011235955,44.52247191011236,3.7854889589905363,20.547337278106507
BK171,210315.20369934832,75.0,0.8,11.6,8.2,40.2,75761.0,86265.9314264469,73.5,92.8,2343.0,1218000.0,39.4,87.8,75.6,14.030971374941343,70.62412013139371,2.292358803986711,43.47826086956522
BK172,170195.66259001577,31.9,0.0,19.3,47.3,36.4,34995.0,60471.11371607243,76.6,90.9,1466.0,835000.0,40.5,91.3,38.2,36.87994248741912,58.0158159597412,2.936802973977695,33.4307992202729
BK174,138334.7766229572,50.0,0.0,12.3,35.0,39.8,34112.0,47921.540601015295,43.800000000000004,93.4,1534.0,813700.0,45.6,91.2,34.3,39.663236669784844,51.26286248830683,2.6094890510948905,32.33490566037736
BK175,0.0,,,,,,,0.0,,,,,,,,,,,
BK176,182262.48788127594,55.8,1.0,15.7,26.3,39.9,32285.0,72965.42200303049,82.5,91.7,1484.0,608200.0,36.5,88.8,30.6,39.68531468531469,49.56293706293706,2.1693121693121693,29.647577092511018
BK177,0.0,,,,,,,0.0,,,,,,,,,,,
BK178,201667.45952048426,24.4,2.5,34.5,38.0,38.1,22191.0,62672.44511619345,91.6,92.4,1402.0,738700.0,41.5,87.5,27.0,29.393939393939394,59.84848484848485,3.4683544303797467,29.25257731958763
BK179,294684.40483729955,21.8,50.5,12.8,7.7,39.7,37657.0,116979.1358668765,96.2,96.0,1216.0,1700700.0,30.5,86.2,51.2,11.801896733403582,65.91148577449947,3.9888089528377306,66.60714285714285
BK180,215014.1772808023,32.5,0.0,26.4,40.7,40.1,33800.0,73769.78737291881,74.9,89.8,1393.0,874600.0,42.3,87.6,31.2,30.513418903150527,54.90081680280046,2.7842720510095638,25.621414913957935
BK181,235304.94807647704,55.6,27.7,6.1,6.2,38.2,77867.0,144842.27635593494,91.6,89.4,2114.0,1176500.0,11.8,83.8,77.7,4.6888320545609545,71.48337595907928,3.744782349433512,123.18181818181819
BK182,227746.01805134382,31.1,1.7,14.4,50.5,38.7,24348.0,81054.42401941572,81.3,96.4,1410.0,841200.0,31.5,88.7,26.1,20.96486003573556,65.03871351995235,1.868131868131868,36.96022727272727
BK183,209695.22008214382,66.1,17.3,4.5,4.6,35.3,78204.0,103240.59994324614,96.89999999999999,93.1,2310.0,1341700.0,25.4,86.6,82.7,8.370535714285714,72.37723214285714,4.148033924441018,104.33333333333333
BK184,188888.6519940862,44.0,0.0,6.5,48.5,40.5,34799.0,63227.53501980112,54.3,96.8,1566.0,863000.0,39.6,88.5,33.3,32.568402471315096,53.48631950573698,3.877887788778878,24.823848238482384
BK185.01,427080.5384598895,7.9,52.0,32.5,5.0,34.4,16262.0,192201.66780195842,99.8,95.9,492.0,712500.0,32.3,92.4,18.3,8.554376657824934,65.05305039787798,4.852191641182467,43.87596899224806
BK186,205171.03564550984,53.3,0.0,6.9,39.7,43.1,27896.0,71595.64677745865,60.699999999999996,96.5,1452.0,936600.0,31.4,97.7,32.9,30.247578040904198,50.59203444564047,5.127659574468085,47.259786476868335
BK187,198054.88685624435,43.7,15.0,22.1,11.6,35.5,59466.0,76000.90080303463,85.3,91.2,2213.0,1475000.0,24.2,72.7,58.8,19.95614035087719,53.07017543859649,9.834710743801653,105.65934065934066
BK870,216013.69175187682,4.0,88.6,6.2,0.0,37.7,24633.0,89516.07386197774,77.8,89.9,1299.0,491600.0,36.9,96.0,23.7,35.316846986089644,54.01854714064915,2.918454935622318,
BK872,228873.12575950587,5.6,85.1,6.6,2.3,38.0,26273.0,92426.71915655443,74.19999999999999,88.9,1426.0,452900.0,32.7,89.7,23.0,32.93455313159747,60.66150598170302,4.164733178654293,39.48717948717949
BK874.01,309822.1940672983,7.3,82.0,6.6,0.0,40.8,24895.0,128907.1326207115,88.80000000000001,93.1,1257.0,409500.0,26.4,92.2,32.8,16.08695652173913,67.53623188405797,3.7124463519313298,37.432432432432435
BK876,129351.90806858297,20.4,71.9,4.9,2.3,38.6,30018.0,59415.59264706708,71.19999999999999,91.3,1138.0,448000.0,20.2,94.5,29.5,20.293724966622165,59.14552736982643,6.772009029345372,112.36842105263158
BK878,188172.0494867178,1.4,94.9,2.8,0.0,50.3,23979.0,81325.58542229132,93.19999999999999,86.9,1343.0,563700.0,23.1,89.5,12.9,29.33780385582565,64.29170159262364,3.546284224250326,51.02857142857144
BK880,160739.89821039545,8.0,87.0,2.8,0.3,36.5,27474.0,77391.0996154271,74.0,86.7,1155.0,407200.0,33.8,91.1,24.3,40.20061728395062,44.367283950617285,4.71304347826087,32.437619961612285
BK882,336564.2429242969,1.3,86.4,12.4,0.0,33.7,22733.0,146640.92938996595,90.10000000000001,88.4,1166.0,521900.0,31.7,95.0,25.4,27.45169522420707,61.39263580021874,1.5261282660332542,20.464807436918992
BK884,283564.3080824183,1.9,92.6,1.7,1.1,38.3,24970.0,131054.26099514628,97.6,89.6,1335.0,627200.0,31.2,88.3,20.0,16.178736517719567,68.77247046738572,2.591486183719193,44.5079365079365
BK886,244894.3090495323,1.8,85.1,8.0,1.6,38.0,21750.0,119123.20388836385,94.3,96.5,1253.0,429600.0,22.4,93.4,20.4,27.60047281323877,63.17966903073286,2.1047708138447145,21.32762312633833
BK888,220233.73691270067,0.2,80.9,11.8,2.9,41.2,28024.0,84784.05975616205,90.5,94.0,1371.0,582600.0,28.3,93.9,22.1,33.56435643564357,60.89108910891089,2.1463414634146343,22.772861356932154
BK890,256170.09662736207,2.3,87.0,9.2,0.0,45.6,21454.0,111619.44670366791,98.4,87.8,1297.0,439200.0,26.9,89.9,17.9,18.43168957154406,67.21907841552142,1.8701142513529765,15.285087719298243
BK892,195686.75741148455,1.9,81.2,11.8,0.0,41.9,17365.0,105604.92084503392,97.3,93.9,1141.0,,23.3,86.2,17.7,12.7838519764508,72.91841883936081,3.610149942329873,59.53947368421053
BK894,203383.9357545762,3.8,83.3,9.5,1.8,34.0,18286.0,81378.57540026374,77.30000000000001,82.5,1603.0,490900.0,40.8,92.2,21.0,19.052224371373306,76.59574468085107,4.457070707070707,42.48730964467005
BK896,228244.82577842227,0.5,79.4,17.3,0.7,43.8,22867.0,126112.48918010294,97.30000000000001,89.2,1266.0,518100.0,21.4,91.2,13.3,25.0199203187251,55.69721115537848,3.648068669527897,47.19745222929936
BK898,126915.636857494,3.2,85.7,8.4,0.6,38.3,26842.0,54113.48033044799,84.0,89.9,1487.0,403500.0,31.1,92.7,19.8,16.666666666666668,81.23359580052494,4.620355411954765,46.77165354330709
BK900,170618.2664847488,0.2,71.7,21.8,0.0,38.7,18777.0,93857.49219713177,91.3,85.0,887.0,444900.0,32.8,93.9,13.1,15.785953177257525,76.12040133779264,2.5131810193321615,82.11864406779661
BK902,186911.1018518755,2.5,67.5,21.8,6.1,39.4,23362.0,56203.24761034032,63.2,92.6,621.0,387600.0,29.0,80.0,12.3,15.755627009646302,70.2572347266881,2.356979405034325,87.70408163265306
BK906,181109.75133307863,0.8,58.8,39.5,0.0,31.5,13735.0,98882.07667623927,99.3,89.8,440.0,,29.8,95.9,5.2,17.2737955346651,73.79553466509988,3.471337579617834,71.36054421768708
BK908,217570.8355971513,1.8,62.7,31.5,2.5,34.7,8865.0,53484.9534103144,100.0,84.7,538.0,,10.7,69.1,5.6,9.12621359223301,83.62459546925567,2.871517027863777,96.59574468085108
BK910,212975.8761742232,0.0,60.8,38.8,0.0,45.0,25674.0,137145.094714669,100.0,93.6,397.0,,19.1,93.8,7.8,15.693430656934307,84.30656934306569,4.040404040404041,109.2248062015504
BK912,359725.98957761854,0.2,70.8,26.9,2.1,31.3,12405.0,168889.06721268047,98.9,95.1,551.0,,26.0,92.1,10.1,9.693165969316597,76.56903765690376,3.761384335154827,106.76258992805755
BK916,173757.98627605042,0.7,78.1,20.2,0.0,37.5,16609.0,94041.9552266817,89.8,85.7,837.0,445000.0,21.3,94.7,8.3,31.976251060220527,63.8676844783715,4.2098273572377165,35.94164456233422
BK918,115530.06429169928,0.2,55.0,44.8,0.0,38.6,20909.0,57405.60527916435,66.6,92.3,594.0,317300.0,27.2,92.0,17.3,38.63898500576701,57.09342560553633,3.1515151515151514,36.80597014925373
BK920,115459.99736983687,0.4,62.0,33.1,4.5,39.6,17883.0,61139.340660365466,69.6,87.6,1203.0,370400.0,25.9,99.3,10.9,20.485175202156334,76.54986522911051,4.647887323943662,126.97368421052632
BK922,170007.97324995187,1.4,87.3,9.8,0.0,47.5,24202.0,98372.76497080385,97.4,91.5,1105.0,354600.0,17.3,84.1,11.4,31.80515759312321,52.53104106972302,3.2363636363636363,40.24024024024024
BK928,206802.19259151787,2.2,85.3,11.6,0.0,46.8,30120.0,82323.97011502185,80.0,97.4,1392.0,478800.0,22.3,90.8,27.7,27.8,60.06666666666667,2.0643729189789126,24.41247002398082
BK680,139282.74039590044,6.2,68.8,18.4,6.1,33.4,28759.0,43601.553515238396,36.6,97.1,1483.0,468800.0,37.7,90.1,24.5,37.60765550239235,53.49282296650718,2.2003577817531306,41.7557251908397
BK682,150737.00755145267,17.1,63.3,7.8,9.4,45.0,41265.0,48435.973471688536,28.6,94.8,1735.0,533800.0,32.3,95.0,38.1,46.41269841269841,45.714285714285715,4.069444444444444,18.90560875512996
BK686,124943.57050327542,49.2,35.3,10.1,5.0,42.6,35562.0,51271.95413551174,81.3,89.4,1230.0,388600.0,26.3,94.5,30.5,51.187648456057005,44.89311163895487,2.804232804232804,20.37122969837587
BK688,117920.63071227497,22.9,49.9,15.5,10.7,43.5,37837.0,41776.418908537205,36.800000000000004,96.4,2077.0,467800.0,31.3,88.5,29.9,48.44333748443338,46.326276463262765,4.247311827956989,29.203084832904885
BK690,129605.41710334228,14.7,62.3,14.7,5.3,38.5,33827.0,40898.53940292789,44.0,97.1,1459.0,516500.0,39.5,95.8,42.7,31.337698783910195,60.61739943872778,3.6574074074074083,34.149253731343286
BK692,161504.43750122187,6.0,68.1,14.5,6.9,37.2,37242.0,51511.29096600785,53.9,95.6,1778.0,534700.0,43.0,95.2,39.0,49.564050972501676,44.3326626425218,2.511346444780635,18.389715832205685
BK698,31178.223275987584,59.5,4.0,7.2,25.1,40.7,38234.0,10328.189905089057,26.900000000000006,93.5,2115.0,587400.0,39.2,92.9,30.9,65.65096952908587,26.0387811634349,4.840425531914893,25.90717299578059
BK700,85517.14179492524,92.8,1.6,4.1,1.6,41.4,45542.0,33535.0886465137,50.400000000000006,97.0,1789.0,648300.0,33.9,96.7,37.0,67.01986754966887,22.3841059602649,0.0,22.23320158102767
BK702.01,64157.98741222914,85.1,4.5,8.2,1.1,49.1,67546.0,25695.263937043972,28.700000000000003,90.6,2115.0,871900.0,26.9,97.8,48.7,73.90226628895184,21.31728045325779,1.06312292358804,4.240536655486344
BK702.02,16.525657247063435,100.0,0.0,0.0,0.0,,,8.262828623531718,100.0,100.0,,,0.0,100.0,100.0,50.0,0.0,,
BK702.03,0.0,,,,,,,0.0,,,,,,,,,,,
BK706,20456.282045325643,80.4,9.3,4.9,4.8,39.7,40206.0,6827.4553080828655,33.800000000000004,90.4,2229.0,702600.0,38.2,93.4,41.9,82.88148721920992,13.013168086754455,10.595238095238093,12.233644859813085
BK720,137355.17084652692,6.1,78.1,8.1,6.2,35.9,27816.0,49934.96552815788,94.7,87.7,1784.0,697500.0,52.3,95.0,32.6,41.82547642928786,50.65195586760281,2.7524752475247523,20.11990407673861
BK722,120581.17689126407,3.1,79.9,12.8,1.7,40.1,29434.0,43235.11132546886,64.9,94.2,1475.0,517200.0,29.2,88.7,29.1,37.68115942028985,58.21256038647343,2.4481327800829877,28.482905982905987
BK724,110835.92821069082,2.8,92.8,3.4,0.1,40.6,31525.0,42340.556709086544,54.699999999999996,93.4,1422.0,554200.0,25.6,96.5,31.9,45.73033707865169,46.06741573033708,6.414634146341464,19.36117936117936
BK728,200303.6571767869,2.6,93.4,2.8,0.5,44.9,33858.0,81928.56124767716,74.4,96.5,1367.0,299700.0,38.3,98.9,31.1,33.79939209726444,57.32522796352583,1.325556733828208,23.741007194244606
BK730,132730.24856561155,4.3,86.4,7.9,0.4,38.5,37020.0,45331.05065146874,36.8,91.6,2119.0,580000.0,33.8,93.3,41.6,39.884393063583815,49.32562620423892,4.3359375,24.468599033816425
BK732,147668.3189562338,1.7,84.4,5.2,6.2,42.3,32336.0,55905.40913559466,42.7,94.3,1205.0,498300.0,31.4,95.5,29.9,45.167652859960555,49.40828402366864,2.874251497005988,35.21834061135372
BK734,126512.72227971915,2.1,88.1,7.3,0.0,40.5,32309.0,46872.39372750856,29.4,83.7,1330.0,528200.0,34.7,98.5,39.6,35.526315789473685,57.10526315789474,5.299539170506913,56.777777777777786
BK736,193026.44778385706,4.8,68.0,12.8,10.8,39.7,32638.0,77560.65834967364,66.39999999999999,93.7,1387.0,503500.0,31.0,92.7,30.7,33.333333333333336,59.1753774680604,2.865554465161924,21.11498257839721
BK738,237069.26725769043,31.0,43.8,19.6,5.4,31.4,23195.0,75943.23522411304,70.3,91.6,1447.0,610900.0,42.7,96.4,33.6,39.13587977457733,55.228553537883535,2.9365079365079363,18.672
BK740,238493.91383182615,10.7,66.5,3.6,14.0,36.0,27859.0,75830.19383646724,73.5,93.7,1369.0,626700.0,43.0,92.5,32.3,35.662784248474765,53.35551858014421,1.787941787941788,24.681181959564544
BK742,193633.93545923787,46.3,43.9,4.3,1.1,33.6,28686.0,61066.31446721501,57.89999999999999,93.6,1569.0,653000.0,43.8,96.9,25.5,39.05882352941177,45.568627450980394,3.3218588640275386,33.674698795180724
BK744,174753.31178319472,82.6,9.8,3.8,2.7,24.6,39182.0,44050.168616577714,19.6,94.1,1757.0,690300.0,55.1,97.5,44.8,56.27044711014177,26.717557251908396,6.938775510204081,28.85658914728682
QN680,74148.6526902549,0.3,94.5,3.9,0.9,39.4,34790.0,20891.47734790537,33.9,97.9,1726.0,461200.0,42.8,96.2,25.8,53.111858704793946,42.76703111858705,2.192723697148476,8.566904196357878
QN682,46160.36755545952,1.0,84.2,10.9,2.4,43.0,33128.0,17600.38159307762,34.800000000000004,90.2,1379.0,435100.0,28.7,97.3,27.1,49.053030303030305,42.234848484848484,4.618834080717488,33.86100386100386
QN683,173891.9291875606,11.5,8.4,36.1,41.3,47.5,32629.0,76608.81212822253,96.8,96.5,1467.0,354300.0,20.1,84.8,33.9,19.425587467362924,68.72062663185379,1.7857142857142854,36.26344086021505
QN687,171086.5649486181,36.2,2.5,19.7,40.3,49.3,30672.0,78884.46917759826,77.1,91.2,1518.0,607300.0,18.8,92.9,42.3,22.327898550724637,68.34239130434783,2.186878727634195,20.628803245436103
QN690,114960.48130113697,3.0,88.3,0.6,0.5,35.3,29820.0,33428.007755741055,57.8,89.6,1930.0,531000.0,48.4,91.8,22.9,51.1986301369863,41.89497716894977,3.5694822888283384,13.210702341137123
QN693,253337.5290224394,32.4,12.3,17.8,35.2,40.2,31034.0,107654.37999398488,91.8,94.3,1680.0,311700.0,26.1,82.4,52.1,22.793148880105402,63.175230566534914,4.29614181438999,32.91907514450867
QN694,71280.34931609282,3.6,80.6,11.0,1.9,38.2,31162.0,23168.692411569387,60.3,96.1,1802.0,413300.0,41.4,95.5,30.9,65.75809199318569,31.402612152186258,6.853526220614828,8.825561312607945
QN695,110357.35915561877,46.0,0.8,17.8,33.9,47.7,39864.0,49363.830033879225,63.10000000000001,88.5,1629.0,800400.0,21.5,93.1,45.1,44.09991386735573,51.33505598621878,6.124161073825503,29.218749999999993
QN697.01,359237.5411851694,39.1,7.6,23.2,28.0,37.5,38627.0,159005.4179285583,93.5,97.4,1676.0,355700.0,24.4,89.4,56.4,21.761416589002796,69.89748369058714,2.933333333333334,29.785867237687366
QN697.02,85404.54735229287,41.7,0.4,13.9,43.4,46.2,46938.0,37118.69042116424,50.2,91.6,1846.0,863300.0,22.9,96.7,59.9,42.251131221719454,42.477375565610856,1.1451398135818909,20.535475234270418
QN703,94073.3902668088,45.6,2.8,23.3,27.4,43.2,41274.0,39320.26155231808,33.0,93.5,1711.0,709600.0,27.5,85.6,39.4,42.486486486486484,47.13513513513514,4.770642201834861,22.569974554707375
QN707,123857.81588882832,48.1,0.0,16.3,31.4,50.7,56594.0,50136.398971881434,39.6,95.1,1414.0,757300.0,27.7,93.1,59.7,43.986543313709,45.668629100084104,3.8858195211786373,27.112810707456983
