ITZ_GEOID,pop_density,percent_non_hispanic_or_latino_white_alone,percent_non_hispanic_black_alone,percent_hispanic_any_race,percent_non_hispanic_asian_alone,median_age,per_capita_income,resid_unit_density,percent_multi_family_units,percent_occupied_housing_units,median_gross_rent,median_home_value,percent_households_with_people_under_18,percent_of_households_in_same_house_year_ago,percent_bachelor_degree_or_higher,percent_car_commuters,percent_public_transport_commuters,percent_public_transport_trips_under_45_min,percent_car_trips_under_45_min
BK352,14473.889053664854,61.1,18.7,14.4,5.7,73.0,15494.0,5978.847312438911,97.7,100.0,300.0,,10.0,82.8,25.8,23.18840579710145,71.73913043478261,52.12121212121211,312.5
BK353,356841.32718870725,18.6,61.0,15.2,3.1,34.1,25110.0,144003.65746731262,93.1,95.6,1340.0,928000.0,23.8,85.3,28.5,19.847036328871894,65.31548757170172,2.423887587822014,26.262042389210023
BK354,163705.6691913458,90.3,1.0,6.9,0.0,56.7,37941.0,82406.56582710937,96.4,94.7,973.0,359300.0,17.1,94.2,56.5,18.60659157279933,58.906967042136,0.8144475920679887,21.95067264573991
BK355,437919.62571884587,18.9,66.0,11.9,0.0,35.3,23774.0,172570.35153083268,99.6,93.7,1308.0,597800.0,33.6,93.4,22.4,18.630573248407643,64.57006369426752,2.0098643649815044,24.316239316239315
BK357,138030.77772692204,2.1,78.4,16.0,0.4,31.8,23938.0,60951.73518181953,98.5,96.0,1069.0,602700.0,33.6,90.3,17.2,15.317286652078774,81.18161925601751,4.730458221024259,97.28571428571429
BK359,326972.75683196937,4.0,80.1,12.4,0.9,32.9,19218.0,143171.1570680302,99.5,92.3,1146.0,674600.0,38.7,89.6,12.0,15.86489252814739,78.04503582395087,2.8852459016393444,44.70967741935485
BK360.01,357493.9456257703,91.6,0.5,1.6,0.7,58.3,29526.0,207131.19892358422,100.0,94.7,968.0,586300.0,11.1,90.6,47.7,27.611940298507463,56.156716417910445,4.102990033222591,51.24999999999999
BK360.02,509713.37786287285,90.4,0.4,0.4,2.0,62.1,19662.0,271747.0438679823,98.2,94.2,635.0,,11.5,88.6,50.3,15.721231766612641,61.750405186385734,5.406824146981627,51.54639175257732
BK361,216554.06688397934,5.7,71.5,21.7,0.8,40.0,15746.0,96039.0479614634,92.0,93.2,987.0,667400.0,24.2,91.2,12.6,15.11056511056511,76.41277641277641,6.768488745980707,53.90243902439025
BK362,242508.34072490927,47.9,0.8,25.8,20.3,38.0,21486.0,92536.90511189145,90.30000000000001,90.8,1441.0,597200.0,41.5,94.3,41.9,20.069005175388153,46.4634847613571,4.542079207920792,47.191977077363894
BK363,209035.32926972894,4.0,78.6,15.7,0.5,35.3,19043.0,84625.32560840336,95.3,93.0,1203.0,623600.0,40.4,98.1,15.6,18.806127839408347,68.62123613312203,3.08698999230177,23.089887640449437
BK364,183556.00410458277,66.8,1.6,11.4,16.3,41.8,23645.0,69350.0580386942,85.39999999999999,97.4,1423.0,688800.0,32.3,92.5,46.7,21.617021276595743,56.59574468085106,5.443609022556392,36.14173228346457
BK365.01,291091.4809612599,0.2,86.5,12.5,0.8,32.1,21453.0,119350.06286998102,96.6,92.5,1141.0,687500.0,35.0,98.1,23.0,30.431432973805855,60.092449922958394,3.3333333333333335,37.11392405063291
BK365.02,126405.12925767183,3.5,50.0,43.9,0.5,33.6,20993.0,56457.97999353257,92.7,80.5,1058.0,700600.0,38.1,91.5,17.2,28.598130841121495,63.177570093457945,11.272189349112425,116.07843137254902
BK366,197606.58651140844,47.8,2.0,19.1,27.2,39.4,21330.0,64865.70471004762,93.7,95.9,1354.0,557000.0,36.4,88.0,36.9,27.337278106508876,54.142011834319526,4.010928961748634,27.012987012987008
BK367,74544.49207608495,5.7,53.3,33.6,5.6,33.8,25913.0,33635.21968772608,93.60000000000001,89.1,1412.0,356100.0,29.3,94.6,22.9,9.026798307475318,75.74047954866009,7.802607076350093,61.875
BK369,274728.0960301883,8.1,68.4,21.2,1.6,29.4,18675.0,111229.98600289116,92.89999999999999,92.5,1167.0,398300.0,33.5,90.4,20.8,19.32841932841933,70.80262080262081,3.2099479467900522,9.682203389830509
BK370,134769.86009647115,64.3,0.2,3.9,28.6,45.3,31072.0,53130.731893385455,73.5,88.8,1440.0,565700.0,34.6,91.9,41.8,41.01830663615561,50.0,3.1235697940503426,16.01115760111576
BK371,267808.7425368282,9.8,70.4,17.1,1.0,33.0,29950.0,102894.04032936937,93.3,95.0,1461.0,804300.0,40.2,96.9,22.8,16.23228166438043,74.85139460448103,2.565668906536347,49.63380281690141
BK373,282695.3036980549,15.5,61.8,17.5,2.2,27.4,28442.0,117023.0002156237,93.9,91.9,1554.0,847600.0,29.5,93.1,31.6,6.632213608957795,85.78811369509044,2.2991967871485945,25.0
BK375,218866.5625684439,19.6,51.3,20.7,5.9,32.8,26758.0,101604.51449058451,96.4,90.1,1499.0,710200.0,25.4,87.1,29.8,25.355450236966824,65.3436018957346,1.5593834995466909,30.490654205607477
BK377,256974.7866940056,12.1,68.9,13.0,1.9,37.9,37630.0,106841.75231849428,88.39999999999999,90.5,1457.0,1052000.0,29.7,92.2,33.7,18.281822943949713,67.31272917757988,2.9182879377431905,34.52722063037249
BK565,135037.19198120883,75.3,0.0,17.3,4.7,35.6,62712.0,75477.06167770988,90.89999999999999,89.7,1994.0,,11.3,80.6,64.4,12.940009915716411,61.080813088745664,5.503246753246753,59.84674329501915
BK566,172506.2072846487,52.2,13.1,4.0,23.5,44.1,38070.0,68086.29861907742,63.0,91.0,1531.0,711700.0,25.3,94.0,43.2,41.28705712219812,46.49313087490962,0.8087091757387247,19.299474605954465
BK568,132930.6437637442,60.1,0.0,4.8,27.6,48.4,37911.0,53629.063841455565,36.300000000000004,94.2,1391.0,611100.0,27.7,90.1,38.5,38.639281129653405,48.138639281129656,3.493333333333333,42.857142857142854
BK569,142501.93779579276,80.2,1.0,11.1,4.0,33.5,69278.0,68175.08437421428,94.3,94.1,2261.0,1096800.0,16.4,86.0,69.8,9.64765100671141,71.2248322147651,7.114252061248528,132.78260869565216
BK570,144778.55815624224,56.7,2.7,12.1,27.7,50.1,35697.0,60717.55910207949,83.3,95.5,1169.0,179100.0,24.8,95.7,33.8,44.88808227465215,41.31881427707199,2.005856515373353,18.962264150943398
BK571,247143.7115488604,82.9,1.6,8.6,2.2,34.8,54467.0,130426.75812546349,92.3,89.0,2094.0,615700.0,10.1,84.3,55.2,11.11111111111111,70.48857368006304,2.576858580212409,57.304964539007095
BK572,243970.60005612066,13.7,47.8,28.6,9.3,33.3,15180.0,105682.30266827974,99.1,94.9,437.0,,36.0,96.8,13.7,34.3204653622422,57.00687466948705,2.7551020408163267,23.71340523882897
BK573,155460.42730929033,76.3,3.1,10.7,5.4,33.8,57408.0,76686.21811105408,95.6,90.1,2173.0,784100.0,15.3,84.5,58.1,15.992970123022847,56.94200351493849,5.915637860082304,28.754578754578755
BK574,193231.6774136151,43.4,0.1,4.6,50.4,45.6,34649.0,69977.18198848554,38.800000000000004,92.9,1558.0,677900.0,34.2,96.7,42.2,45.01142421934501,47.67707539984768,1.7252396166134185,20.067681895093063
BK575,228933.76545090234,78.9,0.3,17.2,2.8,36.6,59715.0,125243.95554042586,96.60000000000001,100.0,1987.0,1075900.0,13.4,85.2,57.4,12.872052570545033,65.44259760340162,3.2486709982279973,42.34234234234234
BK576,206380.9563205139,39.4,1.4,8.0,49.0,45.1,31121.0,73295.4399296794,71.9,93.1,1567.0,733200.0,28.6,96.6,30.9,24.839857651245552,57.50889679715303,2.4752475247524752,30.859598853868196
BK578,203737.65746677236,46.6,1.1,18.2,29.9,35.3,27168.0,71933.14225283895,80.0,92.4,1405.0,687900.0,33.6,93.1,27.6,23.670411985018728,48.01498127340824,3.712948517940718,40.44303797468354
BK579,18594.708993950248,46.7,11.3,36.3,3.3,36.8,45167.0,8379.58988997758,100.0,87.2,1899.0,687500.0,14.4,73.7,42.9,3.9509536784741144,76.29427792915531,9.660714285714285,344.82758620689657
BK580,298678.990011141,36.2,6.5,13.3,42.6,34.7,21761.0,90445.04627097932,75.0,98.0,1678.0,788300.0,38.1,92.4,26.1,24.19106317411402,66.87211093990754,1.6897081413210446,17.62208067940552
BK582,169387.62291082263,49.4,2.8,26.0,18.9,38.5,31245.0,74032.12000547755,76.89999999999999,87.2,1426.0,887600.0,36.6,89.5,27.1,34.8323793949305,52.73916598528209,3.7829457364341086,21.103286384976524
BK584,198951.49071448582,65.0,4.0,9.4,20.3,37.9,30957.0,83835.26455516994,86.60000000000001,93.9,1530.0,654300.0,27.7,87.8,41.7,27.611044417767108,55.04201680672269,2.5299890948745904,22.78260869565218
BK586,182554.12937147127,22.3,3.0,13.1,61.5,40.1,28251.0,58019.548331986356,52.99999999999999,95.7,1468.0,690500.0,42.9,94.1,34.5,32.23583460949464,55.5895865237366,2.8236914600550964,30.522565320665084
BK588,220458.89111657234,70.4,0.4,7.9,19.8,44.6,46239.0,99405.44677449606,88.4,92.8,1492.0,555100.0,27.7,89.1,57.9,33.374233128834355,49.50920245398773,2.3667905824039654,24.797794117647058
BK589,41712.6473599992,83.4,0.0,12.1,2.2,35.7,47102.0,20523.313189544253,91.10000000000001,90.6,2189.0,1116700.0,17.2,91.1,49.6,20.412371134020617,63.29896907216495,4.364820846905538,34.84848484848485
BK590,124559.97188550497,43.2,2.8,17.0,35.1,33.9,26037.0,46115.7147820381,69.4,86.7,1474.0,795500.0,34.8,89.0,37.3,26.74846625766871,57.423312883435585,6.495726495726496,48.30275229357799
BK591,205328.95380512695,79.2,1.4,15.0,2.6,36.7,55042.0,111525.56699255932,94.7,88.8,2028.0,877400.0,14.8,86.0,57.0,19.402985074626866,64.4614764017749,3.3166458072590737,26.569646569646572
BK592,203787.20167336927,53.4,6.3,11.6,19.0,42.6,29084.0,87659.9090049705,86.0,93.9,1451.0,628100.0,25.9,94.5,36.7,35.868392664509166,47.357065803667744,2.5056947608200457,21.954887218045112
BK593,115702.82424239065,74.1,1.7,15.0,3.6,33.8,42797.0,54818.647687542165,94.9,95.5,1873.0,870500.0,17.7,78.7,53.7,21.445978878960194,50.528025995125915,7.47588424437299,71.96969696969697
BK594.01,189268.8411860338,54.7,0.7,4.9,38.3,47.0,33697.0,81813.47826821932,76.2,91.2,1356.0,834300.0,22.9,94.5,43.3,26.069625298963594,60.403933032155194,0.4267487901451825,15.423037716615696
BK594.02,180214.0710253146,70.6,0.0,1.8,25.4,42.2,41232.0,71798.56765613108,63.699999999999996,93.1,1561.0,693800.0,28.5,88.6,51.7,35.28089887640449,54.8689138576779,0.5802047781569966,12.070063694267514
BK22,150485.51395289693,17.9,6.3,65.1,10.7,39.3,24238.0,54838.484437496714,96.5,94.9,1370.0,,32.7,88.3,26.0,20.55877701634159,66.5260938323669,2.527733755942948,25.820512820512818
BK23,249514.78282519433,0.8,42.4,39.0,12.6,34.2,10990.0,98824.17684306702,100.0,97.1,488.0,,36.5,95.2,15.1,10.943396226415095,73.20754716981132,4.832474226804123,91.55172413793103
BK29.01,461623.3460610588,2.4,52.1,18.9,17.7,30.6,13175.0,143563.09593039,96.1,100.0,655.0,,41.6,88.6,9.5,6.104844061048441,72.19641672196417,4.209558823529413,202.17391304347825
BK30,165171.1617280235,56.8,8.7,16.2,13.3,37.9,46787.0,73355.99324707911,70.5,93.3,1517.0,830900.0,27.4,97.8,56.3,45.43404735062007,38.444193912063135,3.9589442815249267,38.53598014888338
BK31,121661.75013285805,41.0,24.2,9.8,21.3,35.8,53513.0,45842.475962917975,100.0,92.8,2831.0,503200.0,20.9,75.4,61.2,11.068211068211069,66.66666666666667,7.0463320463320445,62.44186046511628
BK33,274660.251469646,44.3,29.4,8.3,11.4,33.4,91604.0,156547.19235359403,94.3,90.2,2768.0,956700.0,19.0,75.7,74.8,9.714285714285714,67.21428571428571,3.735387885228481,33.1985294117647
BK34,72177.10599190573,52.1,5.8,16.2,24.6,41.6,40170.0,32674.925237082283,77.19999999999999,85.4,1460.0,761200.0,29.3,93.1,44.7,33.07692307692308,53.26923076923077,2.418772563176895,20.872093023255818
BK35,154305.34526574283,46.7,27.4,9.6,10.2,38.2,84680.0,90625.05857243418,94.3,89.3,1771.0,1648600.0,18.0,76.4,62.9,9.294012511170688,72.02859696157283,9.317617866004964,71.15384615384616
BK36,300689.48654320743,58.9,1.6,18.8,17.9,45.3,49598.0,163317.34683389636,88.0,92.2,1496.0,414900.0,19.1,89.7,49.6,23.047515019115238,63.844893500819225,1.7450812660393498,21.872037914691948
BK37,144497.53553012403,62.4,9.8,6.6,16.0,31.5,93945.0,84643.44525720154,99.5,89.8,3198.0,841200.0,16.3,63.8,85.8,3.9976133651551313,80.36992840095465,6.3919821826280625,
BK38,113221.73685215139,66.7,0.0,4.7,20.3,50.9,48516.0,60450.992980142095,83.5,82.7,1678.0,846200.0,21.8,96.5,54.9,39.73880597014925,44.40298507462686,5.294117647058824,
BK39,155158.67885904567,55.3,8.6,13.7,16.5,34.3,67095.0,90337.74538344966,95.5,83.8,1713.0,1176800.0,24.7,83.5,75.0,4.664723032069971,72.37609329446065,8.308157099697883,
BK41,242759.0061762171,68.9,9.8,9.2,7.3,36.3,94831.0,109022.31229752935,89.1,82.8,2533.0,,30.8,83.9,74.7,6.220095693779904,73.39712918660287,4.99348109517601,104.38461538461537
BK43,241265.19517361387,60.7,8.5,14.1,10.9,34.0,91089.0,118010.85344821523,97.2,94.0,2259.0,1435000.0,20.4,78.2,79.3,4.885863035642771,74.52943532238686,3.8850080601826975,37.37704918032786
BK45,213652.30482686174,78.3,3.3,3.7,10.0,35.3,92081.0,113548.15255052417,93.2,91.7,2468.0,1135900.0,19.2,81.0,87.0,5.558362809499747,63.9211723092471,6.17391304347826,118.72727272727273
BK47,61155.24972656316,58.9,14.9,15.0,5.5,37.6,70767.0,28867.102428201895,99.3,86.9,1629.0,1296600.0,43.4,83.1,79.8,10.808080808080808,64.94949494949495,7.340590979782271,89.1588785046729
BK606,167448.93180464322,67.8,0.5,9.5,18.5,46.3,32035.0,76069.82778887563,93.39999999999999,91.3,1560.0,289900.0,19.6,91.6,48.3,29.397590361445783,57.18875502008032,4.28370786516854,47.295081967213115
BK49,288276.65626066626,58.0,15.1,12.7,8.1,38.8,77461.0,116546.76455255115,95.19999999999999,92.4,2486.0,1367400.0,27.9,83.3,74.0,8.730741012472487,70.94644167278064,5.542916235780765,147.05882352941177
BK50,99866.73265937543,77.6,1.5,10.8,9.6,43.1,73147.0,52938.20607342114,69.9,82.5,1791.0,1014500.0,27.7,90.9,68.3,52.13973799126637,41.048034934497814,1.1702127659574468,18.743718592964825
BK51,162727.44402944372,72.5,1.3,8.1,5.9,38.4,74927.0,65707.72885737012,95.6,94.5,2696.0,1078800.0,38.8,91.5,78.5,14.673913043478262,60.14492753623188,5.381526104417672,79.34156378600824
BK52.01,128079.26418410943,64.9,1.1,12.1,19.6,60.1,65396.0,87637.129799086,86.0,91.3,379.0,1071600.0,8.9,90.3,53.4,19.917582417582416,64.97252747252747,2.7695560253699787,117.86206896551724
BK52.02,177623.72444051938,85.8,1.8,8.7,2.1,46.0,56871.0,108741.79690359398,94.3,88.6,1789.0,436400.0,16.4,86.1,55.8,29.766390354182366,57.87490580256217,1.2760416666666665,30.151898734177216
BK54,205716.43110926572,68.8,2.1,9.2,17.0,42.6,59245.0,116454.2308602845,91.4,89.5,1582.0,621500.0,16.9,83.9,59.3,19.28406466512702,61.72055427251732,2.1608980355472402,36.64670658682635
BK219,260377.63509291352,28.6,54.2,8.0,7.5,34.0,49024.0,133153.47715322176,94.4,86.5,1661.0,1193500.0,18.6,83.0,48.0,11.155180961824492,81.35845314823996,3.260207190737355,73.64444444444445
BK220,264611.3895490864,79.9,5.4,3.2,6.2,19.8,10959.0,72413.54399929983,85.7,90.9,1584.0,914000.0,55.2,95.5,14.1,19.689922480620154,29.069767441860463,8.8,25.393700787401574
BK221,285328.70078496303,36.7,43.4,11.9,4.9,33.3,47098.0,128742.37656142446,94.60000000000001,88.3,1412.0,1196400.0,16.2,74.5,47.8,4.7942107643600185,77.70239710538218,2.537834691501746,
BK222,244867.59836406077,93.4,0.0,3.5,3.0,18.9,16002.0,72152.8527115658,92.89999999999999,86.9,1383.0,1104200.0,50.7,91.1,21.9,34.489593657086225,18.53320118929633,9.46524064171123,36.55172413793103
BK224,354679.01780347654,72.3,0.1,10.9,16.7,22.1,14696.0,85404.99080384489,85.5,96.1,1460.0,1127400.0,62.9,93.7,26.4,27.43190661478599,31.663424124513618,3.8709677419354844,23.989361702127656
BK226,153898.14291531203,40.3,2.6,41.9,11.6,29.3,16082.0,42041.14069786848,83.6,97.2,1449.0,605300.0,39.1,91.6,14.9,22.02729044834308,45.90643274853801,6.815286624203821,63.05309734513274
BK227,169623.05093889634,38.1,42.5,7.0,4.7,34.0,61846.0,93574.33990909596,91.19999999999999,81.8,1875.0,1502200.0,22.7,85.2,60.5,4.211431027073485,78.04039535883112,2.698237885462555,69.59183673469387
BK228,233255.68091273488,65.5,3.0,8.1,20.9,23.8,16488.0,60002.081690538085,84.69999999999999,92.4,1305.0,720700.0,48.7,96.0,20.5,21.94055944055944,37.32517482517483,6.159250585480094,60.07968127490041
BK229,230209.56970418346,41.5,40.8,7.7,8.0,33.8,50626.0,117829.71445267186,96.3,91.7,2114.0,1159100.0,21.6,80.7,65.6,12.023864157870582,67.00321248279027,3.712328767123288,
BK230,303127.39353455236,84.0,2.1,10.2,3.5,18.5,14204.0,71949.08023438328,86.69999999999999,92.1,1314.0,935600.0,52.5,100.0,18.6,31.550802139037433,28.18945760122231,10.894308943089433,26.368038740920095
BK231,249560.34539099556,41.1,33.2,14.0,3.9,36.8,52780.0,115057.04235558884,92.4,94.7,1615.0,1035900.0,20.9,85.7,56.9,15.203900709219859,61.08156028368794,3.9622641509433962,42.565597667638485
BK232,264430.6381140468,80.3,0.0,13.2,5.3,20.7,13980.0,66285.97545962618,84.1,87.8,1531.0,943000.0,57.4,93.2,11.5,20.02348796241926,19.142689371697006,11.87116564417178,47.800586510263926
BK233,368566.5754501059,29.1,42.7,18.5,6.0,30.1,42269.0,141626.27924756787,94.3,98.2,1308.0,924800.0,34.9,88.3,44.8,7.629255989911727,66.99243379571249,2.5788235294117645,60.082644628099175
BK234,289285.28316408437,95.0,0.3,4.2,0.2,20.0,11280.0,93512.1176127601,96.3,79.3,1584.0,810300.0,53.2,97.1,17.4,33.25339728217426,21.742605915267784,4.448529411764706,34.73557692307692
BK235,356886.1195984908,60.4,14.3,20.6,3.0,26.2,32249.0,124081.4118416568,98.8,91.5,1806.0,867300.0,39.6,88.5,42.8,22.975517890772128,45.621468926553675,4.478844169246646,25.676229508196727
BK236,351652.8442545498,93.2,0.0,1.2,3.7,21.4,10295.0,103360.20706058222,95.39999999999999,90.1,1552.0,899300.0,54.8,96.5,13.9,23.047619047619047,25.46031746031746,10.498753117206983,35.28925619834711
BK238,230251.52724402616,95.3,0.0,2.3,0.0,28.3,19511.0,84712.79359528425,88.3,87.8,1387.0,966100.0,40.8,98.2,27.0,29.449838187702266,24.838187702265373,9.6742671009772,42.77472527472527
BK240,305826.41598454403,88.0,0.7,10.2,0.1,23.3,14209.0,93656.56570789374,87.0,92.2,1431.0,890100.0,43.1,98.5,22.0,32.03070481507327,24.145150034891834,10.664739884393063,32.65795206971678
BK241,165148.36335600895,56.8,13.5,24.6,2.5,29.4,32599.0,70419.5010476436,96.7,86.3,2106.0,642200.0,27.3,84.3,44.4,7.707641196013289,61.926910299003325,4.3025751072961365,149.82758620689654
BK242,161245.29297072536,88.8,0.0,4.4,6.8,26.4,23977.0,47676.43251017263,82.30000000000001,89.7,1605.0,919500.0,49.1,96.1,15.3,41.75609756097561,23.414634146341463,10.375,33.20093457943924
BK243,287457.89566293673,32.6,49.6,11.3,3.1,33.8,40926.0,138568.37425576305,95.5,87.1,1243.0,1237400.0,18.3,80.2,49.0,7.8431372549019605,77.09230033476805,2.7543424317617866,115.79268292682927
BK244,250176.79706015272,79.4,0.2,8.2,11.2,23.4,20048.0,66963.36546414727,73.80000000000001,87.1,1675.0,943800.0,52.2,98.0,19.9,42.19446922390723,34.25512934879572,6.796875,32.28329809725158
BK245,289727.3683476953,27.3,55.0,7.2,9.0,34.3,43533.0,133154.59547308908,88.0,87.7,1645.0,979200.0,24.2,89.1,49.9,25.077399380804952,61.416408668730654,3.13169502205419,26.620370370370377
BK246,179315.49051437297,53.5,0.7,13.9,31.1,34.9,23148.0,60643.50269479142,65.1,93.6,1430.0,960400.0,35.9,91.9,26.7,35.267857142857146,47.589285714285715,4.371482176360225,34.00000000000001
BK247,157883.52793562567,20.1,57.7,8.0,6.7,30.4,24458.0,68010.45683155133,96.9,92.4,1712.0,991900.0,20.2,86.4,32.4,6.273620559334845,79.9697656840514,5.207939508506616,186.6265060240964
BK248,162226.9872323971,36.1,0.2,18.2,40.9,32.5,22315.0,54361.022106898236,72.1,90.1,1356.0,747200.0,40.2,91.4,21.0,27.26457399103139,52.10762331838565,6.368330464716007,36.08552631578947
BK249,256679.04314844732,33.4,52.7,8.5,2.4,34.6,44807.0,127509.05179798428,92.39999999999999,91.9,1541.0,1104400.0,17.5,86.8,54.1,11.95357833655706,76.24758220502902,2.856418061897514,60.09708737864078
BK998,92013.04299436901,7.4,85.9,4.4,0.0,36.3,30416.0,37082.17953451994,85.5,86.1,1474.0,658600.0,34.7,98.6,33.9,48.311546840958606,45.80610021786492,3.388822829964328,10.868094701240135
BK1004,218206.0989105417,4.4,92.2,2.3,0.6,36.3,29621.0,86646.65040788412,91.7,93.0,1656.0,572700.0,40.0,97.2,27.7,43.11708860759494,52.29430379746835,1.5431164901664147,21.633027522935784
BK1006,184686.72715304833,7.5,84.1,5.6,1.8,39.5,29279.0,68143.03381164197,68.9,95.5,1698.0,519400.0,35.4,93.5,26.1,35.10392609699769,55.42725173210162,2.6250000000000004,31.140350877192983
BK1008,162653.61816543876,10.8,77.3,8.8,3.1,35.4,26180.0,55446.81117017401,71.69999999999999,90.0,1496.0,489000.0,38.3,94.4,30.5,42.01596806387226,53.69261477045908,3.5501858736059475,32.327790973871736
BK1010,143482.78827711457,3.7,82.4,4.3,6.0,38.5,35572.0,51513.085108246036,62.9,94.5,1624.0,603300.0,33.8,96.0,32.6,36.57042869641295,56.08048993875766,2.839313572542902,21.985645933014354
BK1012,153195.28388995142,2.6,82.2,10.3,4.9,41.6,29070.0,58519.52715026991,74.0,97.7,1338.0,488500.0,36.8,92.7,36.1,38.590308370044056,60.881057268722465,1.0564399421128798,37.374429223744286
BK1014,151295.20301247068,3.1,80.1,7.6,6.1,44.2,31267.0,61059.90975572164,64.5,91.2,1327.0,466800.0,28.9,93.2,35.3,40.70631970260223,51.6728624535316,5.4496402877697845,22.71689497716895
BK1016,164209.52485062578,4.4,93.8,1.1,0.0,36.0,32462.0,52566.19775101665,69.39999999999999,96.4,1470.0,600600.0,35.7,97.3,31.2,44.72361809045226,49.74874371859296,2.121212121212121,43.03370786516854
BK1018,87723.71789386954,1.9,78.0,9.6,8.9,39.6,46429.0,33101.847362131164,66.7,94.6,1169.0,538800.0,22.6,91.1,42.2,62.359550561797754,30.43071161048689,4.246153846153846,22.327327327327325
BK1020,151956.73382818655,3.6,90.2,3.7,0.0,36.4,38730.0,50789.327815374934,49.400000000000006,97.8,1290.0,513400.0,40.1,94.7,42.0,56.075607560756076,40.68406840684069,3.915929203539823,20.096308186195827
BK1022,143497.6543588073,8.0,75.0,3.8,10.4,39.5,37592.0,57306.525255221524,78.7,90.2,1558.0,554500.0,39.0,94.1,30.6,43.49030470914128,48.10710987996307,3.6084452975047983,23.673036093418258
BK1024,169590.34403270605,4.2,89.4,1.8,1.8,35.4,35958.0,56931.21526951595,60.2,95.9,1485.0,552400.0,38.0,92.4,36.6,35.93033913840513,55.36205316223648,2.4834437086092715,29.183673469387756
BK1026,239400.3913310354,3.6,87.2,4.3,2.2,38.1,33513.0,82835.86150587596,87.89999999999999,90.7,1661.0,609700.0,36.1,97.1,29.8,51.03406326034063,40.14598540145985,4.515151515151515,15.184743742550655
BK1028,17747.950974603762,2.1,91.9,3.9,2.0,41.5,36247.0,5789.212579811227,85.2,96.2,1702.0,614700.0,35.3,97.6,42.9,49.59016393442623,43.135245901639344,8.978622327790974,30.9504132231405
BK1034,69557.45207505417,2.0,73.5,22.4,0.0,27.7,13692.0,28704.1930780149,100.0,98.6,556.0,,35.2,97.6,13.5,31.62629757785467,65.39792387543253,1.4708994708994707,40.28446389496718
BK1070,8321.309619154177,3.1,65.8,26.6,3.9,35.4,30255.0,4196.368584766591,66.0,91.0,958.0,422300.0,31.3,94.3,30.4,38.58267716535433,55.730533683289586,1.9937205651491365,27.437641723356005
BK1078,99069.05697936747,1.5,82.8,9.7,0.0,46.0,28874.0,44328.1966664437,82.3,94.2,1310.0,335800.0,20.3,94.7,18.8,17.53902662993572,71.34986225895317,1.0617760617760619,40.65445026178011
BK1098,29696.58461261785,5.3,74.2,16.4,2.9,34.0,23021.0,9076.404199108718,88.9,89.6,1711.0,546300.0,35.6,88.4,15.6,18.8953488372093,77.03488372093024,2.6037735849056602,87.6923076923077
BK1106,263728.48506855546,0.0,65.0,31.0,0.2,30.1,13175.0,121890.25902595845,100.0,93.7,516.0,,34.9,95.5,6.3,14.670380687093779,76.78737233054783,3.917775090689238,37.65822784810127
BK1110,260827.8746078056,4.5,68.2,23.6,0.7,36.1,14005.0,140197.16635818084,96.4,90.5,501.0,,28.6,93.9,6.5,11.180773249738767,81.81818181818181,2.7330779054916987,174.29906542056074
BK1118,241329.00828917493,3.7,68.9,27.4,0.0,30.8,16839.0,91319.055898377,92.10000000000001,88.5,1164.0,498600.0,56.9,93.2,11.6,44.64856230031949,42.01277955271566,6.5399239543726235,31.788908765652952
BK1120,193185.9485554354,0.3,61.4,36.4,1.9,35.9,18540.0,86669.25163855766,88.10000000000001,81.0,1247.0,480300.0,32.7,95.2,15.2,29.050279329608937,56.584197924980046,7.799717912552891,45.76923076923077
BK1122,210124.58452806657,0.8,69.9,20.2,5.4,41.6,20168.0,90006.01679437699,88.2,91.4,1526.0,611900.0,31.5,96.7,18.4,16.982562547384383,77.02805155420774,4.261811023622047,79.375
BK1124,184836.47595787628,1.5,76.3,17.9,0.0,32.7,24577.0,84126.62134297578,86.3,83.1,1345.0,489300.0,32.9,92.3,21.7,32.15926493108729,55.206738131699844,6.130374479889043,39.61904761904763
BK810,153887.5479484818,18.0,66.5,5.5,0.5,36.7,27862.0,68990.9291190222,91.4,84.9,1372.0,452400.0,27.3,86.1,25.8,32.92568203198495,56.06773283160865,3.6241610738255035,50.74285714285714
BK814,175209.0910144129,2.1,89.3,4.9,3.5,42.6,23010.0,71854.70302973756,76.6,90.8,1429.0,519200.0,29.7,95.4,18.5,28.15013404825737,59.96425379803396,4.023845007451565,36.15873015873016
BK816,158966.01166517276,6.4,73.1,12.7,5.4,35.9,23602.0,64593.04959481953,83.8,89.7,1411.0,578600.0,33.4,96.9,22.8,18.633034987794954,62.81529698942229,4.974093264248705,34.45414847161572
BK818,308634.7747999777,8.9,78.9,5.4,5.6,31.3,31024.0,128893.18885749952,99.4,89.1,1364.0,513600.0,29.6,92.9,38.1,19.67700807479813,70.5907352316192,2.354003612281758,11.663066954643629
BK1144,63745.874274042326,4.6,49.7,45.3,0.4,32.3,21270.0,21240.275593079725,95.2,88.3,1498.0,502200.0,36.0,84.8,7.8,23.366159355416293,71.35183527305281,3.613550815558344,
BK119,21504.331986681147,63.9,7.5,21.1,4.2,35.6,52265.0,10491.901763547155,92.60000000000001,89.1,1928.0,1110000.0,17.4,83.5,61.4,11.191335740072201,69.79542719614922,8.5,78.17204301075269
