ITZ_GEOID,orig_pop_density,orig_percent_non_hispanic_or_latino_white_alone,orig_percent_non_hispanic_black_alone,orig_percent_hispanic_any_race,orig_percent_non_hispanic_asian_alone,orig_median_age,orig_per_capita_income,orig_resid_unit_density,orig_percent_multi_family_units,orig_percent_occupied_housing_units,orig_median_gross_rent,orig_median_home_value,orig_percent_households_with_people_under_18,orig_percent_of_households_in_same_house_year_ago,orig_percent_bachelor_degree_or_higher,orig_percent_car_commuters,orig_percent_public_transport_commuters,orig_percent_public_transport_trips_under_45_min,orig_percent_car_trips_under_45_min
MN216,483449.34197616077,25.1,53.9,18.4,5.6,32.9,29364.0,238275.45663152082,97.3,82.0,942.0,900000.0,28.8,89.4,38.9,10.85553997194951,70.07012622720897,2.7461969575660525,48.01033591731266
MN130,249369.8232053437,87.6,3.8,1.8,6.5,55.8,216608.0,173453.6527599291,97.0,70.5,1755.0,,20.0,94.0,83.1,12.316076294277929,25.55858310626703,18.550106609808104,65.61946902654869
MN198,92288.5529314463,21.6,68.8,12.4,3.8,41.4,42587.0,50512.82410836533,97.9,85.4,1058.0,446200.0,28.9,91.1,56.0,7.4487895716946,73.18435754189944,6.590330788804072,167.375
MN119,67035.4067541782,55.5,36.2,9.2,4.6,56.8,23206.0,66732.35337825515,100.0,93.6,520.0,,0.0,87.3,27.9,0.0,68.73449131513648,29.6028880866426,
MN160.01,308311.50483081304,92.2,1.4,7.5,5.4,47.6,149965.0,169836.9656961288,96.5,79.6,,,32.1,92.0,85.0,14.45086705202312,40.05780346820809,11.731601731601732,51.96
MN157,604420.9877845119,90.0,1.6,6.5,4.3,39.5,92257.0,424192.35112234636,99.3,81.9,1663.0,926200.0,12.9,83.4,79.3,4.91751269035533,59.898477157360404,2.3887711864406773,28.06451612903226
MN265,421669.4017255275,43.6,7.0,59.6,4.3,36.0,30440.0,169007.13244210277,98.3,92.9,1156.0,384900.0,23.0,82.0,43.1,11.813393528969149,70.45397542011537,1.8903524385902457,31.740976645435243
MN153,566088.8584955632,82.9,2.3,11.9,11.1,41.1,121337.0,391322.75573625806,99.3,81.6,,,15.8,85.6,82.7,9.729936793717679,54.35740279639916,3.2417195207892884,18.858267716535433
MN132,490952.5699888214,87.2,1.2,7.1,9.2,37.1,76534.0,355726.3831932627,99.6,87.3,1735.0,648000.0,10.1,82.2,77.0,10.485371215964824,53.103331642144425,2.2834394904458595,28.258064516129032
MN151,243376.1525735882,49.2,12.9,23.1,19.7,34.3,57212.0,138101.96236431075,100.0,84.2,,625000.0,20.5,82.2,55.9,8.448827292110874,61.48720682302772,3.311660164716081,28.29652996845426
MN131,160030.8031977845,74.8,6.0,15.0,10.2,40.7,103187.0,140745.51521102947,100.0,72.2,,683100.0,6.2,74.9,72.6,4.927211646136618,36.338185890257556,11.556240369799692,46.93181818181818
MN172,334219.05851062865,41.1,25.9,61.2,3.2,31.7,20829.0,137075.183092323,98.4,92.4,789.0,,26.4,88.1,19.4,6.104765655769988,70.1851122489169,4.214365881032548,88.51612903225805
MN215,477744.06583418074,6.5,72.8,21.9,1.5,36.6,19661.0,207990.06356775743,100.0,90.4,851.0,265900.0,26.6,93.6,25.5,11.58645276292335,78.25311942959001,8.542141230068335,
MN257,315530.7693199201,26.0,57.0,16.2,4.5,31.3,51049.0,140094.76497154872,95.5,88.2,1002.0,803300.0,31.4,92.1,53.6,12.76923076923077,65.28205128205128,5.648075412411627,62.97188755020081
MN37,59484.353422749606,87.3,1.8,6.7,6.2,38.0,66718.0,37581.50540748551,96.2,84.6,1708.0,867800.0,14.0,71.4,74.2,4.656011118832523,50.52119527449618,11.2242090784044,208.955223880597
MN242,103667.04776598826,14.0,48.8,46.2,5.4,30.2,11724.0,36572.51237280315,99.1,93.1,521.0,,42.5,92.4,14.8,19.639278557114228,68.43687374749499,9.78038067349927,94.6938775510204
MN259,478655.9164488566,27.9,53.1,33.7,3.5,32.5,31157.0,214653.50245993125,93.5,88.6,942.0,513800.0,38.8,86.4,39.4,9.585492227979275,75.06476683937824,5.832614322691977,100.0
MN299,75784.39215079909,30.5,33.1,69.7,0.7,34.4,13591.0,27092.174457243294,100.0,94.0,553.0,151800.0,43.1,91.5,11.2,19.29824561403509,64.41102756892231,4.601167315175097,44.83766233766234
MN86.01,200783.97941855577,78.1,1.4,2.0,13.9,30.8,92978.0,135444.69565438182,100.0,83.3,,714600.0,11.9,69.4,82.9,6.322897483118478,37.323511356660525,11.11842105263158,139.22330097087377
MN86.03,385768.1502958168,95.0,0.9,4.9,2.5,50.6,135225.0,279474.1749957112,100.0,71.5,,,15.2,83.7,83.7,9.48176583493282,33.243761996161226,9.526558891454965,67.00404858299595
MN227,420768.2514703858,15.5,61.8,23.3,3.7,31.1,35788.0,189206.43322781395,91.10000000000001,87.5,1134.0,,32.3,88.8,43.7,11.308375144731764,64.87842531840988,3.908387864366448,62.184300341296925
MN231,362088.90981027926,26.6,45.2,32.8,4.1,36.9,33504.0,175888.59166536757,95.5,91.0,969.0,,25.5,83.2,41.2,10.091743119266056,68.51139390352175,3.036717062634989,38.9149560117302
MN238.01,263468.313772737,55.2,15.3,16.5,20.0,36.2,42600.0,121628.48179409378,100.0,87.8,1811.0,461900.0,29.2,80.9,65.4,7.751091703056769,74.49781659388647,2.01348182883939,43.74647887323943
MN238.02,105659.49743675411,60.4,25.9,15.8,9.5,51.1,27567.0,20399.60594075946,97.0,88.2,,,31.3,71.3,29.6,0.0,84.71953578336557,19.703196347031962,
MN317.03,273323.97154773923,69.4,1.1,14.3,14.3,34.7,113116.0,136395.79569639813,100.0,90.3,,,33.7,78.2,84.9,8.378500451671183,54.4263775971093,3.3817427385892116,
MN317.04,232833.69334080434,68.2,1.6,9.5,22.0,37.6,98246.0,149735.50276932403,97.30000000000001,77.5,,764000.0,24.5,83.2,82.5,5.160390516039052,50.2370990237099,3.8534147695724603,
MN44,451709.99797145237,72.8,5.1,6.0,16.2,38.3,57575.0,221580.2236914074,99.7,95.8,1710.0,,12.5,80.2,71.7,6.735585633592668,59.224128743472235,1.401835522764081,27.531645569620252
MN86.02,0.0,,,,,,,0.0,,,,,,,,,,,
MN213.03,380583.42547926964,18.9,53.4,30.0,2.6,36.2,24436.0,170068.82961453707,97.2,89.4,976.0,319200.0,23.5,87.8,26.7,7.290184921763869,74.0398293029872,3.333333333333333,76.39024390243904
BK315,305925.25725538854,10.0,77.0,12.3,1.9,36.2,23139.0,160058.37006139237,95.1,88.8,969.0,616100.0,25.2,91.8,26.0,18.923136948888022,63.32422941865002,3.3086876155268024,31.34020618556701
BK317.01,269519.4863931723,5.0,90.4,4.1,1.5,37.7,20402.0,129098.21640324574,94.39999999999999,83.5,1009.0,815700.0,28.5,89.4,25.1,19.310344827586206,74.92163009404389,4.635983263598327,49.967532467532465
BK317.02,260192.3890665953,13.7,78.0,11.5,0.7,30.5,33176.0,114426.12907752609,90.7,83.6,1148.0,634300.0,30.5,86.9,27.4,7.664233576642336,78.04136253041362,2.735775526110678,47.46031746031746
BK319,235697.24220144,18.5,77.6,8.0,0.3,31.9,18898.0,102486.33856737328,93.0,90.5,1023.0,596200.0,30.4,92.4,19.7,26.200162733930025,66.72091131000813,4.792682926829268,58.7888198757764
BK321,384310.11356882344,4.8,83.7,11.3,2.4,34.3,15572.0,147377.14642107434,94.0,92.7,983.0,586000.0,39.6,85.9,19.4,20.294380017841213,60.70472792149866,3.034533431300514,
BK323,229464.05038656085,10.3,73.5,14.5,1.3,37.9,21693.0,97657.51127863933,96.0,92.9,1050.0,638200.0,30.8,91.7,24.7,17.888715548621946,68.43473738949558,3.594224924012158,34.88372093023256
BK325,400426.9269086643,5.9,92.1,6.4,0.0,38.4,20456.0,165795.28306481647,95.2,94.9,970.0,583300.0,30.5,93.5,18.3,22.453295734931267,69.47479732111385,2.9934043632673766,18.869701726844585
BK326,238687.65736125901,23.2,52.0,21.8,10.9,32.9,12258.0,83913.62954106762,88.8,96.7,659.0,357100.0,42.2,90.5,7.8,13.953488372093023,69.90982439487424,3.150033944331296,63.70748299319728
BK327,186915.65694253024,14.4,72.3,14.8,1.0,37.4,26250.0,85099.81129090807,90.4,95.5,936.0,759900.0,24.7,90.2,34.9,12.271689497716896,75.7420091324201,3.805576488319517,39.30232558139535
BK328,156438.21014493488,14.2,45.1,22.9,31.8,35.4,17311.0,52885.73061637279,54.699999999999996,95.3,897.0,335800.0,37.1,95.5,13.0,15.225707727620504,78.88293802601378,2.3666343355965083,34.62311557788945
BK329,363893.91427816794,19.5,74.7,5.5,0.6,38.4,18848.0,162265.85663160364,92.7,91.0,992.0,575000.0,28.8,94.7,20.6,18.442045987799155,62.22430783669639,2.4811463046757165,35.776081424936386
BK330,134868.4057812705,37.3,50.2,24.1,3.9,43.9,13344.0,56179.27228088284,92.5,96.5,530.0,402700.0,28.5,91.8,15.1,26.25178826895565,60.65808297567954,4.068396226415095,33.48773841961853
BK331,294136.78720415005,62.5,34.9,4.2,0.0,27.7,17084.0,114919.61298163683,89.6,92.3,912.0,768900.0,39.2,91.0,22.9,16.863033873343152,54.78645066273932,4.274193548387097,66.24454148471617
BK333,253244.01499885498,66.4,32.2,3.9,0.0,24.3,19517.0,81333.8442332089,80.7,98.0,1022.0,667000.0,37.2,90.8,31.7,26.94610778443114,38.32335329341317,5.555555555555555,40.54320987654321
BK335,200525.35649730387,55.7,39.3,1.0,3.7,22.2,18159.0,53199.38899349149,56.599999999999994,89.6,1049.0,720700.0,55.6,95.0,39.6,27.042577675489067,43.84349827387802,15.406824146981627,
BK336,68693.37522800558,90.7,4.5,7.0,4.0,40.2,28254.0,28239.727434773165,68.7,86.2,1198.0,614600.0,30.1,80.9,41.2,57.90944661822247,31.973169368362214,1.381118881118881,14.95173745173745
BK337,216378.62328646248,47.4,48.6,6.7,0.3,28.3,19150.0,86780.24846307522,90.7,82.9,1074.0,692600.0,40.7,91.1,33.3,21.28813559322034,59.66101694915254,4.693181818181818,61.33757961783439
BK339,248999.43815260963,13.7,77.5,7.6,1.9,38.4,24505.0,120479.75684829689,93.0,89.1,959.0,609400.0,31.3,93.4,26.9,18.211206896551722,72.03663793103448,3.7023186237845924,31.09467455621302
BK340,225330.52247110623,45.3,35.2,34.7,0.8,50.7,9640.0,58345.251306514794,100.0,96.3,550.0,,45.6,93.5,17.0,13.78640776699029,69.70873786407768,11.559888579387186,250.42253521126761
BK341,199843.6552028851,9.3,83.5,5.7,0.0,44.4,21724.0,87022.4779881542,94.8,96.6,963.0,604700.0,22.8,88.5,22.6,14.754098360655737,75.0,7.540983606557378,
BK342,257537.36584668755,41.8,44.7,21.6,2.9,48.9,13677.0,134713.29314917608,97.7,93.6,484.0,425000.0,23.6,92.5,14.8,18.515997277059224,66.64397549353302,4.1981613891726255,64.19117647058823
BK343,341937.9863981474,7.9,77.5,21.6,0.9,28.1,13599.0,144648.19886654307,94.6,91.9,567.0,593800.0,44.2,88.1,14.8,13.299944351697274,71.56371730662215,3.80248833592535,67.40585774058579
BK345,112771.73121009872,2.3,96.8,1.8,0.0,40.1,28344.0,72702.89555843588,86.89999999999999,74.9,1049.0,475900.0,20.7,91.2,20.0,11.342592592592593,80.90277777777777,5.264663805436337,125.3061224489796
BK347,243573.72868444055,1.7,90.8,15.8,0.0,36.6,13173.0,113123.5559397544,92.0,90.3,781.0,444800.0,38.2,94.6,14.9,21.00089365504915,60.32171581769437,3.5703703703703704,74.29787234042553
BK349,404349.8505894222,5.2,82.1,10.7,1.9,31.8,16274.0,144302.31170928982,93.8,94.1,970.0,572700.0,48.8,90.4,11.8,16.11111111111111,76.66666666666667,2.6477146042363433,51.0079575596817
BK350,163608.76269470932,96.4,0.3,0.5,1.6,52.7,24075.0,81639.89532587875,98.8,98.3,912.0,307100.0,13.5,96.9,35.6,20.790513833992094,65.69169960474308,6.835138387484958,55.05703422053232
BK351,318535.46886247053,19.2,67.0,12.6,0.0,31.3,14217.0,120705.39740476702,94.3,90.3,1080.0,469200.0,41.1,97.7,10.7,9.057971014492754,76.14734299516908,3.576526566217287,107.33333333333333
BK534,229830.40928977056,74.6,6.5,6.1,14.1,34.4,18889.0,79590.10932184925,83.0,91.9,1195.0,633900.0,37.0,90.5,44.4,29.878048780487806,53.832752613240416,5.226537216828478,45.30612244897959
BK535,361422.2701812018,94.4,0.0,9.3,0.0,19.9,9689.0,100999.05919874227,93.3,90.1,1002.0,490000.0,62.3,96.3,11.1,20.871559633027523,27.90519877675841,19.123287671232877,59.37728937728938
BK537,213271.47671782554,94.4,2.4,2.9,0.4,18.0,7572.0,44544.04260562179,88.89999999999999,100.0,949.0,462500.0,77.2,97.6,7.1,27.33245729303548,21.944809461235216,20.83832335329341,72.0673076923077
BK538,303770.1701050837,79.3,0.8,9.9,11.4,35.9,21572.0,139350.72013654883,95.9,92.5,1175.0,544400.0,27.3,92.1,45.1,25.09716823986674,60.9106052193226,2.0145852324521423,38.38495575221239
BK539,315551.95610986615,92.1,6.9,16.5,0.0,25.5,11057.0,90142.53389544965,99.1,98.7,1105.0,692100.0,46.2,99.4,7.0,24.022346368715084,39.88826815642458,9.775910364145659,66.74418604651163
BK542,261118.81387691532,89.3,0.7,6.2,8.1,30.8,20024.0,90358.83121301842,79.9,96.0,1123.0,696800.0,32.5,96.0,41.1,31.677419354838708,46.45161290322581,6.694444444444445,28.289205702647653
BK543,2210.5784763386428,52.8,35.2,23.1,0.0,31.3,37765.0,1309.9724304228996,100.0,91.4,1875.0,,13.7,48.6,59.2,4.081632653061225,47.61904761904762,36.714285714285715,
BK544,203263.67116037285,86.6,0.0,2.4,9.8,35.9,27071.0,76535.45700603782,67.19999999999999,96.1,1152.0,521300.0,27.6,93.2,56.8,40.91470951792336,40.296662546353524,7.423312883435583,23.821752265861026
BK545,509258.20801995276,87.3,6.0,25.6,0.0,22.6,10589.0,158224.86342159548,93.39999999999999,94.8,405.0,666300.0,47.9,97.5,9.4,25.55498193082086,35.57046979865772,9.709724238026126,29.838383838383834
BK547,314668.4490956805,86.8,6.2,17.2,1.8,22.4,13885.0,95857.56978950462,99.2,91.9,894.0,578200.0,44.6,94.1,31.3,20.788302606484425,40.94087730451367,10.916149068322982,47.675840978593264
BK548,135216.88642628427,76.4,0.0,1.7,23.6,48.5,24553.0,48034.307540219546,67.5,93.7,1021.0,819700.0,25.3,94.2,39.2,43.06393244873341,43.30518697225573,10.947075208913647,45.574229691876745
BK549,162354.0029949955,86.2,0.7,18.5,6.1,27.6,30467.0,62558.423172383584,95.5,90.7,,794000.0,27.8,83.0,55.3,8.687002652519894,54.774535809018566,9.878934624697335,80.53435114503817
BK550,207240.02504059763,85.8,1.6,11.0,7.5,33.5,19417.0,88774.39547521845,86.4,96.4,985.0,577600.0,28.4,92.4,40.9,23.976172747580044,63.14221891288161,6.285377358490566,48.07453416149069
BK551,221054.6317215754,78.7,5.0,49.5,4.9,32.9,36295.0,103648.40806120966,96.2,95.9,1161.0,657000.0,19.6,92.2,50.2,7.09005376344086,67.80913978494624,3.8503468780971266,42.559241706161146
BK552,218910.4527376893,70.8,0.6,5.9,23.5,42.4,24142.0,94433.21876162491,93.39999999999999,97.8,1090.0,521400.0,25.2,89.8,36.6,20.79734219269103,69.30232558139535,3.758389261744967,46.421725239616606
BK553,167654.43114015576,73.2,5.6,19.3,13.7,32.9,38103.0,93126.04392008652,89.8,86.8,1350.0,615700.0,12.8,83.8,52.0,8.723864455659697,75.05407354001441,7.752161383285301,96.85950413223141
BK554,212034.43121852705,79.0,0.4,8.2,14.2,40.0,22519.0,104332.38429673252,93.7,92.0,1096.0,688900.0,21.0,86.8,38.9,22.809123649459785,60.56422569027611,3.052527254707631,37.02631578947368
BK555,89548.77149934719,82.9,10.9,26.1,5.7,31.7,51476.0,56353.61366748077,88.60000000000001,76.6,1731.0,673500.0,17.5,74.1,76.2,11.127933383800151,75.39742619227857,8.17269076305221,
BK556,194386.53121341823,95.5,0.3,2.3,4.2,36.1,23459.0,76829.75825259495,72.3,91.3,1099.0,687200.0,31.3,92.9,37.7,37.89403085177733,43.12541918175721,5.474339035769829,15.752212389380531
BK557,54144.571927704346,91.6,1.7,9.0,2.7,32.0,42079.0,31130.271122402846,92.0,86.7,1907.0,535400.0,4.9,80.1,60.2,6.593406593406593,68.33166833166833,11.125730994152045,272.8787878787879
BK558,141428.21843951085,84.0,0.4,14.5,14.0,39.7,21592.0,57888.357259276505,84.89999999999999,95.9,1031.0,599700.0,31.3,95.4,30.7,31.885593220338983,53.28389830508475,6.58051689860835,37.475083056478404
BK560,174900.72676324708,94.7,0.4,3.8,3.0,49.6,27198.0,85469.47573673665,77.6,93.5,1115.0,656000.0,13.2,94.2,37.4,32.798716920609465,55.81395348837209,3.3189655172413794,44.205378973105134
BK562,109331.69747791077,92.0,0.0,0.0,8.0,39.5,29668.0,35603.693991365755,4.100000000000005,97.2,,653500.0,38.6,89.3,39.2,43.909774436090224,35.93984962406015,18.57740585774059,66.3013698630137
BK563,114722.39750152237,73.0,4.3,24.4,10.8,33.1,36544.0,60481.957276921996,95.60000000000001,93.9,1243.0,693200.0,12.5,85.3,46.4,10.01669449081803,76.21035058430718,3.981380065717415,32.00000000000001
BK564,105629.32703808286,88.4,0.6,4.0,10.7,49.9,36983.0,61391.90587029844,64.1,83.3,821.0,524400.0,18.5,93.7,36.9,40.20618556701031,54.06643757159221,6.334745762711864,36.03988603988604
BK486,208789.3566277781,43.8,2.1,20.5,46.5,26.5,11820.0,61170.43448659851,85.89999999999999,96.5,1131.0,582900.0,54.1,91.8,19.6,27.318718381112983,47.048903878583474,9.247311827956988,50.77160493827161
BK488,326379.3669924068,64.0,2.1,15.5,19.3,28.9,19321.0,115952.54087351037,82.0,92.0,1249.0,320300.0,44.1,86.7,35.6,29.856972586412397,50.0595947556615,4.3809523809523805,33.11377245508982
BK489,510983.78380858176,27.3,42.7,68.7,0.0,26.6,10586.0,181411.5801794551,99.3,94.7,440.0,,42.1,95.1,4.3,14.917541229385307,70.23988005997002,3.2337246531483452,75.37688442211055
BK490,333990.195958344,54.5,15.1,12.5,20.1,33.2,17310.0,121679.42434262356,90.69999999999999,93.9,1121.0,445900.0,35.8,93.0,38.4,25.846925972396487,59.76578837306566,2.680195941217635,22.766990291262132
BK491,308430.4725738739,33.6,20.1,43.1,25.5,33.5,17685.0,130583.03897774033,97.9,90.4,789.0,189300.0,31.7,93.6,17.7,14.204081632653061,70.6938775510204,3.7528868360277134,39.224137931034484
BK492,220316.0499249786,54.2,15.2,24.9,12.4,32.3,23231.0,75977.78672058217,81.6,92.9,1136.0,461300.0,41.5,95.7,40.5,21.225710014947683,55.08221225710015,5.753052917232021,42.42957746478873
BK666,0.0,,,,,,,0.0,,,,,,,,,,,
BK758,103885.38588265749,90.0,0.0,8.5,2.8,31.7,40712.0,33404.84139689693,37.5,95.9,1085.0,773500.0,40.1,93.4,44.9,36.8421052631579,48.90885750962773,10.26246719160105,43.31010452961672
BK1,225695.36203459732,70.0,9.3,13.6,8.3,40.8,57500.0,116966.56115688414,96.0,86.5,1463.0,551700.0,12.7,85.9,70.8,14.691215957038741,66.82009973149214,4.5407577497129745,39.60835509138381
BK2,46810.059899197426,48.6,13.9,82.0,3.4,27.8,14952.0,15418.479445470244,88.0,85.1,1021.0,459100.0,53.8,94.8,7.4,17.505470459518598,37.63676148796499,23.313953488372093,121.5
BK3.01,241575.0328002133,81.9,5.2,6.0,5.5,37.8,121863.0,120236.66122581095,95.7,91.6,1693.0,860400.0,21.6,87.0,82.5,13.291605301914581,61.11929307805597,4.524096385542168,33.65650969529086
BK7,217879.66433777925,87.6,2.6,8.5,4.4,34.4,109790.0,127292.14649342748,91.19999999999999,85.9,1764.0,,19.0,84.8,85.5,6.578947368421052,64.82456140350877,5.2165087956698235,91.79999999999998
BK9,307826.1600193131,77.7,4.1,6.4,9.9,32.3,84990.0,148610.3325076987,97.1,96.9,1892.0,694100.0,17.6,76.2,82.8,5.326876513317191,68.55759252853684,4.157416750756811,113.8961038961039
BK11,20312.880615475522,65.1,11.0,9.7,4.4,29.7,39089.0,9070.531595589699,74.6,100.0,,,6.3,61.0,38.7,41.76245210727969,50.95785440613027,72.33082706766918,62.0183486238532
BK13,88553.01663842444,62.3,12.0,15.9,12.6,38.3,43372.0,38082.958446083445,99.4,90.8,1456.0,351700.0,9.0,86.2,48.5,7.511210762331839,70.17937219730942,10.830670926517572,
BK18,10818.100124587101,32.4,35.7,53.2,6.0,35.6,6291.0,0.0,,,,,,53.9,12.1,,,,
BK20,114965.91101099642,30.1,4.9,63.4,24.0,27.8,18090.0,37088.03083040043,86.1,90.0,1146.0,540700.0,56.1,90.5,9.8,24.258064516129032,64.51612903225806,6.440000000000001,86.06382978723403
BK21,68863.67508390427,81.1,6.6,8.4,8.8,34.8,98564.0,33691.83597657516,97.0,87.0,,,29.8,73.5,83.0,11.073985680190932,64.00954653937947,6.1297539149888145,75.64655172413794
BK188,192531.91969756322,51.9,0.1,2.0,46.8,37.2,27971.0,60081.754136635864,80.7,97.0,1415.0,797700.0,47.3,95.8,23.3,33.673469387755105,54.59183673469388,3.2176234979973297,30.887445887445885
BK190,259475.48145891418,51.6,2.7,23.7,33.2,34.2,17063.0,86390.72624455178,88.2,94.5,1116.0,717700.0,49.5,90.7,18.0,30.384615384615383,60.09615384615385,1.4720000000000002,20.284810126582276
BK191,105395.62761840766,32.9,32.2,34.0,3.7,31.4,27639.0,48458.74916224051,93.9,78.7,1434.0,903700.0,32.1,86.9,43.5,18.991416309012877,67.4892703862661,8.473767885532592,97.74011299435028
BK192,135945.4832649448,65.8,3.3,17.5,20.0,34.6,15948.0,49058.34085280652,85.89999999999999,83.6,1070.0,654100.0,44.4,97.8,15.9,37.60186263096624,47.84633294528521,7.469586374695864,49.96904024767803
BK193,244588.07217674016,49.9,37.1,15.5,4.4,27.1,21931.0,91386.3085796598,97.9,93.5,980.0,342900.0,16.0,79.9,44.2,8.675986842105264,68.5032894736842,3.54141656662665,85.68720379146919
BK194,240531.9517510524,29.4,0.9,7.0,64.7,38.6,16234.0,73179.1465949402,92.60000000000001,97.9,1119.0,578700.0,47.7,90.2,14.8,31.487695749440714,55.14541387024609,2.7991886409736306,22.69982238010657
BK195,309044.1072787706,41.4,37.2,26.8,3.9,37.4,38564.0,158607.02912959782,90.4,91.5,1332.0,409600.0,14.1,88.6,56.9,17.82490974729242,59.16064981949459,2.662090007627765,35.46835443037975
BK196,272374.54335538857,43.6,3.7,25.5,40.8,33.9,16316.0,88486.00065354489,90.1,94.6,1120.0,740700.0,40.4,85.5,14.3,31.123058542413382,55.794504181600956,4.710920770877944,23.589251439539346
BK197,208272.00403533634,42.7,35.1,7.6,8.2,40.5,53934.0,116115.12823881197,90.0,88.2,1308.0,562100.0,18.5,92.3,63.0,18.99325376232486,66.26881162428646,5.231010180109632,42.34972677595629
BK198,150693.9468204362,83.5,3.0,12.0,13.3,35.6,21042.0,58727.49253076384,64.8,98.6,1148.0,710700.0,29.7,100.0,31.0,35.05154639175258,41.973490427098675,6.421052631578947,26.00840336134454
BK199,174124.2588345266,36.3,41.7,6.3,16.6,32.4,35504.0,88201.68608502853,93.1,90.2,1378.0,869700.0,19.3,90.9,60.0,10.041592394533572,71.42008318478906,6.580698835274542,114.37869822485207
BK200,181263.55541642627,58.6,0.0,29.9,23.6,36.4,21397.0,65210.18263990323,68.89999999999999,90.5,1401.0,654600.0,42.9,90.3,13.6,42.757936507936506,48.01587301587302,8.615702479338843,31.415313225058004
BK201,203765.45985253196,37.5,53.2,8.2,3.6,35.7,40519.0,117963.01621583325,87.30000000000001,85.3,1434.0,,15.2,83.3,58.0,13.909426987060998,63.539741219963034,4.516363636363637,25.348837209302324
BK202,156315.7251900064,79.6,0.0,5.3,19.2,41.4,36530.0,57959.763272699,54.9,85.5,1341.0,639900.0,37.7,96.1,28.4,49.24433249370277,49.496221662468514,6.234096692111959,40.48593350383632
BK203,134350.18255549372,46.2,26.4,17.0,8.6,29.7,31680.0,62207.64994321495,87.7,89.4,1859.0,796100.0,19.2,79.0,66.6,13.871635610766045,82.81573498964804,6.25,130.8955223880597
BK204,127441.19869340108,86.8,0.0,5.8,13.2,40.9,33676.0,51743.043078523755,53.0,92.1,1113.0,649300.0,26.5,99.7,24.9,52.15384615384615,43.07692307692308,16.678571428571427,49.32153392330383
BK205,186687.40321134235,50.8,36.4,7.4,4.4,34.7,46225.0,95028.60596678438,94.9,95.7,1630.0,498000.0,17.6,82.4,71.1,10.884353741496598,67.81789638932496,4.104938271604937,60.33653846153846
BK206,139868.16639236044,64.2,0.3,1.4,35.3,42.7,28495.0,53635.082776474264,65.69999999999999,90.7,1261.0,649400.0,25.3,97.1,33.9,49.20091324200913,46.68949771689498,5.8679706601467,31.995359628770302
BK207,396738.61849376076,54.1,31.3,7.9,6.2,35.8,58244.0,182740.21215470193,90.89999999999999,95.5,1447.0,633200.0,25.6,85.0,66.3,14.52176676199555,73.02192564346997,2.493472584856397,17.549234135667394
BK208,209020.36541421709,57.2,0.0,5.5,41.9,37.5,22573.0,80739.09192248773,82.4,89.2,1164.0,658500.0,29.4,98.7,20.8,40.87102177554439,44.221105527638194,5.170454545454545,21.967213114754095
BK210,309897.8708113888,35.7,0.3,8.0,57.4,38.4,22331.0,100381.36634988029,89.80000000000001,96.2,1124.0,732600.0,33.3,89.7,23.0,46.65324609964771,44.489179667840965,2.239819004524887,11.262135922330097
BK212,243443.41575367135,29.6,0.0,6.1,67.4,33.6,17341.0,86017.42563122074,90.30000000000001,89.4,1005.0,709400.0,39.4,94.3,24.8,24.752990119604785,60.53042121684867,2.611683848797251,28.71848739495798
BK213,266005.7576535503,13.4,76.3,12.8,1.9,34.0,25005.0,116023.16610465775,100.0,91.8,1014.0,513900.0,35.6,85.5,29.6,13.071593533487299,72.5635103926097,3.1826861871419476,37.63250883392226
BK214,141305.76291992707,56.6,0.0,7.0,41.7,25.1,11495.0,42295.602506644835,86.5,90.2,1066.0,702600.0,42.9,95.1,10.6,31.683168316831683,54.45544554455446,7.298701298701299,67.94642857142857
BK215,352717.51909158577,49.8,35.5,11.7,5.2,35.4,39177.0,188027.7669421667,99.6,92.4,1201.0,492100.0,22.0,82.4,64.0,9.620076681770652,80.20216103171838,2.7162103433289873,44.99999999999999
BK216,253196.19455876964,73.2,0.5,4.4,26.3,26.5,14338.0,69635.35381191643,90.2,90.1,1201.0,788900.0,53.9,87.8,19.4,33.333333333333336,39.071566731141196,7.293729372937293,21.547388781431334
BK217,312903.3267579178,14.0,61.4,14.5,5.0,33.8,22966.0,150470.61387352587,97.4,94.5,951.0,458100.0,22.8,90.3,29.3,19.127086007702182,72.52888318356868,3.8849557522123894,57.21476510067115
BK218,296890.77457824507,87.5,0.0,6.8,7.3,20.8,13156.0,76183.55047183545,90.0,95.9,987.0,833100.0,54.9,98.3,22.7,29.918032786885245,29.83606557377049,14.780219780219781,50.0
BK930,133281.87115305927,0.0,96.6,0.0,0.0,41.8,28531.0,56305.35596320509,64.5,90.3,1204.0,493900.0,33.9,94.4,22.6,42.160540135033756,52.88822205551388,1.8156028368794326,24.875444839857654
BK934,162101.4305072186,3.0,95.6,5.5,0.0,39.9,29945.0,63338.84808014593,47.8,91.7,1202.0,427600.0,39.0,94.5,24.9,30.79268292682927,58.99390243902439,2.4806201550387597,21.46039603960396
BK936,128355.98116825333,0.4,97.8,0.0,1.9,37.9,26697.0,43154.72805148995,60.7,94.4,1221.0,452900.0,45.6,97.3,32.1,33.663366336633665,64.02640264026402,3.6941580756013748,45.62091503267974
BK938,196222.4621176683,0.0,88.5,8.5,0.5,33.8,18908.0,78653.18774423692,81.69999999999999,92.1,1003.0,452600.0,42.2,84.0,16.4,21.306818181818183,66.47727272727273,3.6039886039886033,58.26666666666667
