ITZ_GEOID,orig_pop_density,orig_percent_non_hispanic_or_latino_white_alone,orig_percent_non_hispanic_black_alone,orig_percent_hispanic_any_race,orig_percent_non_hispanic_asian_alone,orig_median_age,orig_per_capita_income,orig_resid_unit_density,orig_percent_multi_family_units,orig_percent_occupied_housing_units,orig_median_gross_rent,orig_median_home_value,orig_percent_households_with_people_under_18,orig_percent_of_households_in_same_house_year_ago,orig_percent_bachelor_degree_or_higher,orig_percent_car_commuters,orig_percent_public_transport_commuters,orig_percent_public_transport_trips_under_45_min,orig_percent_car_trips_under_45_min
QN769.02,129521.60213252336,45.0,3.2,18.9,36.6,39.5,48360.0,74220.24391863697,93.8,93.4,1567.0,364300.0,14.2,87.6,58.9,17.93193717277487,63.35078534031414,4.483471074380165,126.56934306569343
QN773,88124.24263689363,78.9,4.2,10.0,11.2,37.4,37861.0,44711.2166931553,90.5,96.9,1138.0,239400.0,16.7,91.5,56.2,34.065934065934066,56.98587127158556,5.358126721763085,41.866359447004605
QN889.01,160385.81685610872,31.2,6.7,14.2,53.9,47.2,28007.0,70860.11305065149,91.3,94.0,857.0,223400.0,18.7,90.7,29.2,38.800626538375475,52.1369433877825,0.9484978540772532,8.321799307958479
QN621,102038.76161714847,79.0,3.2,24.8,8.9,42.7,25932.0,46588.21546344707,78.6,88.4,1239.0,537800.0,31.5,83.1,18.1,41.58918005071851,46.15384615384615,5.769230769230769,35.101626016260155
QN775,96703.14433204038,71.7,6.3,20.0,14.1,47.7,35644.0,50310.47973401112,75.0,90.3,1217.0,796600.0,10.3,92.5,41.6,39.55637707948244,53.78927911275416,8.780068728522338,34.742990654205606
QN779.02,90527.60129368475,86.9,2.2,7.0,10.3,29.4,31347.0,33482.290822727235,47.3,88.4,1559.0,539000.0,33.3,92.3,57.8,60.191591271953165,34.59286854709952,4.723076923076923,13.916887709991158
QN779.03,107262.62475681963,50.0,4.7,28.2,19.7,37.7,36716.0,48450.21953767571,91.80000000000001,93.1,1162.0,234900.0,29.0,97.7,43.3,41.49504195270786,54.53852021357742,2.713286713286713,31.783088235294116
QN779.04,156841.9710112848,60.4,3.7,15.2,26.3,32.9,25715.0,63790.09954041301,63.400000000000006,91.1,1218.0,253500.0,25.0,90.4,46.1,47.174447174447174,42.0966420966421,2.626459143968872,13.862847222222221
QN779.05,101088.32982681252,70.7,5.0,10.0,17.5,42.0,41403.0,51288.037208801084,91.6,99.3,1168.0,220800.0,14.8,92.9,60.8,41.95156695156695,50.28490028490028,2.8470254957507084,20.254668930390494
QN788,83514.30118713876,5.5,80.8,1.0,0.0,38.8,31741.0,30424.66186296165,37.6,93.8,1602.0,405400.0,34.2,76.7,13.0,59.68208092485549,32.369942196531795,14.330357142857142,36.0048426150121
QN790,94632.40976595007,4.4,74.2,9.6,8.4,38.4,20459.0,35451.042297841734,53.199999999999996,88.1,1171.0,444600.0,51.0,88.9,15.9,42.53731343283582,49.89339019189765,4.722222222222222,39.32330827067669
QN792,62978.52775632528,0.6,73.2,5.1,14.6,34.9,23066.0,22389.704734663173,48.699999999999996,87.7,1349.0,392900.0,48.2,84.7,18.1,56.421514818880354,39.51701427003293,7.388888888888889,19.980544747081712
QN793,0.0,,,,,,,0.0,,,,,,,,,,,
QN799,133832.92479820224,24.2,0.5,16.4,66.0,36.0,20486.0,42318.41430013358,66.9,90.8,1440.0,620200.0,42.3,85.2,36.6,45.88957055214724,42.392638036809814,4.2691751085383505,22.540106951871664
QN803.01,151726.13775612265,27.8,0.7,15.0,62.5,32.0,20211.0,46452.2056641033,71.2,98.5,1348.0,646700.0,52.8,91.3,22.0,49.97486173956762,37.30517848164907,4.743935309973047,16.99195171026157
QN444,30092.740092556985,5.6,28.1,30.7,18.7,35.9,13792.0,11189.24502647853,73.80000000000001,92.0,974.0,447200.0,39.2,87.8,10.4,18.31896551724138,71.12068965517241,3.5909090909090917,67.05882352941177
QN531,90662.10996103822,88.5,0.7,31.4,0.2,36.5,21366.0,36737.068920084654,83.5,87.5,1204.0,596300.0,36.6,90.2,14.8,48.22834645669291,41.797900262467195,2.0408163265306123,21.183673469387752
QN582,98253.2020707443,6.7,80.5,7.2,4.4,35.9,22090.0,27499.438480441553,33.9,98.8,983.0,416000.0,41.0,88.1,24.0,53.950444132772326,44.31977559607293,2.310126582278481,14.488734835355286
QN1085,63529.01914826847,69.2,1.1,5.8,27.4,46.8,38237.0,22663.375212487812,47.199999999999996,100.0,1611.0,662000.0,28.2,93.0,51.6,80.14354066985646,16.507177033492823,9.082125603864734,16.507462686567163
QN1093,29842.081824524623,66.1,1.2,11.7,26.2,47.6,44869.0,10740.08086229678,6.1999999999999975,90.6,1988.0,723600.0,28.6,94.4,41.0,74.60791635548917,19.716206123973116,2.1590909090909087,14.974974974974977
QN1417,51022.61044354545,46.5,2.9,17.7,39.8,40.7,31404.0,18567.86129291103,32.2,97.2,1513.0,612200.0,31.6,92.8,36.7,53.51379489849037,38.99010931806351,1.8691588785046729,12.305447470817121
QN62.01,148572.6053256865,78.4,9.6,24.7,0.3,56.7,37886.0,79585.69042806343,98.80000000000001,98.9,1211.0,192400.0,12.4,95.5,22.7,64.10351201478743,27.837338262476894,2.735723771580345,8.742791234140714
QN62.02,64300.685093438864,64.1,7.8,45.1,7.1,39.8,26931.0,25247.982751887375,92.1,93.8,1286.0,491500.0,32.4,88.7,19.2,61.5075009147457,34.101719721917306,2.1244635193133043,6.162998215348007
QN65.01,345190.96996728296,79.6,4.0,24.5,11.2,30.8,32087.0,180469.27844917006,96.9,92.4,1370.0,661800.0,16.5,81.8,51.1,12.815884476534295,77.48194945848375,4.362259755387303,23.767605633802816
QN65.02,276526.7858706454,76.4,5.0,22.2,9.3,32.7,31052.0,129139.41269085978,89.4,89.0,1332.0,701500.0,17.0,93.3,39.9,23.584029712163417,65.22748375116063,3.97864768683274,21.633858267716537
QN158.01,117304.58785387865,11.9,34.9,26.9,25.9,36.2,16557.0,39041.99589655583,42.5,85.5,1145.0,398000.0,45.7,97.8,5.2,41.204819277108435,43.373493975903614,5.129629629629629,25.12670565302144
QN158.02,167502.10908215225,6.1,10.2,11.1,39.4,36.0,21731.0,50366.953633730496,55.3,93.8,1273.0,482100.0,36.8,91.8,20.0,33.347529812606474,60.22146507666099,2.673267326732673,12.222222222222225
QN181.01,479779.2712796284,58.4,1.1,28.5,34.3,33.4,21387.0,200766.47441395142,100.0,98.0,1254.0,387500.0,30.2,87.7,31.7,11.258278145695364,70.59602649006622,4.4152595372107575,59.09803921568627
QN181.02,414936.3341771909,66.6,1.1,12.9,29.3,38.2,34579.0,230507.78876312892,98.1,91.5,1239.0,263700.0,15.9,89.5,35.7,11.759127548601233,76.33949739212898,4.391304347826086,52.661290322580655
QN185.01,370698.4028328397,55.1,3.3,24.7,31.6,37.4,31992.0,187588.90588387437,93.7,97.1,1212.0,211000.0,19.6,90.2,29.4,22.056631892697467,69.00149031296573,4.571634269258459,21.1036036036036
QN185.02,395369.2130986568,67.8,0.9,28.6,21.1,36.7,31438.0,177992.72543207378,99.2,92.2,1353.0,298100.0,24.1,88.2,35.8,17.14987714987715,68.992628992629,4.494301994301994,25.931232091690543
QN253.01,359599.5027972099,61.9,0.4,39.7,26.8,36.0,28176.0,177476.75719448863,96.6,90.9,1179.0,385700.0,25.1,88.8,34.1,13.112884834663626,76.5488407449639,3.1578947368421053,47.42028985507247
QN253.02,286783.067847437,48.6,2.6,40.2,32.1,33.5,24752.0,128783.42252361921,94.4,93.5,1131.0,275000.0,26.0,95.7,32.3,14.783731439638476,82.7630729502905,5.764430577223088,
QN269.02,504493.68837442185,40.3,1.4,38.4,54.4,41.1,19513.0,215030.0966841798,97.7,92.7,1201.0,358700.0,34.5,93.4,21.8,15.945611866501855,78.43016069221261,4.003152088258471,18.488372093023255
QN309.03,176806.24641694862,22.9,1.2,37.9,39.3,36.0,25719.0,58853.80160287212,66.4,86.5,1069.0,612400.0,42.6,82.4,23.0,30.68524096385542,54.36746987951807,3.9265927977839334,16.834355828220854
QN309.04,102854.07277025096,35.9,2.8,52.6,25.3,36.7,23726.0,35927.018168583265,69.5,89.8,1597.0,590700.0,41.9,96.2,18.7,38.55670103092783,57.371134020618555,5.525606469002695,19.27807486631016
QN86,82393.5389695354,77.8,2.9,25.3,11.0,40.8,30908.0,32548.088711523196,63.8,82.0,1413.0,462600.0,35.1,94.7,26.2,46.29794826048171,48.706512042818915,6.410256410256411,30.481695568400774
QN87,157163.21432256902,33.7,41.3,55.4,0.0,28.8,11422.0,62857.148881275985,98.7,95.0,594.0,,37.6,96.2,7.8,23.39791356184799,56.03576751117735,5.412234042553192,38.34394904458599
QN88,82833.35582559873,67.1,3.9,40.6,8.9,33.3,25696.0,30061.857311304884,49.5,87.6,1241.0,498200.0,52.9,92.4,19.1,61.73120728929385,33.78891419893698,3.550561797752809,20.135301353013528
QN91,148636.70773729528,60.3,3.4,26.3,16.1,35.2,33656.0,73617.50179519755,92.3,89.2,1423.0,654000.0,21.5,86.1,47.6,33.50515463917526,54.18814432989691,6.218787158145066,25.634615384615387
QN94,176056.26781199977,25.4,14.3,23.4,47.6,35.3,20054.0,57817.8450787032,67.69999999999999,91.4,1221.0,468000.0,47.7,93.4,16.8,28.646616541353385,58.19548872180451,3.2299741602067176,47.42782152230971
QN95,187001.58029370717,62.5,0.8,21.5,20.0,36.0,30163.0,75310.99332332295,93.60000000000001,95.0,1528.0,707000.0,25.1,88.3,45.1,26.964769647696478,60.77235772357724,6.7892976588628775,42.41206030150754
QN96,172092.02488295926,26.9,17.0,21.3,28.2,34.8,21960.0,49891.56855891911,49.300000000000004,95.2,1176.0,436400.0,42.7,93.8,12.8,32.09549071618037,65.64986737400531,3.616161616161616,28.780991735537192
QN97,198737.05545257058,87.6,0.2,22.1,0.5,33.8,34598.0,89554.35214838057,79.3,92.4,1566.0,659700.0,22.6,90.1,46.9,34.98527968596663,51.079489695780175,4.9471661863592695,22.720897615708274
QN98,200528.38980088243,7.5,28.0,5.5,37.0,32.9,19249.0,58913.639233711205,65.4,95.0,1248.0,561000.0,53.5,93.1,10.3,24.344885883347423,69.06170752324599,2.399020807833537,25.45138888888889
QN99,0.0,,,,,,,0.0,,,,,,,,,,,
QN100,160287.82262148912,12.3,15.0,23.4,19.7,38.3,23049.0,47035.75312043698,45.7,91.3,1490.0,433000.0,47.1,97.1,17.0,40.83143507972665,54.32801822323462,1.5723270440251573,23.974895397489544
QN101,144799.8229224351,83.4,0.3,10.2,14.4,35.1,34347.0,72649.13662975874,82.9,91.5,1292.0,658100.0,12.2,78.9,44.9,20.016611295681063,75.24916943521595,5.496688741721854,80.12448132780084
QN102,138261.4802963746,14.2,18.6,29.4,15.6,32.9,18085.0,39258.81129638594,40.9,92.3,1085.0,448100.0,50.4,87.4,13.2,43.691588785046726,50.93457943925234,3.2110091743119265,23.618538324420676
QN103,140295.7406996004,70.8,2.1,18.7,18.5,36.9,32859.0,78064.12569705087,91.5,92.7,1327.0,866100.0,13.8,90.3,40.3,34.50666666666667,50.666666666666664,5.063157894736841,17.542503863987637
QN104,221251.3601066595,8.1,18.7,8.3,34.8,36.5,17927.0,57895.933782149616,59.0,91.8,1259.0,463600.0,54.5,86.6,13.5,30.2182428651371,62.78679350867375,2.263814616755793,24.88888888888889
QN105,243095.51376882,62.7,7.0,48.4,6.6,36.3,26308.0,100990.68659255006,86.8,98.1,1136.0,638500.0,32.1,95.5,24.7,37.20556745182013,53.42612419700214,4.118236472945891,23.611510791366907
QN106,183661.33293717622,16.4,13.3,26.1,31.0,36.2,19393.0,52821.297989045604,72.5,94.8,1224.0,497400.0,36.8,85.7,16.4,39.11864406779661,47.79661016949152,2.8226950354609928,22.842287694974008
QN107.01,0.0,,,,,,,0.0,,,,,,,,,,,
QN108,213292.12603351014,22.3,5.6,21.7,41.1,32.8,18897.0,62560.22652792036,63.00000000000001,89.1,1302.0,474500.0,51.3,93.8,15.9,40.028591851322375,52.03716940671909,1.2362637362637363,16.196428571428573
QN110,213720.79224666557,24.9,7.6,30.0,46.1,36.3,17379.0,54587.82517865703,59.599999999999994,96.9,1290.0,450300.0,62.3,90.5,17.5,41.147994467496545,46.542185338865835,3.5661218424962846,14.487394957983193
QN111,215225.36600810644,79.0,1.7,17.8,11.0,36.1,38419.0,89332.09451763144,79.2,93.9,1420.0,622700.0,28.5,92.5,42.5,19.46734305643627,71.59162967660114,3.4898139946855626,44.69055374592835
QN803.02,71928.58865497135,45.1,3.9,20.2,39.0,40.7,25780.0,26804.157823561978,34.400000000000006,93.8,1574.0,558900.0,32.0,91.1,41.4,42.50788643533123,50.078864353312305,4.724409448818898,26.289424860853437
QN809,76634.92078302967,65.5,8.5,8.2,22.7,36.9,28599.0,29647.55404613235,72.19999999999999,96.1,927.0,244100.0,35.9,90.4,49.2,47.398648648648646,47.432432432432435,1.9301994301994303,8.260869565217392
QN814,96478.54993978978,18.4,59.6,19.3,11.5,35.6,23298.0,29902.19414724569,24.799999999999994,93.8,1202.0,424800.0,42.1,90.8,19.8,48.958333333333336,45.023148148148145,4.922879177377891,18.309692671394796
QN818,100198.44701016211,7.9,46.4,21.5,20.2,36.6,22086.0,30577.25945014653,42.5,97.3,1496.0,487300.0,51.5,87.3,21.8,48.83401920438958,48.21673525377229,2.972972972972973,23.27247191011236
QN837,74339.04296735383,25.5,1.5,12.8,69.3,44.4,23816.0,24562.27479040811,32.9,96.4,1311.0,517900.0,35.5,93.8,32.2,51.596638655462186,41.554621848739494,2.4165824064711825,10.667752442996743
QN838,130479.14759528679,26.9,9.8,37.5,23.9,35.7,22291.0,38980.78114670183,33.6,93.0,1448.0,523900.0,48.4,92.9,20.0,59.47409126063418,37.35498839907193,1.9668737060041408,9.492847854356308
QN840,124998.63784765033,25.3,18.0,28.1,22.6,36.8,23373.0,40871.128140705296,45.6,94.4,1324.0,463500.0,41.9,92.1,20.6,45.47602970965564,49.020931802835925,1.3842975206611572,8.52264291017075
QN845,277399.44341034896,16.9,14.2,18.6,53.4,45.9,19090.0,116026.27719637148,92.10000000000001,96.1,1043.0,579400.0,17.9,85.6,26.7,49.47271893626777,30.44475011462632,4.307228915662651,13.271547729379058
QN846.01,104919.09916110465,36.6,4.0,18.5,22.5,40.2,37136.0,32698.27658812479,60.5,91.3,1315.0,610700.0,42.9,99.0,22.5,52.68817204301075,45.51971326164875,0.9133858267716536,22.122448979591837
QN846.02,15918.577124748404,34.6,5.5,55.4,15.0,34.1,18394.0,4613.865317611141,46.9,100.0,1426.0,578800.0,48.2,84.8,6.7,49.333333333333336,49.6,10.10752688172043,22.37837837837838
QN853,258255.33684995666,14.2,3.8,14.7,77.1,38.8,26172.0,116281.06435024735,98.0,90.4,1267.0,282800.0,22.7,84.0,40.2,23.349579087284006,52.94638901196278,2.5439330543933054,26.54648956356736
QN855,528108.427184912,20.7,1.5,23.1,66.7,40.8,23964.0,223351.18238587253,99.2,90.3,1165.0,213400.0,31.7,88.8,27.4,27.08693149107657,57.570523891767415,1.4749999999999999,10.712008501594049
QN857,521053.15627858724,15.6,4.3,15.0,65.6,40.1,16380.0,158630.83619829788,96.4,98.2,1259.0,310400.0,29.8,87.8,23.8,25.188104621999283,59.87101397348621,1.6816277678037104,10.512091038406826
QN859,407606.2069725772,25.0,0.7,13.7,68.3,41.9,18078.0,158051.3863771218,95.6,92.8,1193.0,234400.0,30.2,92.6,27.6,35.494197679071625,48.89955982392957,1.1129296235679214,12.220969560315671
QN861,175217.02710750612,27.2,0.4,19.9,64.1,41.6,22411.0,65615.95523802975,80.30000000000001,95.0,1103.0,397500.0,22.6,89.4,39.5,27.14164546225615,63.95250212044105,2.387267904509284,25.0
QN863,537247.2178935615,14.9,5.1,17.4,72.2,39.6,18133.0,205266.51869206398,96.10000000000001,96.6,1245.0,227500.0,27.4,83.6,22.2,30.87248322147651,44.48705656759348,1.910919540229885,12.246376811594205
QN864,24371.110531824583,26.4,10.8,35.2,22.2,31.4,21071.0,7620.8697724113845,62.7,96.0,1346.0,452800.0,45.9,79.3,15.1,40.85188770571152,50.62923523717328,4.493307839388145,32.34597156398103
QN865,278969.49028885004,22.0,0.9,8.7,74.0,48.2,22496.0,147140.4424536071,99.1,86.4,1231.0,341300.0,11.2,82.3,33.6,47.74633123689728,38.469601677148844,3.923705722070844,12.360043907793635
QN871,50813.069414413636,15.5,34.5,37.1,32.1,34.8,18776.0,19458.688035085746,98.6,88.1,463.0,675000.0,39.6,82.4,28.0,14.919354838709678,63.575268817204304,3.5940803382663846,120.72072072072072
QN884,50993.73580693029,94.5,0.6,14.6,0.2,43.4,31752.0,20551.26516424371,50.199999999999996,92.1,1395.0,550400.0,29.9,93.1,18.1,72.92561983471074,20.39669421487603,2.3014586709886546,6.858567543064371
QN383.02,241.7472045648284,30.4,7.8,3.9,57.8,64.1,25362.0,42.66127139379325,100.0,100.0,1625.0,,0.0,54.9,30.4,39.583333333333336,60.416666666666664,0.0,
QN437.01,231898.5657917865,42.5,18.0,57.6,14.4,39.0,18786.0,59126.932458092146,83.2,92.9,1457.0,450000.0,49.5,87.3,19.7,40.01542020046261,52.50578257517348,3.8766519823788546,34.8747591522158
QN437.02,378618.9665072953,37.8,11.9,59.7,21.8,32.3,16887.0,122252.73169772541,93.4,93.7,1416.0,369400.0,44.7,90.3,16.4,23.956043956043956,60.28257456828885,1.9687499999999998,23.82699868938401
QN443.01,293378.92916227743,45.5,12.1,66.5,16.9,38.8,14322.0,125468.20007160501,91.2,91.3,925.0,631000.0,31.4,80.2,20.6,26.657552973342447,50.10252904989747,4.392905866302866,47.333333333333336
QN443.02,158185.17191579044,29.5,12.6,35.1,43.2,36.0,18240.0,54328.958677565235,86.9,88.7,1240.0,450000.0,38.1,97.8,17.2,28.90918860827512,51.58516926383665,3.5624999999999996,
QN613.02,1350.3728349857786,44.3,0.0,0.0,0.0,1.9,,597.7060089281315,0.0,100.0,,,100.0,100.0,100.0,,,,
QN713.03,349711.12620986835,74.7,1.5,14.4,17.8,42.0,46402.0,204748.90293317818,99.2,93.9,1343.0,235800.0,13.7,89.4,61.4,19.147344801795064,68.81077038145101,1.6032608695652173,22.91015625
QN713.04,405972.4553635476,76.9,2.5,9.8,16.7,40.7,34595.0,208759.29136543325,97.5,91.2,1101.0,246600.0,22.2,95.7,49.4,29.640287769784173,56.69064748201439,2.201776649746193,17.706310679611647
QN713.05,366106.68954563496,60.3,2.5,11.4,28.7,36.9,47432.0,203203.02497861363,98.1,93.5,1696.0,332900.0,16.9,68.9,66.6,26.463512429831596,65.47714514835606,2.816901408450704,24.272727272727277
QN713.06,377716.4327184009,53.9,5.0,13.8,29.3,34.7,35699.0,185834.4690659244,88.3,95.6,1349.0,257600.0,23.2,80.3,59.9,25.409562019391508,68.77298562353728,1.011181332036947,17.618421052631582
QN717.01,271625.86850116577,60.6,3.9,9.8,29.3,47.6,34594.0,138966.44433366958,97.10000000000001,95.2,1342.0,255200.0,17.6,92.7,54.2,17.647058823529413,67.16417910447761,1.8300653594771241,44.75124378109454
QN717.02,198149.69171392865,66.4,3.4,18.2,23.8,38.8,31785.0,99124.98494899723,98.9,98.0,1212.0,252600.0,19.8,92.3,52.4,23.92667631452002,68.16208393632417,3.8075017692852087,32.01612903225807
QN757.01,253360.28341233995,58.8,0.3,11.8,36.2,39.6,47352.0,146624.82910380303,100.0,88.8,1599.0,290000.0,20.6,81.9,59.1,30.613057324840764,59.63375796178344,1.9425901201602136,17.7113133940182
QN757.02,143377.93028116677,69.0,5.4,11.1,21.3,47.4,41054.0,72869.65333335481,87.7,93.5,1364.0,335400.0,20.6,92.4,55.4,25.934579439252335,63.78504672897196,3.7655677655677655,16.36036036036036
QN779.06,120144.92807956178,69.6,5.7,11.7,22.6,39.6,32096.0,57478.596693882966,79.5,85.1,1113.0,207000.0,24.8,98.8,36.4,51.50684931506849,36.917808219178085,3.7847866419294984,20.877659574468087
QN779.07,167799.7193284296,72.8,16.2,11.3,4.2,28.6,20211.0,51626.800864055185,72.9,100.0,1115.0,563900.0,46.9,88.0,39.0,37.77219430485762,41.79229480737018,6.773547094188378,28.980044345898
QN779.08,197706.33037833672,39.4,25.2,19.3,29.0,31.2,20328.0,76550.4381065,96.9,90.6,1299.0,293800.0,34.7,93.6,33.9,47.788203753351205,31.300268096514746,9.036402569593148,15.918653576437588
QN797.01,664150.0021737874,10.3,3.8,7.8,79.3,40.9,28508.0,293780.97067617445,99.5,96.2,1248.0,279900.0,22.8,85.2,48.4,28.22049131216297,55.092869982025164,1.5660685154975527,15.46709129511677
QN934.01,90707.84113688674,87.9,8.1,17.3,0.8,42.8,35465.0,36407.22926478309,60.3,88.1,1328.0,646700.0,35.3,93.2,47.1,71.840242669363,18.554095045500507,1.8528610354223434,11.273750879662208
QN112,131074.58000628112,16.5,1.7,11.9,64.1,35.2,20005.0,42725.654167630426,86.6,86.3,1347.0,580800.0,51.8,89.9,24.5,35.97678916827853,54.83558994197292,2.5396825396825395,29.22043010752688
QN113,305791.54041516467,77.6,0.5,29.3,9.1,33.0,27758.0,121629.85029515711,90.39999999999999,95.1,1364.0,573800.0,26.2,91.9,32.6,8.029713477184295,80.79235939158119,2.7758318739054295,82.73127753303964
QN114,84144.25633917435,43.8,6.0,77.5,9.2,35.9,22663.0,38883.50371883951,67.4,76.3,1118.0,444700.0,43.3,97.9,38.7,51.0989010989011,39.56043956043956,13.958333333333336,44.946236559139784
QN115,158187.87397198827,68.1,1.3,23.3,13.3,33.7,26967.0,71001.81802043038,90.0,89.0,1365.0,550200.0,20.2,86.8,36.6,8.651911468812877,63.24614352783367,7.051961823966067,132.5581395348837
QN116,150951.03124993658,30.4,3.6,30.5,36.3,38.9,16820.0,45077.2604804558,65.1,89.2,1359.0,468400.0,46.0,96.3,7.5,32.7906976744186,46.51162790697674,2.75,22.092198581560282
QN117,183352.52495647417,78.5,3.4,17.5,11.7,30.9,38126.0,90791.60044715399,89.5,94.7,1377.0,656600.0,12.8,81.8,52.6,15.532118887823586,74.16107382550335,3.03813833225598,41.913580246913575
QN118,180719.79160941968,20.1,12.0,26.8,34.5,34.0,20428.0,49390.086693992416,64.7,93.1,1364.0,484000.0,39.8,92.7,16.8,36.611629576453694,55.49174443646805,3.0271668822768434,28.03921568627451
QN119,173994.56907112992,74.6,0.4,16.9,12.0,36.3,24874.0,77727.87353066569,88.7,95.2,1213.0,602600.0,20.4,87.5,37.4,23.46193952033368,73.40980187695516,4.886363636363637,65.37777777777778
QN120,196937.40577142753,17.2,9.6,30.6,37.2,40.1,22688.0,51833.33951158761,63.599999999999994,100.0,1514.0,519700.0,50.3,92.0,26.0,42.93478260869565,40.37267080745342,5.019230769230769,31.699819168173597
QN121,166805.4862981093,79.2,5.7,29.7,2.9,35.8,32917.0,78524.24858020493,81.3,97.3,1548.0,805400.0,14.1,92.0,42.5,25.156110615521854,67.08296164139162,4.10904255319149,66.56028368794327
QN122,135381.64689037311,18.7,10.4,35.0,36.8,39.9,18489.0,45701.08773640341,81.8,88.5,1235.0,442900.0,38.8,84.8,20.6,27.00348432055749,52.70034843205575,5.40495867768595,58.16129032258065
QN123.01,52889.12227499117,86.3,1.2,17.7,8.4,32.4,33356.0,23850.172179083795,85.2,92.2,1358.0,622100.0,20.4,89.2,41.1,20.993788819875775,70.99378881987577,3.989501312335958,51.094674556213015
QN124,155314.46881254026,29.5,5.1,30.8,31.1,33.8,20934.0,46936.29721572151,63.900000000000006,92.9,1275.0,537200.0,54.4,94.5,22.4,48.42186297151655,41.18552732871439,3.121495327102804,19.284578696343402
QN126.01,198407.7010135086,21.9,11.2,52.5,23.2,33.4,19969.0,57356.79852307919,81.0,97.3,1229.0,409800.0,58.1,83.0,18.6,34.75555555555555,55.111111111111114,2.7903225806451615,30.664961636828643
QN126.02,169610.65045568353,51.2,10.7,62.3,8.9,34.7,21273.0,58902.74961899277,70.6,96.0,1168.0,473300.0,38.0,85.9,7.5,36.37123745819398,48.82943143812709,1.7636986301369864,43.03448275862069
QN128,134084.663361312,42.0,18.5,53.6,5.7,31.0,24099.0,49718.29715203692,72.7,95.7,1013.0,498000.0,34.9,85.6,31.0,47.647768395657415,33.41375150784077,3.140794223826715,36.936708860759495
QN130,97464.10053164407,60.2,1.4,37.2,15.2,35.1,32258.0,33033.89270626407,52.0,92.8,1199.0,583600.0,47.9,87.9,40.1,43.288590604026844,53.691275167785236,4.875,40.82687338501292
QN132,95098.91386107777,50.3,20.4,33.5,11.5,35.9,23552.0,34795.01436564139,66.7,95.0,1312.0,608500.0,32.3,82.8,34.9,51.53631284916201,37.01117318435754,6.981132075471698,46.77506775067751
QN134,286536.3149747363,64.6,7.5,25.5,10.7,38.3,34040.0,157908.28332206147,94.5,90.8,1176.0,243700.0,18.6,88.6,53.9,38.26342899190581,51.47167034584253,2.6233023588277344,10.384615384615385
QN135,144740.56601110846,91.1,0.0,9.1,6.7,41.6,26717.0,57468.1874907194,57.599999999999994,100.0,1361.0,674900.0,30.5,96.7,25.0,40.87882822902796,42.2103861517976,13.02839116719243,59.8371335504886
QN136,129099.79310810378,67.5,7.4,30.2,12.2,39.7,30358.0,68638.05666914185,85.5,90.9,1119.0,262000.0,17.0,89.5,41.5,37.995337995338,49.65034965034965,4.929577464788732,40.67484662576687
QN137,72649.05567638141,89.1,0.0,7.7,8.8,38.2,32735.0,36938.38833802787,85.7,92.2,1193.0,684700.0,24.1,87.2,40.5,34.76394849785408,53.21888412017167,10.349462365591398,62.79835390946502
QN138,244545.33317785084,54.0,6.8,34.6,18.0,34.9,25569.0,92904.48995470522,90.5,91.7,1187.0,292300.0,33.2,84.7,35.7,32.6147042564953,56.49530127142067,5.3033268101761255,27.89830508474577
QN140,172456.0456214321,45.6,3.9,28.5,29.8,34.4,26874.0,71153.19364800346,80.39999999999999,91.5,1298.0,462500.0,29.5,92.0,39.4,43.24483775811209,47.84660766961652,5.31442663378545,19.65893587994543
QN141,105137.89572877169,75.1,4.3,17.7,12.0,32.1,28617.0,49380.08075669638,97.4,96.7,1204.0,747200.0,21.6,87.8,36.0,15.18375241779497,73.30754352030948,5.211081794195251,59.42675159235669
QN892,33018.62796557937,96.7,0.5,5.4,0.6,48.4,36960.0,11421.395544563693,5.600000000000003,97.4,1809.0,673000.0,24.7,97.6,26.7,73.02445302445302,23.474903474903474,1.06359649122807,5.029961226647867
QN907,6369.257752045069,74.4,8.7,32.8,8.0,43.2,22443.0,2677.6879529005796,70.5,90.3,1115.0,525800.0,34.2,86.0,11.6,60.685483870967744,31.653225806451612,48.6624203821656,48.87043189368771
QN916.01,14430.40620820489,99.6,0.1,1.3,0.0,49.3,43799.0,9015.29828620333,0.3000000000000028,65.5,725.0,557300.0,25.0,93.4,46.0,71.03448275862068,21.567398119122256,0.0,11.694616063548102
QN916.02,0.0,,,,,,,0.0,,,,,,,,,,,
QN918,78.93140233252726,100.0,0.0,0.0,0.0,,,78.93140233252726,100.0,100.0,,,0.0,100.0,0.0,,,,
QN919,151477.2345278687,49.8,3.0,41.0,24.6,40.4,23713.0,44449.2119396307,73.9,96.3,1509.0,531800.0,41.2,86.2,22.7,38.5076865391826,43.11961004874391,1.2608695652173914,16.319376825705945
QN922,34200.23504698542,100.0,0.0,0.6,0.0,46.2,61699.0,13147.807042760007,14.799999999999994,99.4,,800600.0,29.8,98.0,44.8,76.66666666666667,19.42528735632184,0.0,21.274362818590706
QN925,107309.18696199861,57.6,3.2,32.9,28.4,35.5,24005.0,45010.62495485629,78.3,90.7,1340.0,535200.0,33.1,75.6,22.9,33.309809456598444,39.09668313338038,4.332129963898917,24.830508474576266
