ITZ_GEOID,pop_density,percent_non_hispanic_or_latino_white_alone,percent_non_hispanic_black_alone,percent_hispanic_any_race,percent_non_hispanic_asian_alone,median_age,per_capita_income,resid_unit_density,percent_multi_family_units,percent_occupied_housing_units,median_gross_rent,median_home_value,percent_households_with_people_under_18,percent_of_households_in_same_house_year_ago,percent_bachelor_degree_or_higher,percent_car_commuters,percent_public_transport_commuters,percent_public_transport_trips_under_45_min,percent_car_trips_under_45_min
SI27,93985.04609770032,26.9,27.0,35.1,1.4,36.0,12887.0,22184.942262769157,81.0,92.2,1381.0,371800.0,49.6,86.7,16.3,36.30017452006981,54.275741710296685,6.913183279742765,40.91346153846154
SI29,106984.77490602685,6.9,43.9,44.1,3.9,29.6,15614.0,42409.85157626728,79.8,87.4,811.0,306400.0,48.3,94.1,12.2,41.013584117032394,51.77638453500523,4.994954591321897,19.719745222929934
SI11,105092.90246589419,14.9,54.4,23.9,2.3,35.1,23219.0,47910.973493430654,82.3,79.8,1154.0,313300.0,41.3,95.9,32.7,40.074074074074076,45.18518518518518,3.8688524590163933,31.959334565619216
SI33,46721.10651414791,51.0,23.1,16.9,9.0,37.3,39993.0,19580.528458194676,61.2,90.9,1263.0,443000.0,30.9,94.4,43.1,49.501312335958005,41.78477690288714,1.6080402010050252,10.190880169671262
SI36,67887.03604090161,41.4,7.0,33.8,16.5,37.2,26959.0,24307.177446858164,33.7,88.9,1418.0,362100.0,41.1,92.9,22.1,53.211009174311926,44.20350291909925,5.528301886792453,20.12539184952978
SI39,44160.04939591645,49.7,15.8,19.5,9.9,35.9,37640.0,19012.841350794155,84.5,92.5,1333.0,461700.0,28.0,79.1,45.0,50.489236790606654,44.52054794520548,3.5604395604395602,21.3953488372093
SI40,112080.19924310925,7.4,41.8,36.3,10.1,31.4,19215.0,41713.54730920157,64.7,91.4,827.0,347100.0,46.7,94.0,25.0,55.04201680672269,42.83502874834144,0.7795560144553433,5.801526717557252
SI47,38177.579023517734,70.6,6.3,12.0,8.2,34.1,30644.0,13384.300203290317,57.7,93.4,1357.0,435200.0,20.9,85.9,40.9,52.20535068691251,30.802603036876356,1.619718309859155,16.412742382271468
SI50,53036.56596984045,57.5,10.9,15.2,16.2,41.1,32866.0,21115.77490593182,28.999999999999993,92.9,1526.0,441200.0,40.2,94.1,38.1,60.11695906432749,28.88888888888889,4.5951417004048585,15.068093385214006
SI59,23373.44587401167,72.7,4.1,16.8,5.6,40.0,41938.0,9517.052355210331,46.3,93.9,1289.0,489800.0,35.1,90.7,53.7,67.47676912080057,29.306647605432453,2.5609756097560976,18.103813559322038
SI64,51293.27124145391,57.5,10.4,21.6,9.6,34.5,29066.0,18796.913063638385,42.9,94.4,548.0,419300.0,35.6,98.3,34.8,59.23244026068067,37.29181752353367,7.766990291262136,16.332518337408313
SI70,35259.821994021026,67.5,6.4,17.8,6.0,39.0,23588.0,11277.464873954386,38.89999999999999,88.5,1454.0,424600.0,40.5,93.9,22.5,56.13728912158231,34.1477603257708,1.4395229982964226,9.414507772020725
SI74,76243.28453630947,64.1,1.0,16.7,14.7,41.1,26839.0,28209.852121395048,41.4,92.7,958.0,398300.0,35.3,95.4,33.4,45.964125560538115,44.84304932735426,2.25,15.082926829268288
SI75,96590.0370285064,29.4,13.4,50.2,3.0,37.5,16779.0,28329.792914690614,67.3,85.5,1332.0,401300.0,51.1,94.4,16.4,51.54787616990641,46.00431965442765,6.666666666666667,20.600558659217878
SI77,64833.963264134254,14.4,42.1,36.6,3.5,28.7,16755.0,24772.897118961115,49.800000000000004,84.6,1250.0,300000.0,49.8,90.2,20.1,60.0,36.0,10.64327485380117,60.0
SI81,57365.85884086665,27.9,38.8,20.2,6.2,43.7,26522.0,24885.21249053831,63.6,89.4,621.0,392200.0,24.8,94.0,30.4,46.33986928104575,48.23529411764706,2.682926829268293,16.699576868829336
SI146.05,47772.19666588465,84.9,0.2,9.5,4.5,46.0,38681.0,17525.89463482159,23.1,96.8,1266.0,513600.0,32.5,90.7,33.2,72.34279354479689,22.593210907067334,6.748768472906404,10.253846153846155
SI89,,,,,,,,,,,,,,,,,,,
SI96.01,53307.69283728976,71.1,2.2,16.6,8.7,49.0,32516.0,22202.293504812933,38.0,94.3,1156.0,533000.0,19.8,94.5,30.7,56.262425447316105,36.381709741550694,0.5828779599271403,18.57479387514723
SI96.02,59717.7952515528,78.9,1.8,7.9,10.9,41.7,34552.0,25807.4277115698,48.8,88.5,1253.0,476300.0,30.8,96.5,36.7,56.234413965087285,37.094763092269325,1.4453781512605044,17.682926829268297
SI97,41130.62368689537,36.9,34.6,27.0,1.4,35.8,32052.0,15297.672822582786,43.6,93.4,1165.0,379300.0,42.3,91.0,31.9,64.02604449267498,32.392837764514375,2.629815745393635,11.245762711864405
SI105,64396.15220244968,39.6,18.5,32.9,6.5,40.5,30192.0,25450.055240059424,45.900000000000006,90.0,1151.0,367800.0,38.2,93.6,34.0,65.13806706114399,28.353057199211044,4.939130434782609,11.953065859197576
SI112.01,39192.370711137875,76.9,0.0,13.0,9.7,38.2,29005.0,14668.64644474336,40.1,87.8,1413.0,421500.0,45.4,98.3,28.5,58.69805075395366,29.165134240529607,3.1651954602774275,9.429824561403509
SI112.02,30823.51239219271,71.1,0.5,15.8,12.6,36.8,27326.0,11630.07989150551,13.900000000000006,87.8,1245.0,351400.0,36.5,97.6,29.5,64.48395490026019,25.065047701647874,6.920415224913495,8.533960995292533
SI114.01,58589.77731049837,46.9,13.7,24.8,10.8,39.1,22451.0,29111.029521429627,69.6,90.4,,408300.0,31.4,92.7,19.4,53.14748201438849,41.81654676258993,3.763440860215054,21.319796954314725
SI114.02,71371.6681235035,76.3,3.2,12.2,5.7,41.4,38524.0,26701.6628725526,44.7,94.0,1409.0,459400.0,33.9,96.4,32.3,59.469302809573364,37.92924037460978,0.9465020576131687,14.33070866141732
SI121,48196.44057320589,72.0,0.7,22.8,3.3,41.1,42598.0,17250.321445376823,14.800000000000006,100.0,1278.0,491500.0,35.1,94.8,42.6,77.09532949456174,16.570697376839412,7.7606177606177615,9.759336099585063
SI122,50164.97270837724,87.2,0.2,5.9,6.2,40.8,38996.0,19751.32025506092,38.4,93.2,1259.0,510200.0,30.0,92.0,38.6,69.90898748577929,26.22298065984073,2.537960954446855,11.684296175752646
SI125,70757.03110009174,42.5,9.2,41.1,5.2,33.7,26691.0,25466.887564439796,43.3,89.0,1228.0,402600.0,44.8,90.7,22.4,55.02599653379549,37.08838821490468,2.9205607476635516,22.866141732283463
SI128.04,49526.36710910999,73.0,0.9,18.9,7.2,41.0,30300.0,20456.02129869974,29.099999999999998,89.9,1236.0,393700.0,35.7,94.2,26.0,59.11749069643807,34.98139287612972,3.8905775075987843,11.160071942446043
SI132.01,36194.04017152362,87.1,1.3,7.3,4.3,45.3,42013.0,13730.354694580525,23.900000000000006,97.5,1397.0,530900.0,28.9,95.4,37.2,64.22764227642277,32.24932249322493,2.310924369747899,30.44303797468354
SI146.06,43725.741856674715,88.1,0.0,5.6,6.1,41.5,36461.0,14901.937361149896,20.4,100.0,1732.0,385900.0,35.3,96.2,37.3,67.37938596491227,29.24890350877193,0.6279287722586692,5.386493083807974
SI133.01,234821.6344973342,6.7,49.6,38.4,0.0,23.7,8048.0,104382.9321489171,95.3,89.1,441.0,,45.5,96.8,11.8,28.195488721804512,63.1578947368421,40.773809523809526,236.0
SI133.02,38432.56131470567,6.3,38.2,43.8,9.0,28.0,18968.0,14931.183384900516,47.199999999999996,78.6,1309.0,351400.0,43.3,96.9,15.8,53.390639923591216,29.894937917860553,12.460063897763579,29.516994633273704
SI134,48764.50505758219,78.8,0.3,17.4,2.9,41.2,35915.0,20219.428926314566,44.4,92.9,1243.0,499100.0,30.7,93.5,28.2,70.11356843992827,25.28392109982068,5.650118203309693,13.273657289002555
SI138,46614.23094647846,89.9,0.0,9.8,0.0,49.9,43545.0,18821.595136879983,24.5,96.3,1185.0,561100.0,25.6,97.2,37.0,68.3282208588957,26.11196319018405,0.3230543318649046,8.181818181818183
SI141,81318.88139751705,32.3,13.4,42.1,10.3,39.5,31800.0,34678.590371302314,50.0,85.9,1274.0,359800.0,41.6,98.7,30.6,56.30550621669627,39.60923623445826,5.089686098654708,22.6813880126183
SI277.04,87392.13773019591,75.3,0.2,5.0,18.5,41.4,40169.0,31210.021661985054,26.599999999999994,96.9,1444.0,467200.0,37.5,94.3,30.2,76.44589552238806,17.350746268656717,2.4462365591397854,8.145210494203782
SI208.04,47314.76310520469,85.4,0.0,5.1,4.8,42.4,39329.0,16623.66869228854,28.5,96.7,1175.0,602200.0,31.8,99.1,31.4,74.78991596638656,21.237585943468297,1.7985611510791364,6.87946884576098
SI147,22007.16397029079,85.0,2.5,9.0,3.0,44.5,44230.0,9706.38551651535,40.8,89.2,1220.0,463800.0,28.0,92.0,46.0,70.67846607669617,25.663716814159294,4.32183908045977,13.297161936560933
SI151,55252.747253083675,67.4,0.5,22.1,8.5,40.6,39542.0,22604.858187537044,37.699999999999996,90.6,1097.0,446100.0,32.5,92.9,39.5,67.27659574468085,31.23404255319149,0.7629427792915532,9.987349778621127
SI154,0.0,,,,,,,0.0,,,,,,,,,,,
SI156.01,50260.868793059264,88.2,0.0,6.6,4.5,43.1,41101.0,19006.843448026753,26.599999999999998,97.6,1066.0,473600.0,32.6,92.1,30.4,68.6062246278755,27.943166441136672,0.5205811138014528,6.932938856015779
SI156.02,41806.0061447664,93.3,0.0,3.6,2.7,43.5,33242.0,14562.466196540488,6.5,96.3,,527400.0,37.3,96.1,27.9,76.26538987688099,19.35704514363885,3.3568904593639575,11.730941704035873
SI156.03,47913.432557914515,91.0,0.3,5.6,3.1,40.6,37945.0,18349.169087294016,17.900000000000006,96.4,2043.0,419500.0,31.4,94.8,40.0,68.1123502684841,28.707145807517556,1.1223021582733814,7.562158884172225
SI169.01,42436.144193301385,75.1,3.9,16.3,3.2,39.8,32231.0,16288.348153125864,40.9,93.0,1665.0,466100.0,41.3,89.9,35.2,59.24895688456189,36.02225312934632,1.8725868725868724,14.671361502347418
SI170.10,86554.05216343616,76.6,0.5,16.0,5.6,39.2,33861.0,30596.97866393738,14.100000000000009,98.9,1148.0,371000.0,38.1,97.5,32.6,71.08490566037736,23.278301886792452,0.5369807497467072,4.857332448573324
SI173,81100.01729952468,34.5,20.3,19.6,21.5,37.3,24312.0,31988.40589540417,59.199999999999996,96.5,480.0,522300.0,35.6,96.7,27.3,74.52948557089084,23.086574654956085,4.728260869565217,25.774410774410768
SI176,15057.410966032669,91.4,0.6,5.1,2.2,44.2,47810.0,5508.7318491212445,24.799999999999997,93.4,1123.0,684400.0,35.4,95.0,45.0,74.09978308026031,21.0412147505423,1.7525773195876289,7.50585480093677
SI177,20401.30001599414,80.7,0.7,3.5,13.8,46.5,64338.0,7469.145989193927,19.5,97.0,1433.0,744400.0,34.0,93.6,51.0,75.36617842876166,19.14114513981358,0.7999999999999999,7.296819787985866
SI187.01,49554.17246081375,71.3,1.4,11.8,9.7,41.1,36269.0,18688.518965596995,25.2,94.9,1592.0,446300.0,34.3,96.3,36.2,63.143631436314365,26.693766937669377,9.49238578680203,26.266094420600858
SI187.02,77623.43741421588,52.7,6.0,12.8,28.0,49.4,34481.0,25842.705320055495,33.49999999999999,95.2,967.0,469700.0,27.5,94.7,27.3,65.02630764469204,27.08139894769421,2.64,7.439314612089482
SI189.01,51933.1846616681,66.2,5.4,13.2,9.2,42.2,30893.0,20953.583662615038,21.599999999999998,96.2,1157.0,456500.0,30.3,92.9,26.9,73.1629392971246,23.048836147877683,7.326732673267327,11.24142233312539
SI189.02,69486.3791259359,56.7,4.0,9.2,24.8,39.3,33010.0,24680.065611142825,34.400000000000006,94.0,1489.0,511200.0,37.1,94.1,44.1,65.15403830141548,27.019150707743545,1.7565485362095532,9.667731629392973
SI197,64980.229197745575,90.7,0.4,5.4,2.4,42.0,45250.0,26178.569158032158,19.700000000000003,97.5,1384.0,449800.0,30.8,98.2,41.8,77.10280373831776,18.925233644859812,5.740740740740741,22.833333333333336
SI201,61892.27927389223,60.8,8.7,22.2,6.7,39.2,35654.0,23201.037136447972,38.800000000000004,97.5,1286.0,413300.0,36.0,92.4,32.8,74.08595253367544,20.397690827453495,3.459119496855346,12.0
SI207,62382.01165353639,7.9,28.4,60.3,2.8,30.2,17291.0,22578.060454272003,58.8,90.9,1142.0,337600.0,42.8,94.4,11.9,43.088158581116325,42.25352112676056,6.493827160493826,13.377723970944313
SI303.02,72469.22836886295,35.7,13.7,31.7,14.2,36.9,28278.0,24695.228748946625,32.400000000000006,93.7,1699.0,322000.0,49.5,94.2,32.8,71.88800605372683,26.106696935300796,2.5652173913043477,5.931578947368421
SI208.01,38466.02351788526,84.5,0.0,10.1,4.9,39.5,37714.0,13736.977030802402,29.199999999999996,98.1,1608.0,475100.0,34.6,93.8,28.2,67.59082217973231,27.294455066921607,0.5166374781085814,5.187411598302688
SI170.08,78114.20706230463,88.4,0.7,4.9,5.8,41.7,35534.0,27856.600825393292,17.800000000000004,95.1,968.0,464600.0,33.4,96.2,31.8,71.81500872600348,24.607329842931936,1.0047281323877069,4.1028756581611985
SI208.03,32161.725258489525,83.2,0.2,12.0,4.0,39.5,39092.0,11980.511912586753,35.900000000000006,94.0,1232.0,605100.0,43.1,98.7,39.5,69.63368709346115,26.155426223895926,0.0,5.486725663716814
SI213,65413.83960936156,31.3,13.5,36.9,10.0,31.8,21563.0,23761.906502393922,51.6,84.9,1150.0,328100.0,36.8,94.7,22.0,53.71517027863777,35.294117647058826,3.9035087719298254,13.419788664745436
SI223,35296.610459586176,20.9,34.0,37.9,5.7,29.6,26148.0,14085.306181039112,44.1,84.9,1152.0,329000.0,51.5,90.9,28.2,49.49771689497717,43.19634703196347,4.630021141649048,32.58302583025829
SI226,11962.75613255717,72.8,2.2,14.5,8.1,39.2,37252.0,3894.417494866742,27.499999999999993,95.7,1302.0,504700.0,51.7,90.1,35.5,77.48497457235321,19.972260748959776,2.638888888888889,3.45763723150358
SI231,78726.398546079,14.2,30.1,38.6,15.7,35.8,21902.0,25872.95155169801,44.099999999999994,88.4,1606.0,326600.0,46.3,94.1,18.8,53.18772136953955,40.850059031877215,2.54335260115607,15.571587125416208
SI239,77061.512224219,21.3,21.2,51.6,5.6,27.9,19678.0,23742.61520089754,49.60000000000001,87.2,1000.0,351500.0,52.6,90.7,27.6,56.465997770345595,40.52396878483835,4.773039889958735,17.571569595261604
SI247,58328.327341273805,29.8,25.3,34.4,5.7,32.8,27862.0,23518.05271610811,58.49999999999999,92.7,1335.0,357000.0,32.8,94.0,23.8,60.50156739811912,31.112852664576803,8.387909319899244,16.230569948186528
SI248,32262.980872921315,90.6,0.1,7.9,0.6,36.4,29848.0,11313.484692341837,30.6,93.5,1179.0,548700.0,41.8,97.7,25.5,73.2535885167464,22.20095693779904,2.1767241379310347,9.666884389288047
SI251,56788.37236296051,80.2,0.4,10.7,6.8,44.0,35774.0,20165.779058738757,29.300000000000004,94.6,1558.0,441500.0,25.1,98.1,29.0,70.51752921535893,27.679465776293824,0.97708082026538,7.9356060606060606
SI273.01,13946.270042532744,63.2,4.0,12.9,16.1,44.4,32388.0,5616.755786555849,27.800000000000004,97.2,1556.0,385600.0,31.6,98.2,35.1,62.76026174895895,34.443783462224864,3.2815198618307426,11.27962085308057
SI273.02,36109.99108709367,69.5,2.3,8.6,14.6,42.8,34732.0,14274.067065015852,40.099999999999994,92.1,1523.0,511800.0,31.1,90.0,45.6,75.25839793281654,19.767441860465116,3.006535947712418,14.309012875536478
SI303.01,73787.8530071503,38.1,12.1,29.2,18.9,36.5,28294.0,28629.14451982552,39.400000000000006,95.6,1325.0,333400.0,31.5,92.7,27.9,57.080035180299035,38.082673702726474,1.882217090069284,11.610169491525422
SI277.02,49556.75166251556,61.6,1.6,20.1,16.3,40.5,31773.0,22467.804338536094,59.8,98.3,1393.0,302300.0,26.5,94.8,33.6,67.91338582677166,26.83727034120735,3.4474327628361863,7.028985507246379
SI279,4376.4795575789085,83.9,2.6,8.8,3.3,53.6,42220.0,1371.242187834292,15.600000000000003,95.8,1105.0,743300.0,32.7,89.2,32.8,81.15107913669065,13.381294964028777,6.989247311827957,24.326241134751776
SI170.05,35346.68554384502,88.5,0.1,6.5,4.9,44.1,37169.0,12515.47275408464,32.2,96.0,1067.0,508300.0,37.5,98.0,35.5,74.73684210526316,21.497975708502025,0.0,7.361863488624052
SI291.02,3385.995066779435,64.5,4.1,20.6,9.9,39.1,32752.0,1228.9389808490098,11.200000000000003,90.5,1793.0,397700.0,48.3,95.8,26.3,74.357034795764,24.130105900151285,4.169278996865204,13.316378433367243
SI319.01,71121.41813798336,5.9,58.0,29.2,6.9,31.1,13321.0,32870.078195596834,65.5,87.6,427.0,294700.0,45.9,95.8,16.2,41.201716738197426,50.64377682403433,16.581920903954803,58.09027777777778
SI319.02,69833.47452889406,10.9,58.3,28.4,0.6,27.8,16688.0,28931.01087625611,59.2,85.6,741.0,281100.0,54.5,94.1,24.2,54.510993176648974,44.124336618650496,5.601374570446735,26.00834492350487
SI323,3396.076922183969,21.3,44.9,31.9,0.0,42.4,32224.0,1466.6145000564595,42.8,94.9,1355.0,231900.0,27.3,96.9,15.4,59.56006768189509,37.56345177664975,10.405405405405405,49.34659090909091
SI132.03,59427.91781347248,79.5,0.6,11.3,5.7,44.2,39403.0,22068.13937839029,31.199999999999996,96.3,1492.0,482200.0,30.7,98.1,31.7,69.44556859571024,25.37434237150951,5.247208931419458,7.872960372960373
SI170.07,40451.23569599379,58.7,5.2,20.7,13.1,37.6,29043.0,14107.285269229784,16.900000000000006,95.0,1255.0,299100.0,50.8,96.5,34.9,68.71239470517449,27.59727236261532,2.1802325581395348,5.14302393461763
SI291.04,54591.11395284121,68.0,7.1,20.8,3.3,37.0,31530.0,16977.997268797037,28.699999999999996,98.1,1555.0,399300.0,44.1,96.9,24.4,68.86068476977567,26.328217237308145,1.345291479820628,4.864980711530219
SI291.03,41182.082044858354,78.6,0.2,10.7,8.5,40.7,29951.0,14618.977034573512,34.199999999999996,94.3,1024.0,481800.0,28.9,96.1,23.7,65.26138279932546,27.403035413153457,2.358974358974359,6.029285099052541
SI146.04,65222.06863995323,79.1,0.2,12.1,8.1,43.3,33741.0,25922.935920484262,35.50000000000001,94.7,1202.0,456000.0,28.6,90.7,27.9,73.91869918699187,22.73170731707317,2.6466380543633763,4.188297404311484
SI170.09,45330.541785950394,86.5,0.3,9.4,1.8,43.3,43909.0,16976.41810145513,32.49999999999999,94.5,1182.0,628800.0,35.6,95.6,37.8,81.96312904833084,13.25361235675137,0.0,6.419452887537994
SI228,45.70828284232871,100.0,0.0,0.0,0.0,26.4,46651.0,21.181887170835253,100.0,100.0,,,21.1,100.0,40.9,59.45945945945946,0.0,,
SI244.01,32123.307993310984,85.8,0.0,8.3,2.3,40.5,37547.0,10839.247283343331,27.4,98.6,1144.0,674600.0,37.0,95.6,29.9,78.62818904224174,17.900460058552905,0.9345794392523364,5.170212765957446
SI244.02,23816.655900443475,88.6,0.7,3.8,6.9,37.7,41166.0,9129.987575322753,24.700000000000003,91.6,1289.0,594700.0,39.3,93.5,38.8,78.58183584264206,17.047110247693055,0.0,7.756489493201483
SI277.05,116522.91312783137,67.1,2.9,8.4,18.1,42.6,34403.0,41068.555408974986,31.799999999999997,94.3,1284.0,472300.0,32.3,92.2,29.5,68.12329301599688,26.45337495122903,1.592920353982301,8.041237113402062
SI277.06,85986.4263310623,54.3,8.1,14.4,21.0,38.0,28868.0,29938.19638239041,40.5,94.7,1353.0,467500.0,26.8,96.6,31.9,64.95828367103695,25.62574493444577,4.209302325581396,10.009174311926605
SI9901,,,,,,,,,,,,,,,,,,,
SI67,28880.91854493547,82.4,5.1,7.3,4.3,41.1,43280.0,13540.407126516198,43.900000000000006,81.6,1210.0,551300.0,32.8,95.8,42.4,53.951367781155014,35.94224924012158,6.3002114164904865,25.281690140845072
SI181,6606.530142323433,77.3,0.8,11.1,10.1,46.7,52625.0,2273.8370327145735,20.6,95.5,1016.0,728800.0,35.3,92.6,40.1,73.39667458432304,19.635787806809184,13.46774193548387,11.251348435814453
SI198,12183.613210310254,89.7,1.3,4.9,3.3,40.8,43246.0,4465.905920777555,25.700000000000003,92.0,1259.0,649000.0,38.4,95.7,33.1,74.13793103448276,23.157538877620013,3.1824817518248167,4.8426812585499315
SI128.05,29546.874679538672,79.6,0.1,17.3,2.3,42.8,31034.0,11305.820401790927,22.599999999999994,87.6,1195.0,399800.0,37.5,96.2,20.1,66.28352490421456,28.42911877394636,5.148247978436658,11.699421965317919
SI128.06,45683.41707926365,67.1,9.1,17.5,3.8,43.5,29764.0,20190.43879842456,59.5,93.6,1240.0,407800.0,28.4,97.1,26.5,64.09031697785497,32.00173686495875,1.1397557666214382,9.207317073170731
SI146.07,75361.93147191344,84.1,0.4,5.2,8.0,40.8,31060.0,27261.607786241417,40.099999999999994,99.5,1676.0,458000.0,33.9,93.6,29.6,76.94915254237289,16.949152542372882,2.6,7.778477029578351
SI146.08,94220.53555942948,80.5,0.0,16.3,2.7,39.4,30108.0,30759.03401761869,18.0,92.7,1756.0,438700.0,43.9,93.9,26.4,68.30835117773019,27.623126338329765,2.0736434108527133,11.230407523510971
SI170.11,67076.65524240637,88.2,0.1,8.8,2.3,43.8,36831.0,27067.06877838794,34.3,94.6,1134.0,490700.0,29.1,94.8,27.7,72.5798760133524,24.177396280400572,1.794871794871795,7.818659658344285
SI170.12,48510.6093079404,81.5,0.5,13.7,3.5,44.0,34210.0,18853.3278331125,33.1,92.7,1293.0,488400.0,34.4,95.7,31.0,65.6266810112964,28.456159225389996,3.856332703213611,8.237704918032788
MN271,544693.9477054465,26.8,1.1,68.4,2.6,35.2,23988.0,172620.5778442548,99.5,99.1,1333.0,386100.0,32.2,85.0,41.9,13.306192414827512,63.18834368973645,1.5496778569006442,12.012882447665055
MN129,152636.41498475426,58.9,4.6,14.1,18.8,35.0,92148.0,114364.35550746953,99.0,79.4,2417.0,885900.0,6.9,73.9,79.5,5.973072215422277,42.74173806609547,4.570446735395189,62.78688524590163
MN144.01,772544.0084329868,85.9,0.3,5.4,6.2,46.0,105026.0,418135.4616321772,97.80000000000001,93.8,2249.0,826600.0,22.3,86.2,76.8,8.223684210526315,57.828947368421055,4.061433447098976,
MN99,56753.302359373825,60.7,4.1,8.5,24.1,32.7,126297.0,39160.847428389025,99.6,85.5,2942.0,1558800.0,7.9,74.1,80.7,6.242165956380045,41.689646527951865,5.183403487672879,45.42168674698795
MN146.01,623434.4304156785,75.4,0.7,6.7,14.5,33.3,101676.0,414609.23908945126,99.1,91.9,2254.0,1588700.0,9.2,76.9,83.8,6.104017440049828,70.10277172220492,3.078631719235895,75.05102040816327
MN154,940752.091829208,67.3,4.6,13.8,8.4,37.0,59741.0,511763.7976000329,97.8,93.2,1910.0,581800.0,19.4,83.7,77.9,8.711550871155087,67.87481178748118,0.9538900332752337,15.25925925925926
MN158.01,497392.3965162286,79.5,3.3,6.8,8.6,40.5,111482.0,255329.80877781965,91.5,94.4,2404.0,1101900.0,18.7,86.4,90.1,4.658658072077351,61.17784939935541,4.051724137931035,19.49685534591195
MN156.01,812494.8283716749,65.2,5.4,11.7,16.3,32.6,65860.0,445679.6771511114,99.6,90.5,2130.0,,16.2,80.5,71.5,11.637029288702928,68.35774058577405,2.719969395562357,27.84269662921348
MN295,667372.4089786186,30.7,1.6,62.4,3.4,37.8,32942.0,282921.62077316316,99.6,94.9,1366.0,349100.0,22.4,91.3,45.5,10.703363914373089,64.24057084607543,1.0187242145350683,22.304761904761904
MN240,8956.292108887457,22.2,50.7,20.4,2.9,51.0,4583.0,0.0,,,,,,56.3,6.2,7.954545454545454,78.4090909090909,39.42028985507246,1428.5714285714287
MN14.01,368236.01136835944,65.7,0.6,13.6,17.0,46.0,64280.0,203629.10412961172,98.9,94.7,,657300.0,15.0,91.8,69.8,8.202247191011235,58.258426966292134,7.319189971070396,99.65753424657534
MN217.03,274.3568380572601,100.0,0.0,0.0,0.0,,,137.17841902863006,0.0,100.0,,,0.0,0.0,50.0,0.0,0.0,,
MN152,393443.8198651421,51.5,7.0,28.1,9.4,42.9,66298.0,211390.92052674416,100.0,93.6,1172.0,814800.0,20.1,87.9,61.5,5.519395990627441,66.46706586826348,2.314923619271445,64.15094339622641
MN229,420068.8843928853,16.7,23.3,49.7,3.8,35.7,25944.0,161166.64439727034,98.4,92.6,1189.0,364900.0,26.6,85.7,30.7,9.518909184461023,72.54952405454078,2.0141843971631204,31.243243243243242
MN161,435764.8607454463,82.3,2.0,6.9,5.6,38.6,133222.0,304724.38874332636,98.9,82.7,2310.0,,14.6,76.1,83.8,4.312213924355577,61.35870874488075,3.447192775814684,69.88826815642459
