ITZ_GEOID,pop_density,percent_non_hispanic_or_latino_white_alone,percent_non_hispanic_black_alone,percent_hispanic_any_race,percent_non_hispanic_asian_alone,median_age,per_capita_income,resid_unit_density,percent_multi_family_units,percent_occupied_housing_units,median_gross_rent,median_home_value,percent_households_with_people_under_18,percent_of_households_in_same_house_year_ago,percent_bachelor_degree_or_higher,percent_car_commuters,percent_public_transport_commuters,percent_public_transport_trips_under_45_min,percent_car_trips_under_45_min
MN26.02,445226.36054149974,52.0,3.7,17.0,19.3,36.5,56825.0,228374.44467038926,96.1,96.3,1241.0,661000.0,11.5,87.8,64.9,5.131713992473486,46.80123161135819,4.459064327485381,26.666666666666668
MN69,116829.50014492121,77.8,2.0,6.6,9.7,33.7,154804.0,68365.82952788386,98.4,84.8,3479.0,1168600.0,13.6,76.7,87.4,11.249182472204055,45.51994767822106,12.198275862068966,97.15116279069767
MN88,407717.105811287,62.8,2.5,7.3,24.1,39.3,88209.0,340896.8023588816,99.7,78.2,2139.0,534100.0,8.6,82.3,83.8,8.71413390010627,27.67268862911796,4.8233486943164365,14.853658536585366
MN71,393901.0472681017,77.8,2.5,3.7,12.1,37.3,118108.0,250118.6842043561,96.3,87.6,2117.0,890700.0,7.9,81.2,77.2,4.587384692096734,59.01271503365744,3.565694972539079,81.25
MN235.01,368646.42226962897,14.3,38.4,41.7,2.5,32.6,22750.0,160275.82546817203,97.8,94.7,990.0,244400.0,22.9,85.9,32.7,11.07882310207047,70.21431166000727,3.1298499741334713,59.442622950819676
MN72,430637.59942064725,66.2,0.2,2.9,26.5,30.5,82506.0,314829.17329824244,97.8,73.7,2348.0,591300.0,8.9,77.3,79.5,2.107728337236534,46.11454119650841,3.5641735918744226,202.02020202020202
MN33,158386.3391315515,73.9,2.9,7.4,10.4,39.0,192724.0,88986.04262142436,96.6,85.7,3117.0,,28.1,82.4,82.8,4.605052766229613,50.75151902782219,6.042848141146818,104.44444444444444
MN150.02,429884.3740975277,81.3,0.8,13.7,4.2,57.5,152826.0,252444.5626554774,98.5,78.5,2494.0,,24.4,88.6,87.1,10.128831630386495,44.46912483340738,7.3526473526473515,71.66666666666666
MN73,380548.5361390767,82.7,1.4,11.0,4.2,36.1,95602.0,302472.2707676269,94.8,80.1,2023.0,747200.0,6.9,82.4,83.2,3.3240353324035334,50.92980009298001,4.030123231401187,
MN101,72917.24772085024,46.8,5.6,8.2,37.0,34.8,128110.0,61019.900321485264,100.0,81.1,,,4.2,65.3,76.2,3.2293986636971046,45.99109131403118,18.692493946731233,189.6551724137931
MN109,9003.561099893423,59.2,9.5,1.4,29.9,33.3,82505.0,6614.8612162482295,75.9,68.5,3020.0,,0.0,61.9,87.9,0.0,53.097345132743364,130.5,
MN40,569097.8542063396,71.6,5.8,7.0,11.9,30.2,61922.0,283371.9827658038,99.0,92.2,2187.0,624400.0,9.9,67.7,79.7,4.875148632580261,63.291999320536775,2.14170692431562,22.857142857142854
MN273,418092.4374234369,61.1,6.5,24.4,4.1,38.9,42053.0,202682.09781733446,100.0,92.9,1625.0,455100.0,21.7,84.5,78.3,9.477037430315901,74.80753915582692,1.4549325762952448,40.61624649859944
MN97,319409.7183134956,51.6,1.4,26.6,18.2,52.4,57443.0,178859.58773281745,99.5,95.3,972.0,94500.0,11.5,93.8,56.4,4.18848167539267,42.04591220298027,5.747126436781609,66.73076923076924
MN67,336761.5271311717,86.1,1.8,2.8,5.7,33.1,102643.0,243355.08572237394,97.1,85.3,2341.0,907500.0,6.3,74.1,82.8,6.375838926174497,47.13474445018069,5.2026286966046005,70.89068825910931
MN49,236853.58679267525,82.6,2.6,5.2,8.0,35.3,96459.0,155289.14469462776,99.4,82.0,2038.0,,9.7,86.6,79.9,7.984790874524715,46.94089180781196,7.172312223858616,10.086580086580087
MN186,687349.6979612748,4.4,53.7,35.3,4.2,29.5,14471.0,186912.4339452193,99.3,96.6,570.0,,38.2,89.7,13.4,1.7363851617995265,81.64956590370954,3.562107298211696,
MN98,442789.6666006791,74.3,2.4,6.9,14.4,41.4,115639.0,317806.7513712727,98.0,81.9,2366.0,826500.0,8.9,84.5,69.7,5.456702253855279,43.04072756030052,3.5920992191088654,8.333333333333334
MN199,427609.21987062314,62.4,6.6,14.2,13.1,29.6,50080.0,183227.2059403469,99.5,83.0,1711.0,908200.0,18.9,70.6,79.9,6.922874440642274,53.8036325348776,3.48825831702544,64.82889733840304
MN82,203414.25013567894,65.7,3.5,5.2,22.8,45.0,112307.0,157524.29499457273,99.3,79.2,2852.0,824300.0,10.6,82.0,79.2,6.124401913875598,31.435406698564595,12.420091324200913,42.5
MN52,246239.7209051206,73.3,2.7,4.7,14.6,30.5,111302.0,115001.3649813894,96.9,83.9,2660.0,1686200.0,18.5,70.9,89.0,3.350885591191958,45.428434657730975,9.599578503688093,242.14285714285714
MN56,184932.6404935143,66.8,6.0,7.8,18.3,38.2,137302.0,143333.64559872783,97.3,72.6,1705.0,1256600.0,6.1,78.2,74.9,7.930672268907563,73.47689075630252,5.761258041458185,132.51655629139074
MN166,474168.6337745932,28.7,15.4,51.2,3.4,31.7,26836.0,196069.20078250548,98.10000000000001,91.8,1056.0,342400.0,26.2,84.4,34.9,3.4782608695652173,73.41238471673255,2.8571428571428568,106.43939393939394
MN9,55399.21284686674,70.2,2.7,9.2,12.8,33.7,116523.0,35355.75845853123,99.6,76.2,,1070700.0,18.0,71.9,84.1,7.698541329011345,54.13290113452188,13.862275449101794,203.47368421052633
MN261,929706.6030475672,3.1,4.9,89.6,1.3,33.8,16152.0,267156.2777953912,98.19999999999999,95.4,1074.0,471100.0,40.5,91.5,15.2,11.642714207749682,71.1297071129707,1.258312020460358,14.46875
MN138,750969.1194725926,77.7,1.7,6.5,11.9,38.5,89902.0,460193.2143493492,96.89999999999999,92.5,2146.0,702200.0,8.5,79.9,79.8,5.229368507061982,67.94677249912455,1.475691461948119,32.5
MN177,584316.1709015414,46.2,12.0,28.9,8.4,43.7,78850.0,313308.40695976483,99.19999999999999,94.8,1087.0,945600.0,25.2,83.8,62.1,13.951491736424126,66.38763683193818,2.4862592951826707,18.84615384615385
MN116,170465.45332850382,64.8,11.5,6.2,13.7,34.2,88552.0,124114.86484442106,97.7,79.0,1514.0,568200.0,16.2,80.7,83.3,4.1947926711668275,40.26036644165863,9.928143712574851,200.0
MN117,219539.06515256313,49.5,7.7,24.2,17.7,33.9,87222.0,165903.57275565466,100.0,77.1,2816.0,,17.2,83.9,73.2,7.913413768630234,49.396735273243436,5.2873563218390816,74.75336322869956
MN89,348967.67114134465,68.4,10.2,13.0,4.8,37.8,99744.0,229091.2952872762,95.4,79.9,1757.0,1204900.0,14.1,83.2,67.9,10.37016106244702,45.21051144391071,5.04375,25.585831062670298
MN63,379724.3394828975,81.3,1.4,4.7,9.5,42.1,120360.0,264586.7971579846,96.80000000000001,83.8,2243.0,1144700.0,11.5,83.2,87.5,6.535600425079703,59.51115834218916,4.111607142857143,57.68292682926829
MN78,484907.2742832472,58.7,5.1,10.7,20.0,31.4,84098.0,338252.3913292896,98.3,81.7,2463.0,686000.0,7.8,83.4,74.9,2.1077749055478225,36.488367468681645,4.130790190735694,66.60377358490565
MN196,260674.88175195904,11.1,31.2,46.8,6.5,40.5,21584.0,104610.1483050276,98.8,94.3,575.0,,21.3,91.7,18.9,3.8486209108402822,76.52341244387428,6.77284157585918,166.66666666666666
MN269,578192.6454103844,5.5,5.0,87.0,1.5,38.3,17184.0,176259.55418882996,97.10000000000001,95.0,1126.0,466200.0,29.0,92.3,16.8,16.43988400624582,62.97122462636627,1.4948636202621324,20.149253731343283
MN148.01,655207.1520896986,79.0,0.3,6.7,8.3,39.8,134531.0,358458.7801097561,99.0,85.5,2313.0,1744700.0,22.6,93.7,86.4,12.039957939011567,57.991587802313354,7.434270172257481,30.436681222707424
MN128,354965.9980027975,88.1,0.2,5.8,2.2,55.7,158790.0,223178.2487442962,93.8,77.1,2014.0,,19.1,93.9,83.7,15.384615384615385,38.573562359970126,8.431752178121975,21.990291262135923
MN118,548644.736912547,88.5,0.0,4.1,5.8,37.9,133277.0,364322.0267422606,99.1,82.5,2437.0,1250000.0,19.4,81.7,82.4,8.606173994387278,33.78858746492049,4.606866002214839,35.52173913043478
MN218,420805.101819486,16.8,60.9,17.1,2.3,32.0,32599.0,184953.01591925372,97.30000000000001,92.0,1184.0,,24.2,88.0,38.4,2.9938171168239505,82.10218027985682,2.6317875544986125,
MN211,308541.493381545,33.6,18.3,18.2,25.0,31.1,35036.0,142765.390281597,97.6,87.5,1119.0,492300.0,22.3,89.9,60.4,6.538895152198422,69.76324689966178,1.9457013574660633,50.068965517241374
MN54,296464.3132413295,76.7,2.2,7.1,10.8,38.4,129047.0,182710.71272179647,94.9,90.7,2624.0,885000.0,11.2,82.4,81.6,4.3623043623043625,61.23876123876124,5.00815660685155,67.25190839694656
MN120,217986.86937662534,87.9,2.9,4.7,4.4,47.3,134936.0,158575.4937331672,97.9,71.4,2220.0,1630200.0,16.4,89.4,87.6,6.58794282162834,29.64574269732753,17.463312368972748,
MN135,179186.89575399054,42.6,9.5,33.9,13.4,41.8,68205.0,116753.06164770726,99.3,85.6,1347.0,,8.6,81.6,55.7,9.912461380020597,39.5211122554068,4.925081433224755,47.22077922077922
MN137,306694.0102159573,70.5,2.8,5.3,15.3,38.2,114837.0,263146.3226067553,98.6,61.2,2848.0,1266700.0,15.0,75.2,81.0,5.377207062600321,39.51310861423221,5.558564658090725,85.42288557213931
MN124,618405.0584953955,70.6,2.0,12.6,12.6,35.5,100825.0,389174.9115696266,98.4,83.0,2233.0,906500.0,19.0,76.9,81.1,8.816078365141024,47.03597365309914,2.2980251346499103,30.766283524904214
MN127,413235.29526645166,55.4,3.3,25.1,14.4,40.9,63973.0,285448.4190472496,98.3,85.2,1914.0,774000.0,3.8,87.2,75.5,4.57940251572327,44.45754716981132,3.664898320070734,15.92274678111588
MN134,768605.426448172,78.9,1.7,7.0,8.5,38.5,97600.0,458913.1013076528,100.0,93.9,1872.0,708600.0,22.8,84.1,80.5,9.471598414795244,49.74900924702774,2.2092405735528406,17.21059972105997
MN200,289561.9116183821,23.5,54.4,15.6,2.6,42.0,40065.0,129628.49234899967,93.4,83.3,1364.0,1050300.0,25.8,94.7,56.5,17.37470167064439,65.01193317422434,5.242290748898678,41.043956043956044
MN142,251738.84552058857,92.6,0.3,1.6,3.1,54.0,227095.0,173138.1118618668,94.69999999999999,71.0,2390.0,,19.3,83.5,81.8,10.22944550669216,32.55258126195029,12.584434654919237,47.10280373831777
MN91,384764.5115399246,64.7,5.1,5.8,19.0,37.9,122017.0,264322.7619107449,98.1,88.8,1938.0,1230500.0,10.3,86.4,77.4,4.66263169692894,48.59896884106703,4.00830258302583,48.557692307692314
MN94,3100.48874880684,90.9,0.0,0.0,0.0,29.4,95786.0,2254.9009082231564,100.0,87.5,3088.0,,0.0,90.9,65.7,0.0,9.375,0.0,
MN110,457173.56261275656,79.1,4.9,6.9,9.1,36.3,106822.0,308968.61119101883,95.9,83.0,2140.0,876100.0,12.5,85.5,76.7,7.391993658343242,53.56718192627824,3.022567517573067,26.407506702412867
MN106.02,365944.0595272801,73.6,4.8,8.4,11.6,38.7,89091.0,242649.31358515925,100.0,78.6,2585.0,677800.0,21.1,86.1,87.6,16.010673782521682,21.71447631754503,9.98463901689708,24.0
MN140,491295.5739364197,81.1,1.4,9.0,8.0,40.9,136632.0,271219.19574006874,98.5,87.9,2356.0,1596200.0,21.0,84.7,79.9,6.482538233280073,62.13193334855056,3.0639235855988245,62.64084507042255
MN108,532596.5348978833,80.0,2.0,5.5,11.4,39.1,121773.0,363595.0214991529,99.2,77.0,2248.0,715000.0,12.8,77.0,88.5,9.178423236514522,52.49792531120332,2.526082832753715,18.625678119349004
MN77,353730.8080059162,81.8,1.0,8.0,7.7,37.0,116179.0,260900.56700845077,93.6,81.9,2227.0,987700.0,6.6,83.3,87.4,4.352102286697812,58.05261863781657,3.951715374841169,91.80790960451978
MN74,239596.47795474192,73.5,2.2,9.5,11.4,34.4,120401.0,181536.84110325738,98.3,76.9,2838.0,783500.0,4.9,66.8,83.6,4.4844928751047775,39.48030176026823,9.341825902335456,93.45794392523365
MN125,154491.11322153255,56.6,1.5,7.3,33.1,32.2,120734.0,131450.25547197973,98.80000000000001,67.8,3413.0,1213700.0,6.9,66.9,86.1,6.370070778564206,38.32153690596562,10.620052770448549,116.50793650793652
MN112.02,35462.06769939583,91.1,0.0,2.7,6.2,52.1,220211.0,65266.76273079466,95.6,34.7,2778.0,1875000.0,9.1,96.9,78.5,6.2015503875969,15.503875968992247,500.0,1250.0
MN159,559680.7506124553,82.1,2.7,5.5,8.1,42.3,101766.0,392437.42113248154,96.39999999999999,83.4,2122.0,988300.0,11.9,83.5,82.4,3.851951096968682,74.42639423882096,1.9509450945094506,43.17391304347826
MN156.02,242882.03910262833,22.7,21.2,41.6,13.3,37.0,44165.0,109762.09509568656,99.1,93.2,963.0,995300.0,28.0,90.9,41.2,9.327731092436975,70.50420168067227,8.891537544696066,130.27027027027026
MN146.02,762091.245229454,79.8,1.5,12.3,5.5,38.0,88881.0,529648.9795133692,99.7,90.0,2093.0,631500.0,12.2,81.6,88.5,4.238386081806404,70.40533037201554,2.0504731861198744,70.17467248908297
MN205,198847.60122311214,69.6,7.8,8.9,11.7,21.8,46104.0,48485.39235683055,97.6,93.9,1968.0,1075500.0,22.3,70.1,88.1,6.075533661740558,37.71209633278599,10.174165457184325,170.27027027027026
MN293,639373.7864409627,6.3,3.7,87.1,1.0,32.4,17190.0,214106.0002356918,99.5,94.8,1198.0,,45.7,89.0,16.3,20.872583044124937,61.15518096182449,1.507904337251723,17.672209026128268
MN311,0.0,,,,,,,0.0,,,,,,,,,,,
MN114.02,231622.52194784826,83.6,0.0,4.3,11.2,47.6,157637.0,205475.10648807234,97.0,60.6,2112.0,1133900.0,17.8,88.1,85.1,10.87344028520499,40.998217468805706,16.891304347826086,56.80327868852459
MN139,515793.3052836768,64.3,4.0,10.7,14.5,41.3,88559.0,446621.7599761554,99.4,77.8,2063.0,786100.0,6.0,88.8,70.7,2.638006839276991,55.30043966780654,1.984687868080094,61.72839506172839
MN133,300650.64425300935,53.7,4.0,21.4,17.2,34.9,67561.0,259658.4414226196,98.80000000000001,66.8,2177.0,1071400.0,3.0,75.3,74.0,5.521844660194175,49.90898058252427,5.398176291793314,31.978021978021978
MN158.02,1009312.5084975597,57.1,5.3,11.4,22.0,30.1,60808.0,428592.12317360146,100.0,94.9,2391.0,,18.2,69.4,84.0,4.45906432748538,67.32456140350877,4.533116178067318,57.78688524590164
MN192,219258.85280690945,1.5,34.5,56.9,6.1,28.9,13423.0,76685.78376921658,99.2,95.6,419.0,,42.0,93.4,13.1,7.685009487666034,79.69639468690703,7.619047619047619,
MN168,249443.61765318358,22.9,27.5,40.1,6.3,43.1,42839.0,102793.57796474923,99.4,91.8,632.0,,29.3,88.1,34.7,9.523809523809524,60.60013046314416,6.383207750269106,101.43835616438356
MN113,7353.527978487131,20.8,16.7,5.0,55.0,30.9,101925.0,4841.072585837361,100.0,79.7,2750.0,954500.0,0.0,71.7,61.5,0.0,37.89473684210526,277.7777777777778,
MN216,515144.8252526542,25.4,50.9,17.5,3.9,36.3,45796.0,238710.4926764923,99.4,89.1,1177.0,745800.0,23.4,92.7,48.6,6.8276823037621925,79.65629354389225,2.402332361516035,
MN130,209690.48829473322,88.1,0.3,5.0,4.1,53.0,192858.0,163307.33881018392,97.30000000000001,68.3,1736.0,,16.8,90.5,84.7,25.105105105105107,23.063063063063062,21.250000000000004,45.78947368421053
MN198,134828.1807958636,14.9,56.1,18.9,8.8,38.6,42821.0,62257.77186891152,96.0,94.6,1304.0,467000.0,19.4,90.6,48.7,15.684931506849315,63.83561643835616,6.8025751072961365,63.36244541484717
MN119,60368.23248387114,29.0,35.2,28.5,2.4,62.0,31434.0,67459.68148047046,97.6,86.4,535.0,,0.0,96.8,24.4,0.0,15.80547112462006,192.30769230769232,
MN160.01,335732.2056495624,82.1,0.3,6.9,7.8,51.1,194869.0,160325.41009962512,94.5,90.2,2565.0,,26.8,87.2,89.1,11.346704871060172,43.72492836676218,10.052424639580602,75.55555555555556
MN157,534194.3742848468,78.9,1.7,9.0,8.2,41.7,114483.0,424664.46280973905,97.2,73.4,2072.0,808100.0,12.3,85.7,87.1,5.931495405179616,64.66165413533835,2.188630490956072,32.95774647887324
MN265,434848.338090658,29.3,5.9,61.8,1.9,34.9,32651.0,170421.18140831846,98.2,92.1,1325.0,386300.0,20.4,85.3,42.7,6.958824945822297,77.7269443775584,1.654275092936803,19.377162629757784
MN153,574805.5265143329,79.5,0.6,6.7,9.8,40.7,128002.0,391879.1388012859,96.5,76.0,2605.0,1077500.0,20.0,87.2,81.7,4.703016676035226,54.806070826306915,2.878632478632478,36.93227091633465
MN132,527423.9294877781,74.8,0.0,14.5,6.5,35.3,82506.0,346791.42262833193,99.6,88.2,1924.0,645700.0,13.4,85.0,80.9,12.48966087675765,58.2850840915357,1.4735099337748345,14.105960264900663
MN151,240403.18941369478,36.8,11.4,33.7,16.8,38.7,72495.0,158005.16836107068,99.7,83.5,1095.0,,15.8,83.1,59.2,4.035996727570221,66.73029724570493,3.0281977932161834,
MN131,174618.3928287915,59.6,4.2,15.8,18.7,34.6,83278.0,140807.32703149982,99.60000000000001,75.9,2642.0,813600.0,7.7,71.9,75.0,3.1692133559705717,42.2184493491794,9.67828418230563,243.57142857142858
MN172,341417.62284778064,11.4,20.4,63.5,3.6,32.9,23087.0,149415.5790988693,98.7,92.5,1057.0,1022700.0,27.1,92.0,31.3,8.745402533714753,67.06170821413976,3.991468616697136,64.85981308411215
MN215,637403.8473702321,15.2,60.2,21.9,2.0,28.8,19425.0,240570.54123130368,100.0,94.0,1097.0,583300.0,38.4,93.1,30.1,12.457454050374404,66.03131381892443,8.123711340206185,81.25683060109289
MN257,337049.32521955,29.3,40.9,16.3,10.8,37.1,47436.0,148238.94064189473,96.0,90.9,1624.0,827200.0,36.3,92.2,64.2,8.757549611734254,74.28817946505609,4.518002322880371,68.52216748768473
MN37,69936.79168423054,79.9,2.6,8.1,6.6,41.9,130383.0,41914.80267669244,93.10000000000001,84.5,2304.0,1484000.0,21.5,86.6,73.3,8.101101749837978,48.02333117303953,12.105263157894736,122.0
MN242,125442.8188511872,4.3,51.6,38.9,5.0,29.8,15587.0,48883.16150074917,99.19999999999999,95.5,474.0,,38.9,95.3,20.9,9.993108201240524,78.35975189524466,5.435356200527704,137.93103448275863
MN259,594326.3420269325,16.8,45.5,31.5,2.5,35.2,35753.0,256728.44148031643,98.6,93.4,1113.0,519500.0,30.9,88.3,53.3,17.867036011080334,65.74330563250231,4.662921348314606,40.07751937984496
MN299,81188.7896461559,2.1,18.5,79.2,0.0,40.5,11988.0,27530.843085113167,97.0,94.7,657.0,,40.1,95.8,16.5,18.682021753039027,73.32053742802303,3.0279232111692846,41.36986301369863
MN86.01,245065.64255316174,69.5,1.6,6.5,19.3,33.9,93763.0,134578.12690419386,100.0,85.4,3391.0,921700.0,18.5,75.0,84.4,9.915296462381663,35.82461385151968,12.71210013908206,80.50251256281406
MN86.03,334184.3093413538,82.6,0.4,5.6,6.6,60.8,166371.0,293131.140862443,100.0,68.7,2628.0,1007200.0,9.3,95.0,79.8,12.517257248044178,23.377818683847217,16.181102362204722,26.323529411764703
MN227,402697.57287218387,20.9,41.5,30.5,4.8,33.5,30116.0,174707.0349849879,89.0,90.2,1327.0,600400.0,21.6,84.6,48.7,3.597601598934044,81.57894736842105,2.364230298080849,
MN231,389135.0952623408,16.7,34.8,43.2,1.4,33.8,28425.0,176006.4399679909,97.3,89.1,1311.0,470000.0,23.5,83.3,38.8,9.730018711574445,82.06361935311413,2.449511400651466,37.582417582417584
MN238.01,278634.33434212394,43.9,11.7,12.7,28.0,36.3,52032.0,137184.9147741779,99.1,90.1,1988.0,620100.0,20.1,78.1,69.3,5.050065302568568,82.97779712668698,1.8546694648478486,59.310344827586206
MN238.02,98698.68515322082,42.9,20.7,16.0,17.7,51.2,37895.0,32108.25550439063,100.0,84.2,2815.0,732100.0,21.0,77.6,42.3,5.475880052151239,73.53324641460235,13.865248226950358,
MN317.03,315559.4638398844,71.7,1.6,6.1,16.9,34.9,110281.0,162198.48720596914,99.7,88.2,2957.0,1654400.0,35.2,78.9,85.3,6.290222129956405,41.249740502387375,4.308002013085053,52.178217821782184
MN317.04,294290.4245276558,59.9,0.9,13.6,22.3,37.9,116605.0,163689.64839570635,100.0,86.4,2928.0,737400.0,30.9,77.4,88.2,10.394651714470562,58.141039465171445,2.718842729970326,25.33195020746888
MN44,420632.6438379078,73.7,3.7,8.6,10.6,34.9,57544.0,221868.70545973568,99.7,95.4,1870.0,,13.8,80.0,81.3,7.817123222296459,63.12875823231841,1.27608104021772,12.796092796092797
MN86.02,0.0,,,,,,,0.0,,,,,,,,,,,
MN213.03,406915.3045484073,14.3,44.5,34.4,3.9,35.8,21448.0,172175.37994006812,99.6,87.4,1234.0,,22.0,87.7,38.6,5.938242280285036,76.51849338310146,2.341463414634146,78.39999999999999
BK315,313410.21657363547,29.0,56.0,6.8,2.7,32.3,36706.0,158202.10015046713,93.6,88.8,1169.0,829100.0,16.0,82.4,52.8,12.142080463936209,75.0996737948532,1.7133204633204633,50.8955223880597
BK317.01,268903.2657898155,27.3,63.1,2.8,4.7,31.1,31743.0,128250.91307363014,95.3,84.7,1253.0,1054100.0,22.3,82.9,48.8,11.085450346420323,68.82217090069284,2.38255033557047,75.66666666666667
BK317.02,287451.3727095591,25.6,48.9,14.9,4.1,30.4,29609.0,124744.50141695306,93.4,86.8,1457.0,662200.0,21.9,87.9,42.2,7.820954254795868,76.586325627152,3.4104046242774566,
BK319,273178.3667156702,32.7,56.9,9.6,0.3,30.5,23331.0,105188.962346388,92.5,91.5,1132.0,612800.0,27.8,91.6,37.5,8.585858585858587,76.51515151515152,3.7046204620462055,147.05882352941177
BK321,403808.0024657722,12.9,66.0,12.1,3.3,32.7,24176.0,151276.72420046412,95.0,92.5,1315.0,644000.0,35.9,88.5,33.2,10.308101939901103,82.50285279573983,2.600276625172891,73.80073800738008
BK323,237799.15007531093,11.1,71.6,11.2,2.1,35.4,28627.0,91250.68092086872,91.7,95.6,1281.0,675000.0,28.7,92.6,38.8,16.209349593495936,63.8719512195122,2.5218774860779636,47.492163009404386
BK325,417875.6980253547,6.7,82.0,6.3,2.4,36.8,24619.0,173401.15765414303,96.7,94.8,1276.0,,27.0,91.7,23.3,12.911464245175937,77.09988649262202,1.670960618329039,
BK326,234467.43973521702,14.3,33.9,34.4,14.8,27.0,12604.0,84175.34846361287,86.4,89.8,716.0,424100.0,41.5,94.1,13.2,16.30841121495327,70.0,2.1895861148197593,22.005730659025787
BK327,152511.01894920596,13.8,65.0,17.8,1.7,43.7,38271.0,82607.60253167433,88.9,94.3,1147.0,803000.0,19.9,90.4,35.1,24.82758620689655,65.37931034482759,4.820675105485232,31.88888888888889
BK328,113584.12598289156,13.6,30.1,17.4,36.3,50.0,44906.0,50528.06255567785,53.1,89.7,854.0,380500.0,24.9,87.5,15.8,25.904761904761905,60.38095238095238,4.73186119873817,46.801470588235304
BK329,412683.7753264322,29.6,53.1,13.3,1.1,33.9,23127.0,170179.58585663946,94.9,91.8,1265.0,617900.0,33.3,93.3,32.8,24.12914188615123,69.49872557349192,2.2004889975550124,24.54225352112676
BK330,146441.2722839538,16.2,50.0,26.7,4.8,36.3,16911.0,58150.47481705417,88.10000000000001,95.8,538.0,333300.0,40.1,92.1,17.2,27.800490596892885,62.632869991823384,4.281984334203656,20.647058823529413
BK331,306603.4118865761,58.8,36.4,4.0,0.0,29.6,19982.0,121115.14767229707,90.8,93.9,1221.0,927700.0,26.4,92.0,27.1,21.790890269151138,34.679089026915115,3.970149253731343,42.68408551068884
BK333,273577.4760571572,65.1,27.6,4.5,0.0,26.0,14324.0,81564.90629068961,84.9,93.3,1274.0,752200.0,47.9,92.6,33.3,26.33355840648211,44.29439567859554,8.033536585365853,49.33333333333332
BK335,180687.28646949577,62.1,26.0,10.6,0.8,24.6,19029.0,52007.913316145656,55.699999999999996,89.8,1313.0,810300.0,39.3,92.5,45.1,24.257932446264075,52.610030706243606,7.256809338521402,73.45991561181435
BK336,62578.473618113756,74.6,6.6,13.3,2.9,42.7,33435.0,30685.68807872989,66.5,72.3,1427.0,515300.0,30.8,95.6,50.0,53.909891248058,37.286380113930605,2.4305555555555554,12.228626320845342
BK337,223242.597741169,40.7,44.8,11.1,2.5,31.3,26013.0,82422.16944421394,85.0,86.5,1300.0,698100.0,48.9,95.7,34.5,21.57068062827225,60.20942408376963,2.8260869565217392,45.55825242718446
BK339,285149.3207066957,18.2,66.8,7.6,4.2,34.8,20400.0,124946.38154608347,94.2,89.9,1021.0,701800.0,23.7,93.2,24.8,17.93635486981678,65.91128254580521,3.5040234089246534,37.1505376344086
BK340,180430.40731203867,37.1,38.4,17.4,6.6,59.0,13578.0,55772.41661163292,100.0,98.5,466.0,,23.4,94.0,21.6,26.877470355731226,66.00790513833992,11.58682634730539,85.80882352941175
BK341,213089.55450727668,10.8,74.6,9.9,0.0,38.2,27713.0,89563.84238957817,90.7,89.4,1302.0,585500.0,27.0,94.2,30.1,20.91648189209165,68.51441241685144,4.1316073354908305,36.78445229681979
BK342,273264.8385701494,31.3,34.8,26.0,3.8,45.3,15844.0,138411.12155737096,98.4,92.0,439.0,,26.5,92.2,22.6,24.97991967871486,59.59839357429719,3.032345013477089,57.138263665594856
BK343,319235.05660817144,6.5,63.5,22.5,5.0,36.1,21410.0,148232.8719912761,96.9,91.5,684.0,815300.0,33.3,91.9,22.2,19.736842105263158,70.93821510297482,3.7661290322580645,49.47826086956522
BK345,209752.78827175888,5.0,79.1,8.8,0.9,32.7,15474.0,82835.24480368395,98.1,90.3,1236.0,595700.0,31.0,94.9,21.3,23.983739837398375,62.03252032520325,6.408912188728704,62.30508474576271
BK347,259976.25925977595,1.6,82.4,14.6,1.4,35.5,21132.0,130681.19430208523,96.4,93.6,964.0,613300.0,25.9,84.7,21.7,12.491951062459755,76.17514488087572,4.057480980557903,74.1237113402062
BK349,391225.4630070874,7.8,78.2,10.6,1.1,30.8,16924.0,146676.57277946093,99.6,97.2,1226.0,328100.0,40.0,93.0,15.3,10.048622366288493,81.23987034035656,2.024937655860349,67.25806451612904
BK350,149188.8214786542,96.7,0.0,0.7,1.1,56.6,23149.0,83010.61217151137,98.5,95.8,1043.0,,8.8,97.7,45.0,28.19420783645656,53.066439522998294,4.686998394863564,32.235649546827794
BK351,282614.38779671927,11.2,56.9,22.2,1.3,38.5,18066.0,121497.77419298212,92.2,88.2,1065.0,691500.0,35.2,93.7,15.7,15.915573302909298,67.88362806617228,2.907563025210084,53.118279569892465
BK534,261492.62126648126,64.3,6.8,5.2,19.6,30.9,18233.0,86729.62770875459,84.39999999999999,94.2,1214.0,615200.0,37.2,88.0,33.6,24.10979228486647,47.55192878338279,7.03588143525741,46.061538461538454
BK535,337355.11556523194,90.5,4.3,4.7,0.0,21.0,7661.0,92866.0207423111,98.0,95.1,1090.0,625000.0,60.9,97.2,5.1,20.978441127694857,12.354892205638475,26.107382550335572,56.87747035573123
BK537,227476.71974212918,95.6,1.6,1.0,1.0,16.8,8603.0,43451.33160375228,93.2,97.8,1280.0,673200.0,74.3,96.7,5.0,26.85069008782936,14.178168130489334,61.85840707964603,84.90654205607477
BK538,284134.08929673955,78.8,1.5,13.3,5.7,44.1,19950.0,136012.58639913032,94.2,94.5,1330.0,584700.0,22.3,94.0,40.7,40.69003285870756,42.11391018619934,5.4226267880364105,20.48452220726783
