2.982630951543579431e+04,-1.063825471379662213e+00,-1.007949063829700398e+00,-1.953413903262477547e-01,1.611560661101136560e+01,-1.926354533944314440e+01,-3.281962904629356359e+01,1.295633197540620785e+00,4.426381428304076437e-01,1.212132863061479854e-01,-6.160061521472975921e-01,-1.833150126992818263e-01,3.919010776770733839e-01,-1.426301829681020195e+01,1.295305804062042876e+00,-3.692069991081182057e+00,-8.539817087089138781e-01,-9.894651631827900973e-01,-4.353810445918495198e+00,-1.552493431870279050e-01,2.625554279725791137e-03,-3.892070411749415371e-01,1.289782785003834864e-01,2.522978686920847660e-02,8.296143718831883174e-02,1.138194345885593962e-02,-3.861133179120459999e+02,-1.964869786835106993e+02
-1.063825471379662213e+00,1.075262048280437279e+10,2.893778447368227646e-01,5.608167371645548377e-02,-4.626721403958652168e+00,-4.707478623617331159e+00,2.933579625085291809e+03,3.781723436180040920e+00,-1.270795086449079403e-01,-3.479981360513166588e-02,1.768527191004229671e-01,1.681438844508351460e+00,4.416433900855505357e+00,4.094851260132879922e+00,3.026178243595012071e-02,1.059977428400178390e+00,2.451744787300164374e-01,2.840711962924960532e-01,1.249960269271117808e+00,1.250023690024715783e+01,2.168939091597430202e-01,3.199078205514291895e+01,-1.006883905853325700e+01,-2.185861336474142824e+00,-6.858453932042872125e+00,-9.475701274100056803e-01,3.120252796651174140e+04,1.585470730916005959e+04
-1.007949063829700398e+00,2.893778447368227091e-01,2.596713618947221711e+07,5.313603785703140125e-02,-4.383707321533601764e+00,5.239997896542838873e+00,8.927473325264113413e+00,-3.524333195251886930e-01,-1.204047799348659381e-01,-3.297198693621269938e-02,1.675637004835266453e-01,4.986466738197672943e-02,-1.066034723356951430e-01,3.879773144386200467e+00,-3.523442631698366356e-01,1.004303135598900276e+00,2.322969255383248166e-01,2.691506305001960531e-01,1.184307310858627504e+00,4.223034843300551427e-02,-7.141935017980388959e-04,1.058706505546766763e-01,-3.508419120845294309e-02,-6.862912708710047771e-03,-2.256686132800557118e-02,-3.096073891489525397e-03,1.050291074687907553e+02,5.344765653763173674e+01
-1.953413903262477269e-01,5.608167371645548377e-02,5.313603785703140819e-02,6.429905956690568303e+01,-8.495662268072766699e-01,1.015516072338189080e+00,1.730151963068073062e+00,-6.830187864034456546e-02,-2.333454929263814939e-02,-6.389999257965362119e-03,3.247398841395556651e-02,9.663815170919170389e-03,-2.065984408035399095e-02,7.519033524325862139e-01,-6.828461944253769178e-02,1.946348063179962062e-01,4.501934277388842248e-02,5.216162230393976001e-02,2.295197693796867666e-01,8.184277631571822836e-03,-1.384113112552797561e-04,2.051782259265936409e-02,-6.799346251775520086e-03,-1.330038350463313718e-03,-4.373477019129455579e-03,-6.000217671897592649e-04,2.035473082312906001e+01,1.035820153259723497e+01
1.611560661101136560e+01,-4.626721403958652168e+00,-4.383707321533602652e+00,-8.495662268072766699e-01,7.483412317705291628e+01,-8.377977397226798928e+01,-1.427370224380326817e+02,5.634884676117355440e+00,1.925093377380761250e+00,5.271730385149572262e-01,-2.679094386989875787e+00,-7.972618777615535501e-01,1.704430992775007647e+00,-6.203180297358617423e+01,5.633460797430855038e+00,-1.605731364045557896e+01,-3.714082390928783006e+00,-4.303318328176641394e+00,-1.893531271890448053e+01,-6.752004707524025262e-01,1.141889201760543093e-02,-1.692714262274755299e+00,5.609440437720965011e-01,1.097277683845025581e-01,3.608105534872833586e-01,4.950161735781758582e-02,-1.679259239788970717e+03,-8.545485461023773723e+02
-1.926354533944314440e+01,-4.707478623617331159e+00,5.239997896542838873e+00,1.015516072338189080e+00,-8.377977397226797507e+01,8.184061074108788034e+02,-4.408183923250092562e+02,-1.433656256797362794e+01,-2.301131099371552136e+00,-6.301482764059338493e-01,3.202414742313464124e+00,-7.844440713560632439e+00,-9.701429649579775827e+00,7.414877254776138216e+01,-7.513534865373844296e-01,1.919386572338047969e+01,4.439571916777757643e+00,5.143906135574566996e+00,2.263403816446440331e+01,-4.708874727706946040e+00,-1.433200325464140557e+00,-3.220726166961758281e+02,1.768704063539827942e+01,1.163586637093777831e+01,1.113455312187904944e+01,-1.410733169189236236e+01,-2.241975968258780085e+03,-3.470141286065222630e+03
-3.281962904629355648e+01,2.933579625085291354e+03,8.927473325264113413e+00,1.730151963068072840e+00,-1.427370224380326533e+02,-4.408183923250093130e+02,3.341430355300716124e+06,1.011398622976771549e+03,-3.920476098116170593e+00,-1.073594310464651480e+00,5.456008332999198629e+00,1.818297200971430243e+02,9.704035444611718049e+02,1.263285218984446345e+02,4.081390581430937914e+02,3.270091470212855711e+01,7.563774002423625298e+00,8.763760161679090999e+00,3.856199486109419894e+01,1.576840333726407152e+03,8.146111738329516072e+01,1.907344504192218665e+03,-2.471540651572588558e+03,-2.412584783458449920e+02,-1.470409468107812700e+03,-9.854337320193335472e+02,1.277622064516215771e+07,6.197797081393796019e+06
1.295633197540621007e+00,3.781723436180040476e+00,-3.524333195251887485e-01,-6.830187864034455159e-02,5.634884676117354552e+00,-1.433656256797362794e+01,1.011398622976771435e+03,8.418176199489232658e+01,1.547701522073564873e-01,4.238269809103229618e-02,-2.153889525174371711e-01,-5.339590530266435930e-01,3.077949301390269010e+00,-4.987119949984523792e+00,5.099681126961269628e-01,-1.290946665431818685e+00,-2.985980335856797119e-01,-3.459703516069358997e-01,-1.522326795173337688e+00,2.183626522854362317e+00,-7.859241958521341331e-01,2.353193325430510896e+01,-6.608369680934619339e+01,6.372868905619482049e-01,-4.409135296073551480e+00,-1.300072243183579002e-01,3.424842591395335603e+03,9.317754571980443870e+03
4.426381428304076437e-01,-1.270795086449079403e-01,-1.204047799348659520e-01,-2.333454929263814939e-02,1.925093377380761250e+00,-2.301131099371551691e+00,-3.920476098116171038e+00,1.547701522073564873e-01,4.828116362918897408e+01,1.447956011529121650e-02,-7.358515211672486678e-02,-2.189793567439971347e-02,4.681463052771617922e-02,-1.703792027654042363e+00,1.547310433464478552e-01,-4.410370431728092844e-01,-1.020125752335341307e-01,-1.181967814659024701e-01,-5.200853966044334253e-01,-1.854534487134048421e-02,3.136361713123645800e-04,-4.649281379727225605e-02,1.540712898746275997e-02,3.013829810257030728e-03,9.910176958532730326e-03,1.359632591142702438e-03,-4.612325239579329406e+01,-2.347139580502847522e+01
1.212132863061479715e-01,-3.479981360513166588e-02,-3.297198693621269244e-02,-6.389999257965362119e-03,5.271730385149571152e-01,-6.301482764059338493e-01,-1.073594310464651258e+00,4.238269809103229618e-02,1.447956011529121650e-02,4.927062752450327565e+01,-2.015076706758964914e-02,-5.996592904176358159e-03,1.281985139641873654e-02,-4.665712483193947269e-01,4.237198840947591777e-02,-1.207748366281330005e-01,-2.793541335941187101e-02,-3.236734236385248320e-02,-1.424216622615221695e-01,-5.078509915936738062e-03,8.588702000725568510e-05,-1.273172418886276032e-02,4.219131964478280324e-03,8.253157157508144879e-04,2.713831007282767587e-03,3.723256506714872410e-04,-1.263052244497614041e+01,-6.427473695618426852e+00
