,2011_2016_percent_upzoned,2011_2019_percent_upzoned,2016_2019_percent_upzoned,2011_2016_average_years_since_upzoning,2011_2019_average_years_since_upzoning,2016_2019_average_years_since_upzoning,d_2011_2016_resid_units,d_2011_2019_resid_units,d_2016_2019_resid_units,orig_percent_residential,orig_percent_limited_height,orig_percent_mixed_development,orig_percent_subsidized_properties,d_2011_2019_pop_density,d_2011_2019_resid_unit_density,d_2011_2019_per_capita_income,d_2011_2019_percent_non_hispanic_or_latino_white_alone,d_2011_2019_percent_non_hispanic_black_alone,d_2011_2019_percent_hispanic_any_race,d_2011_2019_percent_non_hispanic_asian_alone,d_2011_2019_percent_multi_family_units,d_2011_2019_percent_occupied_housing_units,d_2011_2019_median_gross_rent,d_2011_2019_median_home_value,d_2011_2019_percent_households_with_people_under_18,d_2011_2019_percent_of_households_in_same_house_year_ago,d_2011_2019_percent_bachelor_degree_or_higher,d_2011_2019_percent_car_commuters,d_2011_2019_percent_public_transport_commuters,d_2011_2019_percent_public_transport_trips_under_45_min,d_2011_2019_percent_car_trips_under_45_min,d_2011_2016_pop_density,d_2011_2016_resid_unit_density,d_2011_2016_per_capita_income,d_2011_2016_percent_non_hispanic_or_latino_white_alone,d_2011_2016_percent_non_hispanic_black_alone,d_2011_2016_percent_hispanic_any_race,d_2011_2016_percent_non_hispanic_asian_alone,d_2011_2016_percent_multi_family_units,d_2011_2016_percent_occupied_housing_units,d_2011_2016_median_gross_rent,d_2011_2016_median_home_value,d_2011_2016_percent_households_with_people_under_18,d_2011_2016_percent_of_households_in_same_house_year_ago,d_2011_2016_percent_bachelor_degree_or_higher,d_2011_2016_percent_car_commuters,d_2011_2016_percent_public_transport_commuters,d_2011_2016_percent_public_transport_trips_under_45_min,d_2011_2016_percent_car_trips_under_45_min,d_2016_2019_pop_density,d_2016_2019_resid_unit_density,d_2016_2019_per_capita_income,d_2016_2019_percent_non_hispanic_or_latino_white_alone,d_2016_2019_percent_non_hispanic_black_alone,d_2016_2019_percent_hispanic_any_race,d_2016_2019_percent_non_hispanic_asian_alone,d_2016_2019_percent_multi_family_units,d_2016_2019_percent_occupied_housing_units,d_2016_2019_median_gross_rent,d_2016_2019_median_home_value,d_2016_2019_percent_households_with_people_under_18,d_2016_2019_percent_of_households_in_same_house_year_ago,d_2016_2019_percent_bachelor_degree_or_higher,d_2016_2019_percent_car_commuters,d_2016_2019_percent_public_transport_commuters,d_2016_2019_percent_public_transport_trips_under_45_min,d_2016_2019_percent_car_trips_under_45_min,orig_pop_density,orig_percent_non_hispanic_or_latino_white_alone,orig_percent_non_hispanic_black_alone,orig_percent_hispanic_any_race,orig_percent_non_hispanic_asian_alone,orig_median_age,orig_per_capita_income,orig_resid_unit_density,orig_percent_multi_family_units,orig_percent_occupied_housing_units,orig_median_gross_rent,orig_median_home_value,orig_percent_households_with_people_under_18,orig_percent_of_households_in_same_house_year_ago,orig_percent_bachelor_degree_or_higher,orig_percent_car_commuters,orig_percent_public_transport_commuters,orig_percent_public_transport_trips_under_45_min,orig_percent_car_trips_under_45_min
SI17,0.0,0.2386634844868735,0.2386634844868735,,0.0,0.0,40,40,0,86.39618138424821,0.0,0.0,0,0.00039859273704739937,0.0002141200653560998,4578.0,-21.1,0.3000000000000007,-8.300000000000004,-12.500000000000002,-10.399999999999999,1.5,514.0,121400.0,-11.399999999999999,-10.900000000000006,12.299999999999997,9.372325581395351,-10.04744186046512,-4.644951822371178,-0.35550942865183544,0.00048094660833809984,0.00026682654298219996,3787.0,-23.6,4.600000000000001,-2.8000000000000043,-13.400000000000002,-10.599999999999994,0.8999999999999915,201.0,-45400.0,-6.899999999999999,-6.1000000000000085,10.5,5.00601588530273,-9.166862989263961,-12.011667194594025,-0.2819148477452771,-8.235387129070047e-05,-5.270647762610015e-05,791.0,2.5,-4.300000000000001,-5.5,0.8999999999999995,0.19999999999999574,0.6000000000000085,313.0,166800.0,-4.5,-4.799999999999997,1.7999999999999972,4.366309696092621,-0.8805788712011591,7.3667153722228464,-0.07359458090655835,0.0044602856691087,57.1,16.9,35.7,21.1,36.1,25160.0,0.0019896695303852,64.8,84.9,952.0,467000.0,35.3,99.7,34.7,46.94767441860465,44.76744186046512,17.824675324675326,50.86687306501548
SI6,0.0,0.18382352941176472,0.18382352941176472,,0.0,0.0,12,17,5,43.89989572471324,0.0,0.0,0.36764705882352944,4.87209322320996e-05,-6.591655537269993e-05,-590.0,-19.699999999999996,-3.8,-8.5,10.200000000000001,-0.7000000000000028,-2.5,262.0,64000.0,-3.099999999999998,-5.700000000000003,-1.8000000000000043,-5.69013834546746,4.790087993000181,0.19827889005971233,3.4490920621309975,-5.349749421560031e-05,-8.406749091020003e-05,-1563.0,-10.099999999999994,-7.5,-7.0,2.6999999999999993,3.200000000000003,2.0,92.0,6300.0,-8.399999999999999,-5.700000000000003,-2.8000000000000043,3.8964776704231383,-5.00092097992264,-0.27972027972027824,-2.2566019049387585,0.00010221842644769991,1.8150935537500097e-05,973.0,-9.600000000000001,3.7,-1.5,7.500000000000002,-3.9000000000000057,-4.5,170.0,57700.0,5.300000000000001,0.0,1.0,-9.586616015890598,9.791008972922821,0.4779991697799906,5.705693967069756,0.0021590060165574,77.3,11.5,22.7,8.9,49.1,36761.0,0.0013240629818356,76.3,83.3,635.0,394700.0,20.9,94.0,37.1,61.78278688524591,31.9672131147541,4.294871794871794,25.024875621890548
SI7,0.0,0.35587188612099646,0.35587188612099646,,0.0,0.0,33,33,0,18.306451612903224,0.0,0.0,0.7117437722419929,-0.00022617241930149995,-0.00019137666248589995,3998.0,-9.2,-6.100000000000001,3.900000000000002,1.2999999999999998,-6.3999999999999915,2.0,99.0,181800.0,-2.1999999999999993,6.5,-3.799999999999997,8.685484690509814,-4.504615308635408,-0.28542999289267956,-14.706423316355405,0.0024167234733757006,-0.00027836605452490016,-3269.0,-13.299999999999999,-7.200000000000003,2.1000000000000014,1.0,-3.3999999999999915,7.699999999999989,-16.0,95900.0,9.3,6.099999999999994,-9.199999999999996,9.996319733071445,-6.354155028582085,0.4177077970118226,-26.47689768976898,-0.0026428958926772005,8.698939203900021e-05,7267.0,4.1,1.1000000000000014,1.8000000000000007,0.2999999999999998,-3.0,-5.699999999999989,115.0,85900.0,-11.5,0.4000000000000057,5.399999999999999,-1.3108350425616315,1.8495397199466765,-0.7031377899045022,11.770474373413574,0.007433638956064,27.9,51.2,25.7,2.5,33.0,23721.0,0.0040552872943293,97.6,88.4,986.0,165100.0,25.3,89.2,36.8,21.9278209227958,64.27592507994518,1.4854299928926795,37.083333333333336
SI3,0.5847953216374269,0.5847953216374269,0.0,3.0,6.0,,-5,-6,-1,4.9680624556423,0.0,0.0,0.5847953216374269,0.0005529591015699001,0.0003286939551127,14680.0,-1.8999999999999986,-9.0,0.10000000000000142,-12.5,0.09999999999999432,4.200000000000003,222.0,127100.0,-2.4000000000000004,1.5999999999999943,9.700000000000003,8.452366747916201,1.23323162936574,-4.18569696969697,-71.77796074741227,0.00040744354852520004,0.00024138462328589998,2593.0,-11.100000000000001,-3.6000000000000014,-1.0999999999999979,-9.600000000000001,-2.700000000000003,2.1000000000000085,58.0,22900.0,2.1999999999999993,3.700000000000003,-0.10000000000000142,5.005353444753855,-1.5455723724682713,-2.601667229920018,-71.40089637262292,0.00014551555304470002,8.730933182680002e-05,12087.0,9.200000000000003,-5.3999999999999995,1.1999999999999993,-2.8999999999999986,2.799999999999997,2.0999999999999943,164.0,104200.0,-4.6,-2.1000000000000085,9.800000000000004,3.447013303162347,2.778804001834011,-1.5840297397769514,-0.37706437478934873,0.0028777840549192,50.4,16.8,23.9,30.3,36.6,35937.0,0.0016931162583671,99.2,83.6,1103.0,344300.0,17.0,80.0,46.0,21.305418719211826,52.83251231527094,6.96969696969697,109.19075144508668
SI8,0.0,0.0,0.0,,,,17,16,-1,45.568760611205434,0.0,0.0,0,-0.0006632204231846999,3.3786700803700286e-05,3951.0,-17.099999999999994,1.0000000000000009,-11.2,8.7,-0.5,-7.6000000000000085,36.0,51600.0,-6.300000000000004,-3.5,-0.5,-15.585106382978722,19.282899921197796,-0.6185125052447233,4.628478220612221,-0.000132644084637,-3.7540778670899864e-05,1184.0,-14.499999999999993,-3.0999999999999996,-3.6000000000000014,1.3000000000000007,-2.6000000000000014,-0.8000000000000114,-84.0,29000.0,2.5999999999999943,-2.5,-0.10000000000000142,-5.622985170857511,4.392327530625401,-0.29845523819397624,-1.1195005073915816,-0.0005305763385476999,7.132747947460015e-05,2767.0,-2.6000000000000014,4.1000000000000005,-7.599999999999998,7.399999999999999,2.1000000000000014,-6.799999999999997,120.0,22600.0,-8.899999999999999,-1.0,-0.3999999999999986,-9.962121212121211,14.890572390572395,-0.3200572670507471,5.747978728003803,0.0072178403791118,67.6,7.3,29.5,13.5,35.1,27274.0,0.0026704007227851,46.7,94.9,1303.0,374200.0,40.2,96.3,30.5,57.66843971631206,33.86524822695036,2.526178010471204,11.345119139123751
SI9,0.0,0.821917808219178,0.821917808219178,,0.0,0.0,0,9,9,10.0,0.0,0.0,0,-0.0019622472258999995,-1.72505250628e-05,-150.0,-4.899999999999999,-18.6,12.700000000000003,2.299999999999999,-1.3999999999999915,-8.5,161.0,-9500.0,-16.200000000000003,11.0,5.899999999999999,-9.620156658346257,13.714569519432011,-5.5117283230248555,51.96006144393243,-0.0010393441350371995,0.00012075367543999986,-7836.0,-11.899999999999999,-0.8999999999999986,1.6999999999999993,3.5999999999999996,14.799999999999997,-11.299999999999997,49.0,-100400.0,-2.200000000000003,7.700000000000003,-1.9000000000000057,-8.30027692537984,13.943255245365869,-3.412385368552191,30.788690476190453,-0.0009229030908628,-0.00013800420050279986,7686.0,7.0,-17.700000000000003,11.000000000000004,-1.3000000000000007,-16.19999999999999,2.799999999999997,112.0,90900.0,-14.0,3.299999999999997,7.800000000000004,-1.3198797329664167,-0.2286857259338575,-2.0993429544726645,21.17137096774198,0.0084743204371283,29.0,46.1,23.0,6.4,34.0,30528.0,0.0036786744696541,65.3,81.1,1197.0,463200.0,40.6,85.8,36.7,34.106728538283065,52.32018561484919,9.57871396895787,49.52380952380953
SI20.01,0.0,0.0,0.0,,,,4,5,2,11.803538420913652,0.0,0.0,0,0.00023602277212820058,-6.510973024219987e-05,2979.0,-27.800000000000004,9.100000000000001,11.0,-4.300000000000001,13.0,-0.7000000000000028,317.0,35800.0,2.6999999999999993,-4.400000000000006,2.799999999999997,-11.561358653593977,14.223202946652009,-0.5726513865308438,-1.7630784852810208,0.00040286645587390025,1.8312111630600092e-05,13816.0,-6.400000000000006,3.1000000000000005,1.4000000000000004,-6.9,-0.3999999999999915,3.200000000000003,170.0,-70600.0,1.1999999999999993,0.5999999999999943,-1.0,-6.7931031914682265,9.07530335829047,0.47143458462480403,-1.5819549430501638,-0.00016684368374569967,-8.342184187279996e-05,-10837.0,-21.4,6.0,9.6,2.5999999999999996,13.399999999999991,-3.9000000000000057,147.0,106400.0,1.5,-5.0,3.799999999999997,-4.768255462125751,5.14789958836154,-1.0440859711556478,-0.18112354223085703,0.0048547442611876,75.7,2.3,12.7,15.5,41.3,33409.0,0.0022483203724276,50.9,93.2,1113.0,427900.0,26.5,95.0,37.2,64.133219470538,31.767719897523484,3.763440860215054,22.583222370173104
SI20.02,0.0,0.0,0.0,,,,21,18,-3,13.144154370034052,0.0,0.0,0,0.00048143217902740006,-2.5140061568999783e-06,1611.0,-5.299999999999997,-0.40000000000000036,-1.0,1.200000000000001,-6.8999999999999915,7.5,314.0,126600.0,1.8000000000000043,0.5,10.899999999999999,0.10497931290010598,-3.1267367901031236,-3.283986371379897,-1.2205264900085382,0.0003833859389121997,-7.542018470500008e-06,-5217.0,0.10000000000000853,-4.7,0.09999999999999964,-0.7999999999999989,-3.8999999999999915,10.800000000000011,159.0,3800.0,-1.1999999999999993,0.0,15.199999999999996,2.7762065455308473,-9.034263750261665,-2.0674107793944687,-3.144262438109365,9.804624011520036e-05,5.02801231360003e-06,6828.0,-5.400000000000006,4.3,-1.0999999999999996,2.0,-3.0,-3.3000000000000114,155.0,122800.0,3.0000000000000036,0.5,-4.299999999999997,-2.6712272326307414,5.907526960158542,-1.2165755919854284,1.923735948100827,0.0038841395122576,78.1,6.4,4.7,11.6,39.3,44580.0,0.0016328469988423,41.0,88.6,1391.0,463400.0,32.4,93.3,33.6,54.98857578065499,44.706778370144704,6.183986371379897,21.648199445983376
SI132.04,0.06743088334457181,0.06743088334457181,0.0,4.0,7.0,,5,8,3,23.505434782608695,0.0,0.0,0,-8.323829497360047e-05,4.4967814525899994e-05,6356.0,-7.0,-1.2,7.5,-3.8999999999999995,3.8999999999999986,0.7000000000000028,58.0,79000.0,-8.5,6.799999999999997,6.400000000000002,3.1497552659077144,-1.4116849071476985,0.32419643424793154,-2.6386078904365435,-0.00035495870615160057,1.2437906145399942e-05,4925.0,0.9000000000000057,-1.0,0.6000000000000005,-4.3999999999999995,-0.7999999999999972,-1.5,34.0,18500.0,-13.0,6.3999999999999915,4.800000000000001,0.4154508962442378,1.8103698950175975,-1.3442923898531374,0.10639975992243755,0.0002717204111780001,3.252990838050005e-05,1431.0,-7.900000000000006,-0.2,6.8999999999999995,0.5,4.699999999999996,2.200000000000003,24.0,60500.0,4.5,0.4000000000000057,1.6000000000000014,2.7343043696634766,-3.222054802165296,1.668488824101069,-2.745007650358981,0.0047359719553919,89.5,1.2,6.6,6.6,43.5,34252.0,0.001810193725172,37.4,95.5,1377.0,474900.0,36.0,88.4,25.7,65.69872958257713,29.12885662431942,2.445482866043614,9.399171270718233
SI21,0.09532888465204957,2.0972354623450906,2.001906577693041,4.0,0.3181818181818182,0.0,2,79,77,11.277978339350181,0.0,0.0,0,0.0008493825734608002,0.00047802834162659997,5236.0,-30.200000000000003,6.300000000000001,1.5999999999999943,-2.8,17.299999999999997,-11.0,275.0,50200.0,-1.1000000000000014,-9.299999999999997,9.7,0.7701107124793154,-5.504079882670517,-2.000548390231711,-6.39345991561181,0.0007018033538982002,0.00018928639030850003,-3015.0,-34.1,6.099999999999998,9.899999999999999,-5.199999999999999,12.799999999999997,-5.400000000000006,31.0,8800.0,0.20000000000000284,-3.0,-1.8000000000000007,-4.859856957273834,-1.064611439297984,-1.0898963004484297,-0.9827272014735264,0.00014757921956259999,0.00028874195131809994,8251.0,3.8999999999999986,0.20000000000000284,-8.300000000000004,2.3999999999999995,4.5,-5.599999999999994,244.0,41400.0,-1.3000000000000043,-6.299999999999997,11.5,5.6299676697531496,-4.439468443372533,-0.9106520897832815,-5.410732714138284,0.0027350279277631,52.6,22.3,34.2,10.1,34.0,23784.0,0.001164592536983,53.5,91.5,1257.0,338100.0,38.0,96.5,23.2,38.21039903264813,53.92986698911729,4.13677130044843,26.06012658227848
SI27,0.0,14.487632508833922,14.487632508833922,,0.0,0.0,12,13,1,2.913429522752497,0.0,0.0,0.7067137809187279,-0.001705557641457401,4.3937082098400096e-05,-3333.0,-7.699999999999999,3.099999999999998,4.300000000000001,-14.9,10.100000000000009,-9.299999999999997,197.0,9700.0,-5.200000000000003,-4.299999999999997,-6.800000000000001,-5.9070085470085445,-5.531282051282048,-1.346239101522091,-15.332613541376432,3.195424152610017e-05,5.1925642479899985e-05,-2218.0,-11.5,6.699999999999999,6.300000000000001,-19.6,14.799999999999997,2.5,1.0,-12400.0,6.100000000000001,-4.3999999999999915,-5.0,-11.05982547993019,5.795741710296689,-5.826090647649974,-14.728430353430355,-0.0017375118829835012,-7.98856038149989e-06,-1115.0,3.8000000000000007,-3.6000000000000014,-2.0,4.699999999999999,-4.699999999999989,-11.799999999999997,196.0,22100.0,-11.300000000000004,0.09999999999999432,-1.8000000000000007,5.152816932921645,-11.327023761578737,4.479851546127883,-0.6041831879460773,0.0086995422554901,38.4,20.3,28.8,21.0,32.9,15105.0,0.0020091229359557,66.2,89.7,1380.0,384200.0,43.5,91.1,21.3,47.36,48.48,12.73927392739274,55.641891891891895
SI29,0.0,0.0,0.0,,,,10,14,4,9.173286991062563,0.0,0.0,0,-0.0015202039084992996,4.175341571410014e-05,-388.0,-14.3,-8.800000000000004,8.399999999999999,-4.4,4.200000000000003,-1.8999999999999915,-213.0,-36300.0,-13.899999999999999,6.0,-4.299999999999999,-2.1574507825374525,6.3513717502319125,0.7616046117542714,13.629684668446984,-0.0005048367536339988,4.934494584399969e-05,-1981.0,-15.9,-9.300000000000004,11.0,-6.1,7.700000000000003,1.3000000000000114,97.0,-65200.0,1.0,2.1999999999999886,-5.0,4.1818038325792415,-1.3869308156568607,2.4303789455654394,4.85955880482075,-0.0010153671548653008,-7.5915301298995486e-06,1593.0,1.5999999999999996,0.5,-2.6000000000000014,1.6999999999999997,-3.5,-3.200000000000003,-310.0,28900.0,-14.899999999999999,3.8000000000000114,0.7000000000000011,-6.339254615116694,7.738302565888773,-1.668774333811168,8.770125863626234,0.0104440475761193,22.8,53.2,33.1,10.0,30.6,17595.0,0.0038906591915399,72.1,86.1,714.0,371600.0,47.3,91.9,17.2,36.83178028445316,53.16331535066209,2.5645756457564577,14.860186418109183
SI11,0.0,0.4484304932735426,0.4484304932735426,,0.0,0.0,16,21,5,6.500057319729451,0.0,0.0,0.29895366218236175,-0.0008736042326739999,-6.459749607810004e-05,7577.0,-36.099999999999994,-0.5,2.5,-1.6999999999999997,14.099999999999994,-2.299999999999997,148.0,63700.0,-11.399999999999999,-2.5,13.600000000000001,-9.58710976837865,3.3461503250022915,-1.4722181498314035,3.7904040404040416,-0.0013042542065274006,-0.00024300962810299993,7431.0,-36.9,19.799999999999997,-14.100000000000001,-1.7999999999999998,7.8999999999999915,0.5999999999999943,-14.0,-9800.0,-6.0,3.700000000000003,12.100000000000001,3.820297639028766,-9.044422065570103,-0.8665235855518527,-5.790665434380784,0.00043064997385340066,0.00017841213202489988,146.0,0.7999999999999989,-20.299999999999997,16.6,0.10000000000000009,6.200000000000003,-2.8999999999999915,162.0,73500.0,-5.399999999999999,-6.200000000000003,1.5,-13.407407407407415,12.390572390572395,-0.6056945642795508,9.581069474784826,0.0110677043280322,51.8,34.6,38.0,4.1,27.2,15788.0,0.004694084715002,74.4,79.2,1168.0,323100.0,47.3,92.2,20.6,36.25377643504532,54.229607250755286,4.735376044568246,37.75
SI33,0.0,0.0,0.0,,,,3,3,0,7.317073170731708,0.0,0.0,0.12658227848101267,0.0003464934511566995,1.1705859836001753e-06,5020.0,-13.399999999999999,6.699999999999999,1.6999999999999993,0.9000000000000004,5.200000000000003,-4.200000000000003,253.0,152200.0,4.0,8.100000000000009,-7.299999999999997,7.416454155682757,-12.496690234856636,0.39323670487914475,-4.294938068884431,0.00029615825386029946,5.384695524730007e-05,6120.0,-3.6000000000000014,-2.0,2.8999999999999986,0.5999999999999996,3.700000000000003,-3.0,5.0,15900.0,1.5,8.800000000000011,-5.399999999999999,3.8320209973753308,-6.921634795650547,-1.3018905149303095,-4.525868598801647,5.0335197296400014e-05,-5.2676369263699894e-05,-1100.0,-9.799999999999997,8.7,-1.1999999999999993,0.3000000000000007,1.5,-1.2000000000000028,248.0,136300.0,2.5,-0.7000000000000028,-1.8999999999999986,3.5844331583074265,-5.575055439206089,1.6951272198094542,0.23093052991721663,0.0040443745734677,54.6,25.1,14.0,8.4,37.8,33873.0,0.0017652436633254,57.5,93.9,1258.0,427100.0,29.4,85.6,48.5,45.669291338582674,48.706411698537686,2.9099307159353347,14.71674876847291
SI36,0.0,0.0,0.0,,,,5,8,6,6.059118138073259,0.0,0.0,0,0.0011010908594841998,8.28254186337001e-05,5088.0,-15.900000000000006,11.200000000000001,-11.9,1.2999999999999972,1.500000000000007,5.0,577.0,59200.0,-0.6000000000000014,-7.799999999999997,17.1,12.524241330421859,-11.70315847551025,1.162425831856059,-6.917513421231259,0.0005066966787006999,0.00011693000277710006,-621.0,-19.800000000000004,3.4,6.299999999999997,-3.1000000000000014,-3.1999999999999957,-1.3999999999999915,263.0,-38300.0,3.3999999999999986,-3.3999999999999915,-0.8999999999999986,7.432397542041755,-4.29555899459681,1.6211452136783326,-6.001657330798089,0.0005943941807835,-3.410458414339996e-05,5709.0,3.8999999999999986,7.800000000000001,-18.199999999999996,4.399999999999999,4.700000000000003,6.3999999999999915,314.0,97500.0,-4.0,-4.400000000000006,18.0,5.091843788380103,-7.40759948091344,-0.4587193818222737,-0.9158560904331701,0.0058002153460884,61.2,3.6,27.5,19.6,41.1,27580.0,0.0021412806758554,36.9,90.3,1155.0,400400.0,37.7,96.3,23.0,45.77861163227017,48.49906191369606,3.90715667311412,26.12704918032787
SI39,0.0,0.0,0.0,,,,3,3,0,1.4397526331046477,0.0,0.0,0,-0.0005390030503453005,-9.956107299370002e-05,14434.0,-21.299999999999997,6.699999999999999,-7.599999999999998,-3.1000000000000005,4.5,2.5,363.0,231600.0,-1.5,8.0,2.1999999999999957,12.109150735640647,-0.4903862985627505,2.1604838817953564,-13.350959064535012,-0.0005149710672089003,-0.00016307417128280004,10175.0,-22.799999999999997,2.1000000000000014,-6.899999999999999,1.0999999999999996,-0.7000000000000028,-0.20000000000000284,107.0,180800.0,1.1000000000000014,0.3999999999999915,7.799999999999997,7.0337394084076905,14.079261482976609,1.1034371034371029,-10.291398150742499,-2.4031983136400294e-05,6.351309828910002e-05,4259.0,1.5,4.599999999999998,-0.6999999999999993,-4.2,5.200000000000003,2.700000000000003,256.0,50800.0,-2.6000000000000014,7.6000000000000085,-5.600000000000001,5.075411327232956,-14.56964778153936,1.0570467783582536,-3.059560913792513,0.0046175739026395,72.5,13.7,26.4,8.8,27.2,27465.0,0.0019294249318092,85.2,92.7,1226.0,280900.0,26.9,78.7,37.2,43.45549738219896,30.44128646222887,2.457002457002457,31.6867469879518
SI40,0.04608294930875576,0.04608294930875576,0.0,4.0,7.0,,46,64,18,15.582547546747643,0.0,0.0,0.09216589861751152,-0.000580116832831901,8.853527245260024e-05,3384.0,-16.6,0.10000000000000142,0.40000000000000213,-1.8000000000000007,11.300000000000004,2.5,132.0,95200.0,-10.100000000000001,-0.8999999999999915,5.100000000000001,7.1842622688958215,-3.494792307053686,0.04343593120490574,0.33947732782205,-0.0007479122539563003,-0.00016863861419530012,1136.0,-17.4,-3.6000000000000014,4.899999999999999,-6.200000000000001,7.100000000000001,1.6000000000000085,163.0,38500.0,2.5,-1.0999999999999943,8.8,9.423919193612612,-4.991832669542418,-0.47928942316104384,-0.2117493464802349,0.00016779542112439934,0.00025717388664790036,2248.0,0.7999999999999989,3.700000000000003,-4.4999999999999964,4.4,4.200000000000003,0.8999999999999915,-31.0,56700.0,-12.600000000000001,0.20000000000000284,-3.6999999999999993,-2.2396569247167903,1.4970403624887325,0.5227253543659496,0.5512266743022849,0.0111605034874465,24.8,45.4,31.4,16.3,29.9,18079.0,0.0040439539684038,57.6,89.8,664.0,308600.0,44.2,95.1,16.2,45.61809761311008,47.82686141788386,1.2588454376163871,6.013276064037487
SI47,0.0,0.0,0.0,,,,6,7,1,4.641478004088741,0.0,0.0,0.1443001443001443,-0.0013513258007579,-8.897618441210012e-05,16572.0,-13.899999999999991,2.0,-8.5,7.800000000000001,1.0,1.2000000000000028,149.0,-8900.0,-6.899999999999999,3.799999999999997,13.600000000000001,12.249034135307966,-8.428201706483222,-1.1563202356041236,2.1602056170124797,-0.0009242401155801,5.5610115256999465e-06,7404.0,-16.200000000000003,0.7999999999999998,-5.199999999999999,5.699999999999999,2.200000000000003,0.30000000000001137,66.0,-36800.0,-7.100000000000001,2.0,6.399999999999999,9.669154980472172,-7.090557222734223,-1.1734305702462473,-1.9910134862731361,-0.00042708568517780014,-9.453719593780006e-05,9168.0,2.3000000000000114,1.2000000000000002,-3.3000000000000007,2.1000000000000014,-1.2000000000000028,0.8999999999999915,83.0,27900.0,0.20000000000000284,1.7999999999999972,7.200000000000003,2.579879154835794,-1.3376444837489991,0.017110334642123748,4.151219103285616,0.004471053266705,86.8,5.5,17.2,2.5,24.1,23240.0,0.0012378811656325,55.5,93.1,1291.0,472000.0,28.0,83.9,34.5,42.53619570644034,37.89316025961058,2.7931488801054023,18.403755868544604
SI50,0.0,0.0,0.0,,,,8,16,5,5.609065155807365,0.0,0.0,0,0.0007869837730834,-1.1479503983400155e-05,4204.0,-20.5,1.3,6.400000000000002,4.0,1.7000000000000064,1.4000000000000057,557.0,67500.0,7.0,-8.400000000000006,2.5999999999999943,6.766623498043103,-7.538466505375105,-0.9894696220799613,-2.39733273420919,0.0006071382106768997,2.168350752419974e-05,-1615.0,-25.0,9.700000000000001,3.5,3.0,3.2999999999999936,2.4000000000000057,573.0,15000.0,9.300000000000004,-3.3000000000000114,0.3999999999999986,8.154217880029421,-10.565535595475712,1.6777723918045213,-0.7193585994210778,0.00017984556240650037,-3.3163011507599894e-05,5819.0,4.5,-8.4,2.900000000000002,1.0,-1.5999999999999872,-1.0,-16.0,52500.0,-2.3000000000000043,-5.099999999999994,2.1999999999999957,-1.3875943819863181,3.027069090100607,-2.667242013884483,-1.677974134788112,0.0043201199990816,82.5,1.2,11.7,13.2,43.7,34481.0,0.0019400361731925,25.700000000000003,90.5,953.0,426200.0,30.9,97.4,37.7,51.96274118429807,39.4544244843646,2.917369308600337,15.787451984635084
SI59,0.0,0.0,0.0,,,,10,11,1,4.607520010762091,0.0,0.0,0,0.00037068501725769976,-2.1635312291000018e-06,-4847.0,-19.0,-0.6999999999999997,7.0,5.199999999999999,1.1999999999999957,4.5,263.0,25600.0,4.700000000000003,1.7000000000000028,0.8999999999999986,-11.71578105389397,7.215060505292229,-4.172725759005385,0.9224702648547307,0.0003302991009806,3.6058853819000147e-06,-4395.0,-18.89999999999999,0.19999999999999973,8.3,3.6999999999999997,1.5999999999999943,0.6000000000000085,57.0,-62400.0,7.600000000000001,-1.0,2.8000000000000043,-3.908314593050264,6.399493876360914,-3.9506522972206475,-0.7448005131726276,4.0385916277099754e-05,-5.7694166110000165e-06,-452.0,-0.10000000000000853,-0.8999999999999995,-1.3000000000000007,1.5,-0.3999999999999986,3.8999999999999915,206.0,88000.0,-2.8999999999999986,2.700000000000003,-1.9000000000000057,-7.807466460843706,0.8155666289313146,-0.22207346178473708,1.6672707780273583,0.0018411650759904,91.6,3.9,8.5,1.9,40.1,46333.0,0.0008805572102562,44.7,93.3,1232.0,552200.0,27.5,91.7,50.9,71.38508371385083,22.90715372907154,6.511627906976745,18.84861407249467
SI64,0.0,0.0,0.0,,,,1,6,5,4.662287135659162,0.0,0.0,0.12315270935960591,0.0005257193757892999,8.4566119429e-06,2548.0,-15.100000000000001,-0.1999999999999993,-0.6999999999999993,2.9000000000000004,3.4000000000000057,0.0,309.0,9800.0,-7.200000000000003,4.099999999999994,8.899999999999999,0.5417789757412379,1.016172506738549,-9.174242424242426,-10.269456066945605,0.00042846833844490013,-0.00013389635576409992,2035.0,-13.0,-8.1,4.800000000000001,3.0,-0.8999999999999986,4.700000000000003,168.0,-75600.0,-4.0,4.3999999999999915,15.199999999999996,5.661011689252099,-1.9938967621806114,-3.0739187996469557,-13.267481662591688,9.725103734439973e-05,0.00014235296770699992,513.0,-2.1000000000000014,7.9,-5.5,-0.09999999999999964,4.300000000000004,-4.700000000000003,141.0,85400.0,-3.200000000000003,-0.29999999999999716,-6.299999999999997,-5.119232713510861,3.0100692689191604,-6.100323624595469,2.9980255956460837,0.0043368324914306,70.5,18.5,16.8,6.6,40.1,27031.0,0.0018801867219917,43.8,89.7,380.0,494900.0,39.6,93.9,19.6,53.57142857142857,39.285714285714285,10.840909090909092,29.6
